transaction_id,date,customer_id,product_id,quantity,unit_price,discount,total_amount,payment_method,channel
T00002491,2023-02-09,C000689,P0049,4,147.02,0.15,499.87,支付宝,小程序
T00002492,2023-11-23,C000228,P0027,11,145.04,0.0,1595.44,支付宝,小程序
T00002493,2023-12-26,C000252,P0031,9,791.65,0.1,6412.36,银行卡,小程序
T00002494,2023-09-06,C000494,P0028,2,210.19,0.0,420.38,支付宝,APP
T00002495,2023-07-01,C000083,P0009,5,17.15,0.0,85.75,支付宝,网页
T00002496,2023-01-05,C000117,P0030,4,179.49,0.0,717.96,银行卡,小程序
T00002497,2023-07-06,C000814,P0002,9,123.04,0.0,1107.36,支付宝,APP
T00002498,2023-04-21,C000007,P0030,5,179.49,0.0,897.45,支付宝,APP
T00002499,2023-10-27,C000083,P0049,5,147.02,0.0,735.1,银行卡,网页
T00002500,2023-05-13,C000431,P0024,5,740.37,0.1,3331.66,微信支付,小程序
T00002501,2023-07-22,C000347,P0023,7,237.76,0.15,1414.67,微信支付,网页
T00002502,2023-08-08,C000081,P0032,3,95.61,0.2,229.46,支付宝,小程序
T00002503,2023-12-12,C000513,P0033,10,838.62,0.3,5870.34,信用卡,APP
T00002504,2023-10-27,C000411,P0023,1,237.76,0.0,237.76,信用卡,网页
T00002505,2023-08-14,C000225,P0035,1,914.62,0.1,823.16,微信支付,网页
T00002506,2023-02-20,C000558,P0013,5,615.93,0.1,2771.68,银行卡,APP
T00002507,2023-03-26,C000144,P0047,2,371.93,0.2,595.09,银行卡,小程序
T00002508,2023-07-14,C000310,P0005,5,766.59,0.1,3449.66,微信支付,网页
T00002509,2023-08-06,C000745,P0014,2,354.38,0.2,567.01,支付宝,APP
T00002510,2023-08-23,C000798,P0027,1,145.04,0.0,145.04,支付宝,网页
T00002511,2023-04-06,C000524,P0019,2,340.95,0.0,681.9,信用卡,小程序
T00002512,2023-08-04,C000909,P0014,5,354.38,0.0,1771.9,银行卡,网页
T00002513,2023-06-10,C000552,P0025,7,476.28,0.15,2833.87,信用卡,APP
T00002514,2023-04-21,C000565,P0025,5,476.28,0.3,1666.98,微信支付,APP
T00002515,2023-01-15,C000555,P0018,2,63.49,0.1,114.28,微信支付,网页
T00002516,2023-04-27,C000864,P0045,1,789.81,0.3,552.87,银行卡,小程序
T00002517,2023-04-03,C000975,P0048,2,651.69,0.3,912.37,支付宝,小程序
T00002518,2023-11-26,C000495,P0011,2,643.43,0.15,1093.83,微信支付,网页
T00002519,2023-02-02,C000930,P0003,3,806.41,0.0,2419.23,信用卡,小程序
T00002520,2023-12-18,C000593,P0010,1,422.06,0.1,379.85,微信支付,APP
T00002521,2023-09-20,C000288,P0011,4,643.43,0.0,2573.72,微信支付,APP
T00002522,2023-02-14,C000117,P0035,4,914.62,0.2,2926.78,信用卡,小程序
T00002523,2023-01-28,C000343,P0031,4,791.65,0.15,2691.61,银行卡,小程序
T00002524,2023-09-02,C000596,P0019,5,340.95,0.1,1534.28,支付宝,网页
T00002525,2023-03-24,C000110,P0009,4,17.15,0.0,68.6,支付宝,网页
T00002526,2023-10-07,C000810,P0027,3,145.04,0.1,391.61,银行卡,小程序
T00002527,2023-02-18,C000635,P0036,5,991.36,0.2,3965.44,支付宝,APP
T00002528,2023-08-10,C000505,P0005,3,766.59,0.2,1839.82,银行卡,网页
T00002529,2023-05-05,C000418,P0007,2,444.27,0.3,621.98,支付宝,APP
T00002530,2023-11-02,C000979,P0030,8,179.49,0.1,1292.33,微信支付,小程序
T00002531,2023-08-01,C000429,P0007,7,444.27,0.1,2798.9,微信支付,网页
T00002532,2023-10-15,C000073,P0033,1,838.62,0.15,712.83,微信支付,小程序
T00002533,2023-12-20,C000605,P0046,14,519.59,0.0,7274.26,信用卡,小程序
T00002534,2023-03-27,C000049,P0045,1,789.81,0.3,552.87,微信支付,小程序
T00002535,2023-01-07,C000079,P0032,4,95.61,0.1,344.2,银行卡,APP
T00002536,2023-12-16,C000176,P0045,2,789.81,0.3,1105.73,微信支付,网页
T00002537,2023-03-03,C000079,P0016,4,469.57,0.15,1596.54,银行卡,网页
T00002538,2023-10-24,C000773,P0003,1,806.41,0.0,806.41,支付宝,APP
T00002539,2023-09-01,C000168,P0044,5,535.61,0.0,2678.05,银行卡,网页
T00002540,2023-09-22,C000341,P0050,5,740.01,0.0,3700.05,银行卡,小程序
T00002541,2023-08-04,C000697,P0016,9,469.57,0.15,3592.21,支付宝,APP
T00002542,2023-09-04,C000751,P0018,2,63.49,0.15,107.93,微信支付,APP
T00002543,2023-06-14,C000985,P0050,3,740.01,0.3,1554.02,银行卡,APP
T00002544,2023-11-04,C000758,P0045,3,789.81,0.0,2369.43,银行卡,网页
T00002545,2023-08-04,C000927,P0012,1,614.43,0.0,614.43,微信支付,网页
T00002546,2023-01-20,C000713,P0008,5,779.89,0.1,3509.51,微信支付,小程序
T00002547,2023-11-03,C000367,P0017,4,798.65,0.0,3194.6,银行卡,网页
T00002548,2023-04-30,C000322,P0007,4,444.27,0.0,1777.08,支付宝,小程序
T00002549,2023-05-05,C000917,P0001,4,461.62,0.15,1569.51,信用卡,小程序
T00002550,2023-12-05,C000346,P0048,7,651.69,0.15,3877.56,信用卡,小程序
T00002551,2023-12-05,C000372,P0020,11,925.61,0.0,10181.71,银行卡,小程序
T00002552,2023-01-17,C000768,P0036,5,991.36,0.15,4213.28,微信支付,小程序
T00002553,2023-02-25,C000496,P0030,2,179.49,0.0,358.98,支付宝,网页
T00002554,2023-07-25,C000066,P0033,1,838.62,0.0,838.62,信用卡,APP
T00002555,2023-08-08,C000030,P0029,7,287.8,0.0,2014.6,信用卡,小程序
T00002556,2023-04-26,C000301,P0046,1,519.59,0.2,415.67,微信支付,网页
T00002557,2023-03-09,C000176,P0042,2,193.1,0.2,308.96,银行卡,APP
T00002558,2023-12-19,C000538,P0040,5,484.99,0.0,2424.95,信用卡,小程序
T00002559,2023-05-06,C000752,P0012,2,614.43,0.1,1105.97,银行卡,网页
T00002560,2023-01-08,C000913,P0007,5,444.27,0.0,2221.35,银行卡,网页
T00002561,2023-05-18,C000304,P0011,5,643.43,0.3,2252.0,银行卡,APP
T00002562,2023-12-09,C000032,P0043,5,861.78,0.0,4308.9,银行卡,APP
T00002563,2023-12-24,C000316,P0039,8,141.38,0.2,904.83,支付宝,APP
T00002564,2023-12-09,C000528,P0048,9,651.69,0.0,5865.21,信用卡,网页
T00002565,2023-01-05,C000822,P0040,5,484.99,0.0,2424.95,支付宝,网页
T00002566,2023-09-11,C000198,P0023,5,237.76,0.15,1010.48,支付宝,APP
T00002567,2023-08-28,C000328,P0003,5,806.41,0.0,4032.05,银行卡,网页
T00002568,2023-02-17,C000649,P0044,5,535.61,0.0,2678.05,微信支付,网页
T00002569,2023-02-08,C000924,P0043,1,861.78,0.0,861.78,微信支付,网页
T00002570,2023-07-16,C000632,P0021,4,519.75,0.15,1767.15,微信支付,APP
T00002571,2023-11-21,C000248,P0012,8,614.43,0.1,4423.9,信用卡,小程序
T00002572,2023-12-06,C000615,P0028,5,210.19,0.15,893.31,银行卡,APP
T00002573,2023-04-29,C000393,P0035,1,914.62,0.15,777.43,银行卡,APP
T00002574,2023-02-03,C000843,P0041,5,976.66,0.3,3418.31,微信支付,小程序
T00002575,2023-12-13,C000856,P0002,13,123.04,0.3,1119.66,银行卡,APP
T00002576,2023-05-24,C000647,P0042,2,193.1,0.0,386.2,支付宝,网页
T00002577,2023-08-06,C000182,P0044,8,535.61,0.0,4284.88,信用卡,APP
T00002578,2023-04-14,C000691,P0020,5,925.61,0.15,3933.84,微信支付,APP
T00002579,2023-05-12,C000484,P0014,3,354.38,0.0,1063.14,信用卡,网页
T00002580,2023-11-10,C000750,P0017,2,798.65,0.3,1118.11,银行卡,网页
T00002581,2023-03-31,C000256,P0019,5,340.95,0.0,1704.75,信用卡,小程序
T00002582,2023-03-10,C000338,P0036,3,991.36,0.0,2974.08,信用卡,网页
T00002583,2023-04-15,C000841,P0022,1,596.78,0.15,507.26,银行卡,APP
T00002584,2023-10-14,C000926,P0041,5,976.66,0.3,3418.31,银行卡,小程序
T00002585,2023-05-20,C000864,P0031,1,791.65,0.0,791.65,信用卡,小程序
T00002586,2023-08-05,C000335,P0019,2,340.95,0.0,681.9,信用卡,网页
T00002587,2023-06-18,C000265,P0003,5,806.41,0.15,3427.24,微信支付,APP
T00002588,2023-01-20,C000607,P0049,5,147.02,0.0,735.1,银行卡,APP
T00002589,2023-10-09,C000973,P0033,4,838.62,0.0,3354.48,银行卡,网页
T00002590,2023-11-09,C000412,P0042,9,193.1,0.1,1564.11,信用卡,网页
T00002591,2023-10-29,C000626,P0035,5,914.62,0.0,4573.1,信用卡,APP
T00002592,2023-07-29,C000110,P0045,7,789.81,0.3,3870.07,支付宝,网页
T00002593,2023-10-27,C000088,P0004,3,330.99,0.15,844.02,信用卡,APP
T00002594,2023-02-11,C000987,P0002,2,123.04,0.3,172.26,银行卡,小程序
T00002595,2023-08-18,C000345,P0007,6,444.27,0.0,2665.62,信用卡,网页
T00002596,2023-06-16,C000669,P0001,3,461.62,0.2,1107.89,信用卡,APP
T00002597,2023-12-18,C000394,P0007,9,444.27,0.0,3998.43,微信支付,APP
T00002598,2023-05-26,C000213,P0045,3,789.81,0.15,2014.02,信用卡,小程序
T00002599,2023-09-22,C000020,P0021,3,519.75,0.0,1559.25,支付宝,小程序
T00002600,2023-06-21,C000419,P0027,9,145.04,0.0,1305.36,信用卡,网页
T00002601,2023-06-09,C000139,P0003,5,806.41,0.3,2822.43,信用卡,APP
T00002602,2023-08-30,C000550,P0045,6,789.81,0.0,4738.86,信用卡,APP
T00002603,2023-06-03,C000865,P0003,2,806.41,0.3,1128.97,微信支付,小程序
T00002604,2023-06-15,C000503,P0046,7,519.59,0.3,2545.99,信用卡,网页
T00002605,2023-09-21,C000645,P0005,4,766.59,0.3,2146.45,微信支付,小程序
T00002606,2023-11-28,C000587,P0019,5,340.95,0.1,1534.28,支付宝,小程序
T00002607,2023-07-17,C000331,P0013,7,615.93,0.0,4311.51,支付宝,APP
T00002608,2023-02-10,C000145,P0049,4,147.02,0.15,499.87,信用卡,小程序
T00002609,2023-06-20,C000991,P0006,8,281.15,0.0,2249.2,银行卡,小程序
T00002610,2023-09-15,C000151,P0024,4,740.37,0.1,2665.33,银行卡,小程序
T00002611,2023-07-12,C000487,P0049,1,147.02,0.1,132.32,银行卡,网页
T00002612,2023-03-17,C000969,P0004,2,330.99,0.2,529.58,信用卡,APP
T00002613,2023-05-10,C000697,P0020,3,925.61,0.0,2776.83,银行卡,网页
T00002614,2023-09-18,C000613,P0050,4,740.01,0.2,2368.03,微信支付,APP
T00002615,2023-02-23,C000074,P0035,2,914.62,0.0,1829.24,微信支付,网页
T00002616,2023-08-14,C000432,P0044,1,535.61,0.3,374.93,支付宝,网页
T00002617,2023-04-23,C000908,P0008,4,779.89,0.0,3119.56,银行卡,网页
T00002618,2023-08-25,C000908,P0030,5,179.49,0.1,807.71,微信支付,网页
T00002619,2023-05-06,C000456,P0026,5,224.0,0.0,1120.0,支付宝,小程序
T00002620,2023-11-11,C000937,P0036,11,991.36,0.1,9814.46,银行卡,网页
T00002621,2023-07-11,C000280,P0040,5,484.99,0.0,2424.95,银行卡,APP
T00002622,2023-10-28,C000869,P0023,2,237.76,0.1,427.97,信用卡,网页
T00002623,2023-01-15,C000803,P0049,2,147.02,0.1,264.64,信用卡,网页
T00002624,2023-08-03,C000487,P0036,3,991.36,0.3,2081.86,微信支付,APP
T00002625,2023-09-03,C000479,P0027,3,145.04,0.0,435.12,银行卡,小程序
T00002626,2023-08-16,C000205,P0023,3,237.76,0.0,713.28,信用卡,APP
T00002627,2023-11-30,C000213,P0050,2,740.01,0.0,1480.02,支付宝,小程序
T00002628,2023-01-24,C000872,P0037,3,484.48,0.2,1162.75,支付宝,网页
T00002629,2023-07-10,C000366,P0026,6,224.0,0.2,1075.2,银行卡,小程序
T00002630,2023-05-15,C000251,P0022,5,596.78,0.3,2088.73,银行卡,小程序
T00002631,2023-12-03,C000375,P0028,4,210.19,0.0,840.76,微信支付,小程序
T00002632,2023-03-08,C000441,P0027,1,145.04,0.2,116.03,支付宝,APP
T00002633,2023-05-14,C000030,P0030,5,179.49,0.2,717.96,支付宝,APP
T00002634,2023-01-31,C000252,P0048,3,651.69,0.15,1661.81,银行卡,网页
T00002635,2023-02-09,C000615,P0006,5,281.15,0.15,1194.89,信用卡,网页
T00002636,2023-02-11,C000561,P0006,1,281.15,0.2,224.92,银行卡,小程序
T00002637,2023-04-21,C000985,P0048,4,651.69,0.3,1824.73,银行卡,网页
T00002638,2023-08-07,C000320,P0005,4,766.59,0.1,2759.72,支付宝,小程序
T00002639,2023-11-26,C000664,P0049,9,147.02,0.2,1058.54,支付宝,网页
T00002640,2023-08-25,C000598,P0047,6,371.93,0.2,1785.26,信用卡,小程序
T00002641,2023-03-17,C000629,P0046,1,519.59,0.2,415.67,银行卡,小程序
T00002642,2023-03-10,C000414,P0024,3,740.37,0.15,1887.94,银行卡,APP
T00002643,2023-09-27,C000634,P0042,1,193.1,0.0,193.1,微信支付,小程序
T00002644,2023-04-30,C000238,P0045,1,789.81,0.2,631.85,微信支付,小程序
T00002645,2023-12-27,C000509,P0012,11,614.43,0.3,4731.11,支付宝,网页
T00002646,2023-05-23,C000697,P0031,2,791.65,0.15,1345.8,信用卡,APP
T00002647,2023-03-21,C000260,P0005,1,766.59,0.0,766.59,支付宝,APP
T00002648,2023-02-15,C000398,P0035,4,914.62,0.0,3658.48,银行卡,网页
T00002649,2023-06-07,C000889,P0029,2,287.8,0.15,489.26,支付宝,网页
T00002650,2023-08-21,C000759,P0047,7,371.93,0.0,2603.51,信用卡,网页
T00002651,2023-06-04,C000003,P0009,2,17.15,0.0,34.3,银行卡,APP
T00002652,2023-01-09,C000895,P0048,2,651.69,0.2,1042.7,微信支付,小程序
T00002653,2023-09-04,C000232,P0042,3,193.1,0.0,579.3,信用卡,网页
T00002654,2023-06-08,C000491,P0032,3,95.61,0.0,286.83,微信支付,网页
T00002655,2023-02-09,C000691,P0033,2,838.62,0.0,1677.24,微信支付,网页
T00002656,2023-09-21,C000201,P0024,3,740.37,0.1,1999.0,银行卡,小程序
T00002657,2023-02-10,C000216,P0023,5,237.76,0.15,1010.48,银行卡,小程序
T00002658,2023-03-27,C000122,P0045,4,789.81,0.15,2685.35,银行卡,网页
T00002659,2023-11-15,C000060,P0040,11,484.99,0.2,4267.91,支付宝,APP
T00002660,2023-10-11,C000339,P0025,3,476.28,0.3,1000.19,支付宝,网页
T00002661,2023-08-24,C000777,P0023,6,237.76,0.15,1212.58,微信支付,APP
T00002662,2023-10-28,C000319,P0015,5,986.74,0.3,3453.59,支付宝,小程序
T00002663,2023-01-22,C000057,P0047,2,371.93,0.15,632.28,支付宝,网页
T00002664,2023-07-17,C000266,P0013,3,615.93,0.3,1293.45,微信支付,网页
T00002665,2023-03-22,C000706,P0007,5,444.27,0.0,2221.35,信用卡,小程序
T00002666,2023-05-04,C000868,P0049,1,147.02,0.3,102.91,支付宝,APP
T00002667,2023-02-02,C000322,P0033,2,838.62,0.1,1509.52,微信支付,网页
T00002668,2023-02-16,C000303,P0006,4,281.15,0.0,1124.6,微信支付,APP
T00002669,2023-02-12,C000904,P0022,3,596.78,0.0,1790.34,微信支付,APP
T00002670,2023-02-02,C000229,P0021,1,519.75,0.0,519.75,支付宝,网页
T00002671,2023-06-01,C000461,P0001,6,461.62,0.2,2215.78,支付宝,APP
T00002672,2023-11-12,C000418,P0048,7,651.69,0.0,4561.83,银行卡,网页
T00002673,2023-08-22,C000760,P0027,5,145.04,0.3,507.64,银行卡,网页
T00002674,2023-06-05,C000802,P0008,8,779.89,0.0,6239.12,支付宝,APP
T00002675,2023-07-28,C000879,P0040,7,484.99,0.0,3394.93,支付宝,网页
T00002676,2023-06-07,C000085,P0044,9,535.61,0.3,3374.34,支付宝,APP
T00002677,2023-08-03,C000940,P0007,7,444.27,0.1,2798.9,支付宝,APP
T00002678,2023-01-31,C000910,P0049,5,147.02,0.2,588.08,微信支付,APP
T00002679,2023-12-07,C000138,P0017,2,798.65,0.0,1597.3,信用卡,小程序
T00002680,2023-03-06,C000704,P0010,1,422.06,0.2,337.65,信用卡,网页
T00002681,2023-11-23,C000175,P0026,11,224.0,0.15,2094.4,信用卡,APP
T00002682,2023-01-16,C000199,P0034,3,255.35,0.1,689.44,支付宝,小程序
T00002683,2023-01-02,C000354,P0001,5,461.62,0.0,2308.1,微信支付,小程序
T00002684,2023-11-21,C000945,P0041,6,976.66,0.3,4101.97,微信支付,小程序
T00002685,2023-11-18,C000051,P0030,3,179.49,0.0,538.47,支付宝,小程序
T00002686,2023-12-05,C000935,P0030,7,179.49,0.15,1067.97,信用卡,小程序
T00002687,2023-03-07,C000825,P0017,2,798.65,0.15,1357.7,信用卡,APP
T00002688,2023-03-16,C000359,P0040,1,484.99,0.0,484.99,银行卡,APP
T00002689,2023-01-23,C000694,P0022,5,596.78,0.3,2088.73,支付宝,小程序
T00002690,2023-03-17,C000971,P0041,5,976.66,0.1,4394.97,支付宝,网页
T00002691,2023-01-23,C000566,P0019,1,340.95,0.0,340.95,微信支付,网页
T00002692,2023-01-07,C000802,P0027,3,145.04,0.3,304.58,银行卡,网页
T00002693,2023-05-15,C000978,P0029,4,287.8,0.2,920.96,银行卡,APP
T00002694,2023-10-24,C000264,P0002,1,123.04,0.2,98.43,银行卡,网页
T00002695,2023-07-20,C000266,P0045,2,789.81,0.1,1421.66,银行卡,小程序
T00002696,2023-07-01,C000825,P0028,2,210.19,0.15,357.32,信用卡,小程序
T00002697,2023-09-18,C000454,P0033,4,838.62,0.0,3354.48,信用卡,小程序
T00002698,2023-11-11,C000850,P0040,3,484.99,0.1,1309.47,支付宝,网页
T00002699,2023-11-28,C000907,P0009,5,17.15,0.0,85.75,支付宝,APP
T00002700,2023-04-10,C000392,P0036,1,991.36,0.0,991.36,信用卡,小程序
T00002701,2023-05-22,C000772,P0043,4,861.78,0.0,3447.12,支付宝,APP
T00002702,2023-09-18,C000213,P0002,3,123.04,0.0,369.12,银行卡,小程序
T00002703,2023-10-28,C000331,P0049,2,147.02,0.15,249.93,微信支付,小程序
T00002704,2023-10-19,C000316,P0019,1,340.95,0.15,289.81,支付宝,网页
T00002705,2023-08-24,C000749,P0037,1,484.48,0.0,484.48,银行卡,网页
T00002706,2023-03-07,C000246,P0036,5,991.36,0.0,4956.8,支付宝,小程序
T00002707,2023-07-29,C000221,P0031,1,791.65,0.0,791.65,微信支付,APP
T00002708,2023-12-03,C000404,P0047,6,371.93,0.15,1896.84,银行卡,小程序
T00002709,2023-09-22,C000835,P0026,5,224.0,0.2,896.0,信用卡,网页
T00002710,2023-07-14,C000677,P0045,3,789.81,0.0,2369.43,银行卡,小程序
T00002711,2023-12-06,C000680,P0035,5,914.62,0.0,4573.1,微信支付,小程序
T00002712,2023-10-02,C000779,P0001,1,461.62,0.15,392.38,微信支付,APP
T00002713,2023-05-06,C000215,P0024,1,740.37,0.1,666.33,银行卡,网页
T00002714,2023-10-02,C000306,P0047,4,371.93,0.1,1338.95,信用卡,小程序
T00002715,2023-09-11,C000019,P0033,5,838.62,0.1,3773.79,银行卡,网页
T00002716,2023-10-10,C000492,P0015,3,986.74,0.2,2368.18,银行卡,小程序
T00002717,2023-06-16,C000487,P0037,3,484.48,0.0,1453.44,银行卡,小程序
T00002718,2023-04-13,C000961,P0006,4,281.15,0.0,1124.6,银行卡,小程序
T00002719,2023-12-30,C000615,P0022,5,596.78,0.2,2387.12,信用卡,网页
T00002720,2023-10-03,C000469,P0046,3,519.59,0.0,1558.77,支付宝,小程序
T00002721,2023-11-22,C000995,P0019,10,340.95,0.0,3409.5,信用卡,网页
T00002722,2023-06-15,C000124,P0049,1,147.02,0.15,124.97,信用卡,网页
T00002723,2023-05-12,C000230,P0022,3,596.78,0.15,1521.79,信用卡,网页
T00002724,2023-06-12,C000786,P0005,5,766.59,0.1,3449.66,银行卡,APP
T00002725,2023-11-10,C000452,P0026,11,224.0,0.0,2464.0,支付宝,APP
T00002726,2023-10-17,C000360,P0014,5,354.38,0.3,1240.33,微信支付,APP
T00002727,2023-02-26,C000804,P0026,2,224.0,0.3,313.6,支付宝,APP
T00002728,2023-06-17,C000487,P0037,2,484.48,0.0,968.96,微信支付,APP
T00002729,2023-09-26,C000778,P0018,5,63.49,0.3,222.21,微信支付,网页
T00002730,2023-12-06,C000172,P0039,8,141.38,0.15,961.38,支付宝,小程序
T00002731,2023-11-18,C000785,P0034,6,255.35,0.2,1225.68,支付宝,APP
T00002732,2023-11-21,C000995,P0033,1,838.62,0.3,587.03,微信支付,APP
T00002733,2023-06-03,C000006,P0036,1,991.36,0.0,991.36,微信支付,网页
T00002734,2023-05-04,C000814,P0024,5,740.37,0.1,3331.66,信用卡,小程序
T00002735,2023-09-06,C000951,P0007,3,444.27,0.0,1332.81,银行卡,网页
T00002736,2023-08-02,C000354,P0002,3,123.04,0.1,332.21,支付宝,小程序
T00002737,2023-08-12,C000877,P0032,5,95.61,0.3,334.63,信用卡,小程序
T00002738,2023-12-25,C000508,P0009,3,17.15,0.0,51.45,微信支付,网页
T00002739,2023-12-23,C000640,P0020,7,925.61,0.15,5507.38,微信支付,小程序
T00002740,2023-09-29,C000419,P0023,4,237.76,0.2,760.83,微信支付,小程序
T00002741,2023-07-06,C000044,P0048,3,651.69,0.0,1955.07,银行卡,小程序
T00002742,2023-11-29,C000223,P0043,9,861.78,0.0,7756.02,信用卡,网页
T00002743,2023-06-24,C000563,P0021,2,519.75,0.0,1039.5,信用卡,APP
T00002744,2023-08-02,C000223,P0017,7,798.65,0.1,5031.49,银行卡,网页
T00002745,2023-07-22,C000457,P0001,8,461.62,0.3,2585.07,支付宝,网页
T00002746,2023-06-25,C000683,P0006,8,281.15,0.0,2249.2,支付宝,网页
T00002747,2023-09-05,C000380,P0024,1,740.37,0.0,740.37,银行卡,网页
T00002748,2023-02-19,C000619,P0020,2,925.61,0.0,1851.22,微信支付,小程序
T00002749,2023-02-21,C000940,P0028,3,210.19,0.15,535.98,微信支付,小程序
T00002750,2023-12-11,C000251,P0049,13,147.02,0.0,1911.26,信用卡,网页
T00002751,2023-08-14,C000445,P0029,4,287.8,0.0,1151.2,支付宝,网页
T00002752,2023-01-10,C000334,P0024,3,740.37,0.2,1776.89,银行卡,小程序
T00002753,2023-12-29,C000654,P0014,5,354.38,0.3,1240.33,信用卡,小程序
T00002754,2023-08-30,C000505,P0043,1,861.78,0.1,775.6,微信支付,APP
T00002755,2023-01-02,C000273,P0038,5,562.9,0.3,1970.15,支付宝,网页
T00002756,2023-07-27,C000247,P0045,5,789.81,0.0,3949.05,微信支付,网页
T00002757,2023-10-31,C000478,P0030,1,179.49,0.0,179.49,支付宝,APP
T00002758,2023-03-05,C000659,P0022,3,596.78,0.1,1611.31,信用卡,APP
T00002759,2023-05-28,C000985,P0040,3,484.99,0.0,1454.97,支付宝,小程序
T00002760,2023-05-15,C000550,P0045,4,789.81,0.0,3159.24,微信支付,网页
T00002761,2023-07-07,C000986,P0030,7,179.49,0.0,1256.43,支付宝,APP
T00002762,2023-06-25,C000664,P0018,5,63.49,0.1,285.7,银行卡,小程序
T00002763,2023-07-11,C000220,P0030,8,179.49,0.0,1435.92,微信支付,APP
T00002764,2023-10-02,C000990,P0024,3,740.37,0.0,2221.11,支付宝,小程序
T00002765,2023-10-26,C000498,P0023,5,237.76,0.0,1188.8,信用卡,网页
T00002766,2023-09-14,C000670,P0007,4,444.27,0.1,1599.37,支付宝,APP
T00002767,2023-09-29,C000931,P0050,3,740.01,0.2,1776.02,支付宝,APP
T00002768,2023-07-30,C000245,P0011,3,643.43,0.2,1544.23,银行卡,网页
T00002769,2023-01-01,C000019,P0020,4,925.61,0.0,3702.44,银行卡,网页
T00002770,2023-10-31,C000649,P0029,1,287.8,0.0,287.8,信用卡,小程序
T00002771,2023-10-30,C000738,P0032,2,95.61,0.0,191.22,支付宝,小程序
T00002772,2023-06-28,C000328,P0046,7,519.59,0.0,3637.13,微信支付,网页
T00002773,2023-05-26,C000732,P0024,4,740.37,0.0,2961.48,支付宝,网页
T00002774,2023-01-14,C000624,P0013,4,615.93,0.0,2463.72,支付宝,APP
T00002775,2023-08-24,C000631,P0023,1,237.76,0.0,237.76,支付宝,网页
T00002776,2023-01-19,C000472,P0025,5,476.28,0.3,1666.98,银行卡,小程序
T00002777,2023-01-18,C000557,P0032,4,95.61,0.2,305.95,微信支付,小程序
T00002778,2023-06-10,C000697,P0021,1,519.75,0.2,415.8,微信支付,APP
T00002779,2023-07-06,C000830,P0038,3,562.9,0.3,1182.09,信用卡,网页
T00002780,2023-07-25,C000256,P0044,5,535.61,0.3,1874.63,信用卡,网页
T00002781,2023-05-03,C000901,P0024,3,740.37,0.2,1776.89,信用卡,APP
T00002782,2023-09-08,C000466,P0004,2,330.99,0.0,661.98,微信支付,网页
T00002783,2023-02-13,C000237,P0014,3,354.38,0.3,744.2,支付宝,APP
T00002784,2023-11-10,C000077,P0001,5,461.62,0.15,1961.88,信用卡,网页
T00002785,2023-03-26,C000651,P0032,3,95.61,0.15,243.81,微信支付,网页
T00002786,2023-07-27,C000946,P0044,2,535.61,0.2,856.98,信用卡,网页
T00002787,2023-02-02,C000275,P0045,5,789.81,0.0,3949.05,微信支付,小程序
T00002788,2023-12-08,C000681,P0001,2,461.62,0.2,738.59,微信支付,网页
T00002789,2023-11-18,C000864,P0028,7,210.19,0.0,1471.33,信用卡,APP
T00002790,2023-09-20,C000998,P0012,3,614.43,0.0,1843.29,信用卡,APP
T00002791,2023-08-30,C000969,P0038,5,562.9,0.3,1970.15,支付宝,APP
T00002792,2023-09-17,C000536,P0049,4,147.02,0.1,529.27,支付宝,APP
T00002793,2023-03-06,C000132,P0044,2,535.61,0.3,749.85,微信支付,APP
T00002794,2023-05-16,C000674,P0041,2,976.66,0.0,1953.32,微信支付,网页
T00002795,2023-02-12,C000600,P0007,4,444.27,0.3,1243.96,微信支付,网页
T00002796,2023-11-13,C000404,P0020,6,925.61,0.0,5553.66,银行卡,网页
T00002797,2023-07-10,C000220,P0045,2,789.81,0.3,1105.73,银行卡,网页
T00002798,2023-05-27,C000113,P0005,5,766.59,0.0,3832.95,银行卡,APP
T00002799,2023-04-20,C000944,P0025,4,476.28,0.0,1905.12,支付宝,小程序
T00002800,2023-06-23,C000060,P0010,3,422.06,0.2,1012.94,支付宝,小程序
T00002801,2023-10-31,C000456,P0014,4,354.38,0.15,1204.89,银行卡,APP
T00002802,2023-10-02,C000920,P0050,3,740.01,0.3,1554.02,信用卡,APP
T00002803,2023-05-14,C000687,P0025,2,476.28,0.0,952.56,支付宝,APP
T00002804,2023-05-14,C000535,P0043,2,861.78,0.0,1723.56,微信支付,网页
T00002805,2023-05-17,C000921,P0004,1,330.99,0.0,330.99,微信支付,网页
T00002806,2023-03-28,C000213,P0035,4,914.62,0.0,3658.48,微信支付,APP
T00002807,2023-09-18,C000900,P0031,4,791.65,0.0,3166.6,信用卡,网页
T00002808,2023-01-24,C000587,P0047,1,371.93,0.1,334.74,信用卡,网页
T00002809,2023-02-25,C000243,P0035,4,914.62,0.1,3292.63,微信支付,小程序
T00002810,2023-11-06,C000003,P0024,8,740.37,0.1,5330.66,支付宝,小程序
T00002811,2023-08-02,C000982,P0012,1,614.43,0.0,614.43,银行卡,小程序
T00002812,2023-09-26,C000405,P0034,5,255.35,0.0,1276.75,银行卡,APP
T00002813,2023-09-14,C000834,P0025,5,476.28,0.0,2381.4,支付宝,APP
T00002814,2023-12-10,C000397,P0011,7,643.43,0.3,3152.81,信用卡,网页
