order_id,user_id,order_date,order_status,payment_method,total_amount
order_000887,user_0189,2025-06-15,已取消,微信支付,5813.49
order_000888,user_0137,2026-03-09,已完成,支付宝,6962.71
order_000889,user_0068,2025-09-04,已完成,微信支付,3720.49
order_000890,user_0035,2025-05-02,已取消,支付宝,6074.03
order_000891,user_0065,2025-05-24,已完成,支付宝,118.8
order_000892,user_0008,2025-10-04,已完成,货到付款,1814.3
order_000893,user_0045,2025-09-23,已完成,微信支付,2516.27
order_000894,user_0087,2026-01-16,已完成,支付宝,23348.57
order_000895,user_0175,2025-12-13,已完成,信用卡,2604.11
order_000896,user_0168,2025-11-13,已完成,微信支付,12313.84
order_000897,user_0076,2025-06-16,已完成,微信支付,2145.56
order_000898,user_0182,2025-07-03,已完成,微信支付,49.13
order_000899,user_0076,2026-02-21,已完成,货到付款,9119.47
order_000900,user_0174,2025-06-24,已完成,信用卡,9042.51
order_000901,user_0047,2026-01-11,已完成,微信支付,3209.24
order_000902,user_0015,2026-04-04,已完成,支付宝,4419.78
order_000903,user_0105,2026-03-19,已完成,支付宝,1069.8
order_000904,user_0147,2025-09-04,已完成,货到付款,1322.4499999999998
order_000905,user_0026,2025-11-28,已完成,支付宝,1059.07
order_000906,user_0052,2025-10-16,已完成,微信支付,5851.83
order_000907,user_0093,2026-01-10,已完成,支付宝,3300.63
order_000908,user_0150,2025-08-07,已完成,微信支付,16413.99
order_000909,user_0021,2025-11-22,已取消,支付宝,13066.74
order_000910,user_0051,2026-02-12,已完成,信用卡,6310.08
order_000911,user_0038,2026-04-16,已完成,货到付款,1549.98
order_000912,user_0020,2026-02-07,已完成,货到付款,1457.76
order_000913,user_0157,2025-08-21,已完成,信用卡,5278.04
order_000914,user_0179,2026-01-16,已完成,信用卡,10241.78
order_000915,user_0132,2025-09-24,已完成,货到付款,7350.78
order_000916,user_0055,2026-02-21,已完成,信用卡,7325.849999999999
order_000917,user_0199,2025-06-02,已完成,微信支付,3648.25
order_000918,user_0092,2026-03-26,已完成,支付宝,6413.69
order_000919,user_0028,2026-02-08,已完成,货到付款,4472.2
order_000920,user_0004,2026-02-24,已完成,信用卡,6365.65
order_000921,user_0150,2026-03-04,退款中,微信支付,2235.82
order_000922,user_0076,2025-11-21,已完成,货到付款,12702.0
order_000923,user_0173,2025-08-11,已完成,信用卡,2741.64
order_000924,user_0067,2025-10-02,已完成,货到付款,3570.2999999999997
order_000925,user_0086,2025-08-26,已完成,信用卡,3711.78
order_000926,user_0194,2025-06-21,已完成,货到付款,2648.23
order_000927,user_0162,2025-05-09,已完成,微信支付,3524.47
order_000928,user_0091,2025-09-19,已完成,微信支付,603.15
order_000929,user_0183,2025-09-10,已完成,支付宝,250.83
order_000930,user_0105,2025-04-30,已完成,货到付款,2628.94
order_000931,user_0001,2025-09-18,已完成,支付宝,1999.57
order_000932,user_0072,2025-05-27,已取消,货到付款,8919.47
order_000933,user_0087,2025-12-20,已完成,信用卡,8222.92
order_000934,user_0166,2026-01-31,已完成,信用卡,8824.3
order_000935,user_0006,2026-04-10,已完成,支付宝,80.55
order_000936,user_0153,2025-08-20,已完成,货到付款,6519.82
order_000937,user_0145,2025-08-09,已完成,支付宝,265.16
order_000938,user_0061,2025-08-23,已完成,微信支付,24417.809999999998
order_000939,user_0012,2025-05-02,已完成,支付宝,122.35
order_000940,user_0006,2026-04-22,已完成,支付宝,2250.8199999999997
order_000941,user_0027,2025-12-31,已完成,信用卡,1865.74
order_000942,user_0136,2026-04-26,已完成,支付宝,2994.2200000000003
order_000943,user_0124,2026-03-14,已取消,货到付款,115.58
order_000944,user_0106,2025-08-26,已完成,信用卡,396.99
order_000945,user_0193,2026-02-07,已完成,支付宝,6798.96
order_000946,user_0185,2025-09-23,已完成,微信支付,9813.2
order_000947,user_0093,2025-07-20,已完成,支付宝,2252.46
order_000948,user_0109,2025-12-14,已完成,支付宝,7936.110000000001
order_000949,user_0099,2026-02-09,已完成,支付宝,4157.71
order_000950,user_0168,2025-10-05,已完成,信用卡,7452.34
order_000951,user_0142,2026-01-24,已完成,货到付款,80.31
order_000952,user_0035,2025-06-04,已完成,微信支付,12040.76
order_000953,user_0176,2025-12-09,已完成,支付宝,5389.18
order_000954,user_0084,2025-09-16,已完成,货到付款,299.65
order_000955,user_0056,2026-02-13,已完成,货到付款,2518.8
order_000956,user_0177,2025-09-25,已完成,信用卡,15389.189999999999
order_000957,user_0141,2025-08-19,已完成,微信支付,4454.29
order_000958,user_0189,2025-12-20,已完成,信用卡,6987.179999999999
order_000959,user_0049,2025-07-02,已完成,货到付款,4532.12
order_000960,user_0046,2026-04-23,已完成,货到付款,5738.71
order_000961,user_0113,2026-04-03,已完成,货到付款,4264.84
order_000962,user_0190,2026-01-10,已完成,信用卡,4555.24
order_000963,user_0136,2026-01-01,已完成,微信支付,14557.47
order_000964,user_0043,2026-03-24,已完成,支付宝,3366.33
order_000965,user_0148,2026-03-16,已完成,信用卡,2153.27
order_000966,user_0124,2025-10-24,已取消,货到付款,6532.6
order_000967,user_0097,2025-11-03,已取消,信用卡,1781.06
order_000968,user_0090,2025-09-28,已完成,货到付款,3625.87
order_000969,user_0039,2025-11-09,已完成,支付宝,3437.9300000000003
order_000970,user_0085,2026-03-04,已完成,支付宝,1567.6100000000001
order_000971,user_0177,2026-01-14,已完成,微信支付,8999.1
order_000972,user_0192,2025-09-17,已取消,货到付款,600.08
order_000973,user_0062,2026-04-04,已完成,微信支付,5574.639999999999
order_000974,user_0106,2026-03-09,已完成,微信支付,6335.01
order_000975,user_0107,2025-08-06,已取消,支付宝,1154.16
order_000976,user_0054,2025-12-27,已完成,信用卡,6779.46
order_000977,user_0126,2025-05-09,已完成,信用卡,1980.27
order_000978,user_0009,2025-12-22,退款中,微信支付,301.96
order_000979,user_0088,2025-06-15,已完成,支付宝,1105.99
order_000980,user_0037,2025-06-08,已完成,货到付款,6954.299999999999
order_000981,user_0049,2025-10-10,已完成,信用卡,417.63
order_000982,user_0041,2025-07-18,已完成,微信支付,1814.29
order_000983,user_0017,2026-02-12,已完成,信用卡,6304.17
order_000984,user_0088,2025-10-02,已完成,信用卡,16722.239999999998
order_000985,user_0021,2025-11-29,退款中,货到付款,3512.5699999999997
order_000986,user_0051,2025-10-02,已完成,支付宝,7332.7
order_000987,user_0059,2025-09-08,已完成,货到付款,11437.41
order_000988,user_0167,2025-07-03,已完成,支付宝,19658.78
order_000989,user_0183,2026-03-29,已完成,信用卡,4214.6
order_000990,user_0041,2025-05-04,已完成,微信支付,21603.82
order_000991,user_0039,2025-05-11,已完成,货到付款,4669.77
order_000992,user_0141,2025-07-09,已完成,支付宝,17929.949999999997
order_000993,user_0192,2025-10-07,已完成,信用卡,4434.1
order_000994,user_0011,2025-07-02,已完成,支付宝,11052.23
order_000995,user_0147,2026-04-09,已完成,支付宝,11568.77
order_000996,user_0139,2025-09-04,已完成,支付宝,10259.58
order_000997,user_0077,2025-11-19,已完成,信用卡,14833.42
order_000998,user_0127,2026-01-28,已完成,微信支付,12360.1
order_000999,user_0046,2026-01-08,已完成,微信支付,3279.1
order_001000,user_0045,2026-01-18,已完成,微信支付,1105.7900000000002
