date,city,temperature,humidity,precipitation,wind_speed,pressure,year,month,day,dayofyear,weekofyear,quarter,season
2021-08-07,北京,24.34,56.48,2.81,5.32,995.93,2021,8,7,219,31,3,夏季
2021-08-08,北京,21.31,55.46,1.89,7.34,994.32,2021,8,8,220,31,3,夏季
2021-08-09,北京,18.11,51.22,0.79,1.73,1017.31,2021,8,9,221,32,3,夏季
2021-08-10,北京,26.91,62.21,1.01,0.98,1001.63,2021,8,10,222,32,3,夏季
2021-08-11,北京,28.35,56.34,1.89,5.16,1012.48,2021,8,11,223,32,3,夏季
2021-08-12,北京,11.74,63.76,7.47,0.88,1004.07,2021,8,12,224,32,3,夏季
2021-08-13,北京,19.36,52.12,1.56,3.25,1017.12,2021,8,13,225,32,3,夏季
2021-08-14,北京,28.88,58.38,3.17,1.64,988.51,2021,8,14,226,32,3,夏季
2021-08-15,北京,16.73,66.37,1.14,1.48,1017.9,2021,8,15,227,32,3,夏季
2021-08-16,北京,28.0,65.61,1.89,3.33,1029.25,2021,8,16,228,33,3,夏季
2021-08-17,北京,16.59,59.49,0.21,2.28,986.93,2021,8,17,229,33,3,夏季
2021-08-18,北京,20.69,59.16,1.07,3.21,1003.37,2021,8,18,230,33,3,夏季
2021-08-19,北京,23.48,45.96,6.29,5.34,993.94,2021,8,19,231,33,3,夏季
2021-08-20,北京,22.49,49.11,1.89,1.6,996.81,2021,8,20,232,33,3,夏季
2021-08-21,北京,30.45,60.74,3.63,2.16,1045.46,2021,8,21,233,33,3,夏季
2021-08-22,北京,25.01,72.96,3.55,2.46,1010.67,2021,8,22,234,33,3,夏季
2021-08-23,北京,17.37,67.3,9.01,8.54,1004.31,2021,8,23,235,34,3,夏季
2021-08-24,北京,25.89,53.63,2.31,3.93,998.32,2021,8,24,236,34,3,夏季
2021-08-25,北京,19.53,53.34,3.32,1.03,1013.33,2021,8,25,237,34,3,夏季
2021-08-26,北京,16.73,38.13,0.98,2.81,1027.4,2021,8,26,238,34,3,夏季
2021-08-27,北京,18.95,74.53,8.36,3.8,1020.66,2021,8,27,239,34,3,夏季
2021-08-28,北京,22.11,43.05,7.37,0.51,1035.36,2021,8,28,240,34,3,夏季
2021-08-29,北京,21.1,45.35,1.42,1.6,1023.15,2021,8,29,241,34,3,夏季
2021-08-30,北京,33.33,66.91,1.89,0.48,1026.8,2021,8,30,242,35,3,夏季
2021-08-31,北京,18.42,55.78,6.67,2.83,1025.06,2021,8,31,243,35,3,夏季
2021-09-01,北京,14.63,59.24,1.13,1.74,1015.59,2021,9,1,244,35,3,秋季
2021-09-02,北京,17.53,74.89,3.53,3.22,1000.53,2021,9,2,245,35,3,秋季
2021-09-03,北京,17.46,65.7,0.65,5.0,1000.8,2021,9,3,246,35,3,秋季
2021-09-04,北京,17.18,34.68,1.74,3.84,1020.09,2021,9,4,247,35,3,秋季
2021-09-05,北京,11.63,55.97,1.16,1.02,1035.94,2021,9,5,248,35,3,秋季
2021-09-06,北京,19.2,62.08,0.97,2.63,991.26,2021,9,6,249,36,3,秋季
2021-09-07,北京,17.13,64.18,1.77,7.23,1004.61,2021,9,7,250,36,3,秋季
2021-09-08,北京,17.22,71.01,3.07,10.18,992.84,2021,9,8,251,36,3,秋季
2021-09-09,北京,17.53,71.03,0.41,3.21,1034.01,2021,9,9,252,36,3,秋季
2021-09-10,北京,17.77,44.56,2.2,3.69,994.76,2021,9,10,253,36,3,秋季
2021-09-11,北京,13.95,54.83,0.98,2.11,1017.29,2021,9,11,254,36,3,秋季
2021-09-12,北京,2.51,36.24,3.65,2.53,1002.08,2021,9,12,255,36,3,秋季
2021-09-13,北京,15.05,61.27,1.67,1.77,1021.2,2021,9,13,256,37,3,秋季
2021-09-14,北京,15.34,81.04,0.09,5.12,1005.68,2021,9,14,257,37,3,秋季
2021-09-15,北京,19.1,43.62,0.89,3.65,1017.79,2021,9,15,258,37,3,秋季
2021-09-16,北京,15.66,56.66,1.62,1.34,996.3,2021,9,16,259,37,3,秋季
2021-09-17,北京,23.85,33.59,0.05,2.57,1014.66,2021,9,17,260,37,3,秋季
2021-09-18,北京,17.54,50.84,1.0,7.2,1022.31,2021,9,18,261,37,3,秋季
2021-09-19,北京,20.2,45.96,5.11,3.21,999.54,2021,9,19,262,37,3,秋季
2021-09-20,北京,8.44,65.03,3.55,2.51,990.09,2021,9,20,263,38,3,秋季
2021-09-21,北京,6.49,54.03,2.63,6.96,1031.02,2021,9,21,264,38,3,秋季
2021-09-22,北京,16.41,63.4,0.12,4.12,1009.25,2021,9,22,265,38,3,秋季
2021-09-23,北京,9.65,37.9,1.47,4.47,1000.57,2021,9,23,266,38,3,秋季
2021-09-24,北京,12.09,48.26,2.21,0.11,1005.18,2021,9,24,267,38,3,秋季
2021-09-25,北京,22.49,78.58,0.35,3.21,992.63,2021,9,25,268,38,3,秋季
2021-09-26,北京,18.39,51.88,0.05,7.51,1003.64,2021,9,26,269,38,3,秋季
2021-09-27,北京,19.4,49.23,1.68,5.33,1025.42,2021,9,27,270,39,3,秋季
2021-09-28,北京,9.44,59.64,0.61,3.21,990.89,2021,9,28,271,39,3,秋季
2021-09-29,北京,5.8,59.68,2.65,3.5,1007.6,2021,9,29,272,39,3,秋季
2021-09-30,北京,14.43,47.01,0.19,6.05,1044.81,2021,9,30,273,39,3,秋季
2021-10-01,北京,12.29,65.52,0.44,6.38,1015.77,2021,10,1,274,39,4,秋季
2021-10-02,北京,6.01,78.12,2.77,3.72,1025.4,2021,10,2,275,39,4,秋季
2021-10-03,北京,3.34,58.62,0.57,4.87,985.48,2021,10,3,276,39,4,秋季
2021-10-04,北京,17.1,52.77,0.17,0.78,1014.41,2021,10,4,277,40,4,秋季
2021-10-05,北京,13.7,61.04,0.03,8.11,1030.74,2021,10,5,278,40,4,秋季
2021-10-06,北京,19.02,50.21,2.18,4.73,1015.98,2021,10,6,279,40,4,秋季
2021-10-07,北京,2.63,75.07,4.24,2.67,1019.76,2021,10,7,280,40,4,秋季
2021-10-08,北京,17.75,65.01,0.55,5.82,1024.79,2021,10,8,281,40,4,秋季
2021-10-09,北京,0.75,60.85,7.51,5.0,1015.81,2021,10,9,282,40,4,秋季
2021-10-10,北京,10.96,72.35,2.35,3.09,1019.25,2021,10,10,283,40,4,秋季
2021-10-11,北京,13.47,73.95,1.71,3.39,991.09,2021,10,11,284,41,4,秋季
2021-10-12,北京,16.99,55.52,2.73,2.2,991.73,2021,10,12,285,41,4,秋季
2021-10-13,北京,10.48,58.66,4.8,8.14,1002.61,2021,10,13,286,41,4,秋季
2021-10-14,北京,5.8,68.7,6.26,0.76,995.65,2021,10,14,287,41,4,秋季
2021-10-15,北京,2.55,64.65,0.57,6.6,1004.2,2021,10,15,288,41,4,秋季
2021-10-16,北京,11.41,60.69,3.89,2.08,1019.35,2021,10,16,289,41,4,秋季
2021-10-17,北京,8.25,68.64,0.81,3.21,1013.13,2021,10,17,290,41,4,秋季
2021-10-18,北京,5.7,57.72,3.24,3.01,1018.11,2021,10,18,291,42,4,秋季
2021-10-19,北京,11.16,70.9,5.83,5.92,1006.61,2021,10,19,292,42,4,秋季
2021-10-20,北京,12.65,73.72,2.26,4.98,1007.49,2021,10,20,293,42,4,秋季
2021-10-21,北京,7.87,63.5,1.29,2.51,1028.75,2021,10,21,294,42,4,秋季
2021-10-22,北京,8.39,77.29,0.42,3.57,1040.1,2021,10,22,295,42,4,秋季
2021-10-23,北京,13.88,63.48,3.54,2.02,1017.72,2021,10,23,296,42,4,秋季
2021-10-24,北京,13.59,75.57,0.9,4.36,1022.12,2021,10,24,297,42,4,秋季
2021-10-25,北京,12.17,62.77,0.1,3.52,1015.81,2021,10,25,298,43,4,秋季
2021-10-26,北京,2.92,56.63,5.7,6.63,1002.06,2021,10,26,299,43,4,秋季
2021-10-27,北京,9.62,65.39,0.92,0.9,994.2,2021,10,27,300,43,4,秋季
2021-10-28,北京,12.56,63.42,1.41,1.17,1013.37,2021,10,28,301,43,4,秋季
2021-10-29,北京,6.59,63.94,2.18,0.72,1039.19,2021,10,29,302,43,4,秋季
2021-10-30,北京,4.39,70.83,3.43,1.37,1040.41,2021,10,30,303,43,4,秋季
2021-10-31,北京,11.79,56.72,1.44,6.23,987.92,2021,10,31,304,43,4,秋季
2021-11-01,北京,5.98,67.44,0.85,0.86,1006.87,2021,11,1,305,44,4,秋季
2021-11-02,北京,-1.56,73.87,0.26,3.73,1008.67,2021,11,2,306,44,4,秋季
2021-11-03,北京,-2.97,66.85,1.44,1.06,990.66,2021,11,3,307,44,4,秋季
2021-11-04,北京,-0.92,71.95,0.07,3.07,1006.19,2021,11,4,308,44,4,秋季
2021-11-05,北京,-1.45,48.97,2.25,7.22,1013.42,2021,11,5,309,44,4,秋季
2021-11-06,北京,3.4,68.44,1.32,4.02,988.62,2021,11,6,310,44,4,秋季
2021-11-07,北京,-2.87,81.7,0.01,0.85,1005.24,2021,11,7,311,44,4,秋季
2021-11-08,北京,7.02,63.68,0.0,1.27,1001.15,2021,11,8,312,45,4,秋季
2021-11-09,北京,-6.85,73.38,1.08,6.32,1008.48,2021,11,9,313,45,4,秋季
2021-11-10,北京,-8.37,67.8,0.23,1.28,997.12,2021,11,10,314,45,4,秋季
2021-11-11,北京,4.33,63.15,0.26,1.52,1017.79,2021,11,11,315,45,4,秋季
2021-11-12,北京,2.91,81.69,0.16,2.84,1016.31,2021,11,12,316,45,4,秋季
2021-11-13,北京,2.05,65.4,2.93,1.94,999.64,2021,11,13,317,45,4,秋季
2021-11-14,北京,-4.93,52.66,1.57,4.76,999.98,2021,11,14,318,45,4,秋季
2021-11-15,北京,2.18,48.98,3.18,5.82,1032.51,2021,11,15,319,46,4,秋季
2021-11-16,北京,-2.27,69.64,0.95,2.19,1011.58,2021,11,16,320,46,4,秋季
2021-11-17,北京,0.1,67.42,0.39,4.99,1010.99,2021,11,17,321,46,4,秋季
2021-11-18,北京,0.01,71.35,7.95,8.01,1004.52,2021,11,18,322,46,4,秋季
2021-11-19,北京,-3.87,73.54,0.32,4.11,1025.93,2021,11,19,323,46,4,秋季
2021-11-20,北京,1.0,63.38,0.75,0.87,1032.8,2021,11,20,324,46,4,秋季
2021-11-21,北京,8.2,72.46,0.96,2.67,1007.94,2021,11,21,325,46,4,秋季
2021-11-22,北京,6.9,54.94,1.84,1.38,1034.07,2021,11,22,326,47,4,秋季
2021-11-23,北京,1.26,54.33,3.23,2.56,1025.02,2021,11,23,327,47,4,秋季
2021-11-24,北京,0.18,67.15,1.88,2.0,992.25,2021,11,24,328,47,4,秋季
2021-11-25,北京,-0.25,60.77,0.19,1.28,1012.32,2021,11,25,329,47,4,秋季
2021-11-26,北京,3.61,85.2,4.32,9.13,1049.21,2021,11,26,330,47,4,秋季
2021-11-27,北京,-3.48,53.89,2.85,4.42,1010.96,2021,11,27,331,47,4,秋季
2021-11-28,北京,6.76,71.09,0.1,2.75,987.95,2021,11,28,332,47,4,秋季
2021-11-29,北京,3.52,70.42,1.1,4.16,1011.47,2021,11,29,333,48,4,秋季
2021-11-30,北京,-8.97,67.04,4.81,8.97,1018.97,2021,11,30,334,48,4,秋季
2021-12-01,北京,-4.0,50.92,3.77,7.46,1004.67,2021,12,1,335,48,4,冬季
2021-12-02,北京,6.97,77.11,3.27,2.55,1029.41,2021,12,2,336,48,4,冬季
2021-12-03,北京,8.35,60.57,1.2,1.76,1032.37,2021,12,3,337,48,4,冬季
2021-12-04,北京,2.93,62.63,1.58,1.91,999.04,2021,12,4,338,48,4,冬季
2021-12-05,北京,-7.5,69.08,6.84,1.53,974.17,2021,12,5,339,48,4,冬季
2021-12-06,北京,9.28,72.24,0.58,1.31,1010.8,2021,12,6,340,49,4,冬季
2021-12-07,北京,4.8,74.62,1.6,4.71,1002.19,2021,12,7,341,49,4,冬季
2021-12-08,北京,4.44,77.61,7.41,0.47,1025.96,2021,12,8,342,49,4,冬季
2021-12-09,北京,-1.75,62.27,3.38,0.63,1035.58,2021,12,9,343,49,4,冬季
2021-12-10,北京,-2.06,79.13,4.08,3.59,1010.84,2021,12,10,344,49,4,冬季
2021-12-11,北京,-1.4,57.21,0.36,4.21,1040.57,2021,12,11,345,49,4,冬季
2021-12-12,北京,-2.9,63.89,0.08,5.24,984.85,2021,12,12,346,49,4,冬季
2021-12-13,北京,-3.66,88.9,6.12,4.27,1015.55,2021,12,13,347,50,4,冬季
2021-12-14,北京,-3.04,73.63,0.72,3.21,1031.79,2021,12,14,348,50,4,冬季
2021-12-15,北京,-1.99,58.98,1.92,3.54,1014.86,2021,12,15,349,50,4,冬季
2021-12-16,北京,2.84,59.5,1.95,2.73,1050.52,2021,12,16,350,50,4,冬季
2021-12-17,北京,1.21,49.18,0.44,2.16,1020.6,2021,12,17,351,50,4,冬季
2021-12-18,北京,9.62,62.25,1.15,4.61,987.47,2021,12,18,352,50,4,冬季
2021-12-19,北京,-10.33,70.28,2.67,3.26,1004.81,2021,12,19,353,50,4,冬季
2021-12-20,北京,8.22,73.61,1.33,3.21,1018.66,2021,12,20,354,51,4,冬季
2021-12-21,北京,-13.52,63.7,0.16,1.81,1003.85,2021,12,21,355,51,4,冬季
2021-12-22,北京,-4.92,71.99,0.07,7.39,1009.81,2021,12,22,356,51,4,冬季
2021-12-23,北京,-2.59,69.12,1.19,9.85,1040.66,2021,12,23,357,51,4,冬季
2021-12-24,北京,-3.39,66.82,0.91,3.93,1008.1,2021,12,24,358,51,4,冬季
2021-12-25,北京,7.99,78.02,0.67,1.78,1045.23,2021,12,25,359,51,4,冬季
2021-12-26,北京,-4.05,79.57,0.77,6.14,1012.54,2021,12,26,360,51,4,冬季
2021-12-27,北京,-8.08,73.0,0.84,3.86,1030.17,2021,12,27,361,52,4,冬季
2021-12-28,北京,-0.52,73.93,1.85,3.98,1004.9,2021,12,28,362,52,4,冬季
2021-12-29,北京,-5.1,72.06,1.74,2.2,1034.4,2021,12,29,363,52,4,冬季
2021-12-30,北京,3.75,72.79,1.95,2.41,1001.49,2021,12,30,364,52,4,冬季
2021-12-31,北京,0.95,72.97,2.26,1.49,1004.36,2021,12,31,365,52,4,冬季
2022-01-01,北京,-5.68,67.21,1.92,3.1,1009.31,2022,1,1,1,52,1,冬季
2022-01-02,北京,0.07,65.6,0.46,2.39,1035.07,2022,1,2,2,52,1,冬季
2022-01-03,北京,8.57,66.42,4.33,3.54,1000.11,2022,1,3,3,1,1,冬季
2022-01-04,北京,7.71,64.79,0.29,3.78,1019.26,2022,1,4,4,1,1,冬季
2022-01-05,北京,1.44,70.88,0.81,6.71,1024.55,2022,1,5,5,1,1,冬季
2022-01-06,北京,4.99,62.76,2.68,2.93,1003.63,2022,1,6,6,1,1,冬季
2022-01-07,北京,8.76,77.52,7.51,7.54,1005.6,2022,1,7,7,1,1,冬季
2022-01-08,北京,1.01,70.98,5.9,1.87,996.58,2022,1,8,8,1,1,冬季
2022-01-09,北京,9.8,53.36,1.18,1.6,1024.25,2022,1,9,9,1,1,冬季
2022-01-10,北京,0.8,49.76,0.37,1.15,987.78,2022,1,10,10,2,1,冬季
2022-01-11,北京,6.8,70.74,0.33,9.85,1028.0,2022,1,11,11,2,1,冬季
2022-01-12,北京,-1.67,85.22,1.4,2.66,1014.48,2022,1,12,12,2,1,冬季
2022-01-13,北京,1.73,72.04,1.39,4.04,1020.25,2022,1,13,13,2,1,冬季
2022-01-14,北京,3.92,71.78,1.22,2.17,1001.51,2022,1,14,14,2,1,冬季
2022-01-15,北京,1.84,46.67,4.2,8.03,1016.35,2022,1,15,15,2,1,冬季
2022-01-16,北京,8.32,50.04,1.27,3.63,998.73,2022,1,16,16,2,1,冬季
2022-01-17,北京,-1.01,64.73,3.03,1.8,1004.04,2022,1,17,17,3,1,冬季
2022-01-18,北京,-0.43,73.26,0.84,2.9,993.06,2022,1,18,18,3,1,冬季
2022-01-19,北京,1.7,67.67,2.47,6.54,998.42,2022,1,19,19,3,1,冬季
2022-01-20,北京,6.92,67.68,1.86,1.21,1010.6,2022,1,20,20,3,1,冬季
2022-01-21,北京,6.69,51.58,0.99,2.6,1024.02,2022,1,21,21,3,1,冬季
2022-01-22,北京,-13.03,74.37,0.65,0.63,1022.07,2022,1,22,22,3,1,冬季
2022-01-23,北京,2.56,62.4,0.17,2.83,995.4,2022,1,23,23,3,1,冬季
2022-01-24,北京,-2.27,57.4,0.18,2.94,1019.45,2022,1,24,24,4,1,冬季
2022-01-25,北京,2.24,74.24,0.03,2.53,988.36,2022,1,25,25,4,1,冬季
2022-01-26,北京,3.63,50.62,1.52,1.13,1007.97,2022,1,26,26,4,1,冬季
2022-01-27,北京,1.98,80.45,1.85,4.0,990.18,2022,1,27,27,4,1,冬季
2022-01-28,北京,3.39,68.75,1.89,7.88,1003.85,2022,1,28,28,4,1,冬季
2022-01-29,北京,-5.81,56.87,1.13,3.12,1035.65,2022,1,29,29,4,1,冬季
2022-01-30,北京,-7.2,77.58,3.32,1.73,1002.18,2022,1,30,30,4,1,冬季
2022-01-31,北京,2.83,90.62,1.18,3.52,1020.07,2022,1,31,31,5,1,冬季
2022-02-01,北京,8.55,54.08,4.05,9.57,1022.33,2022,2,1,32,5,1,冬季
2022-02-02,北京,7.04,56.12,1.0,2.44,1021.19,2022,2,2,33,5,1,冬季
2022-02-03,北京,11.3,62.08,6.8,0.45,1004.05,2022,2,3,34,5,1,冬季
2022-02-04,北京,1.89,74.29,2.67,0.7,994.68,2022,2,4,35,5,1,冬季
2022-02-05,北京,-2.61,63.99,0.43,0.95,981.14,2022,2,5,36,5,1,冬季
2022-02-06,北京,13.3,74.73,1.87,4.06,1003.85,2022,2,6,37,5,1,冬季
2022-02-07,北京,15.05,71.06,0.47,2.99,1031.08,2022,2,7,38,6,1,冬季
2022-02-08,北京,13.53,49.73,1.57,2.44,1002.79,2022,2,8,39,6,1,冬季
2022-02-09,北京,5.38,51.34,2.44,2.04,994.39,2022,2,9,40,6,1,冬季
2022-02-10,北京,4.35,72.32,0.14,1.17,999.61,2022,2,10,41,6,1,冬季
2022-02-11,北京,9.97,68.83,3.73,8.39,997.32,2022,2,11,42,6,1,冬季
2022-02-12,北京,8.27,61.63,0.02,0.57,999.26,2022,2,12,43,6,1,冬季
2022-02-13,北京,3.69,75.36,3.34,2.27,986.18,2022,2,13,44,6,1,冬季
2022-02-14,北京,10.91,53.46,1.88,4.55,1036.35,2022,2,14,45,7,1,冬季
2022-02-15,北京,-2.82,61.83,1.73,3.79,1027.33,2022,2,15,46,7,1,冬季
2022-02-16,北京,4.23,65.27,0.53,0.4,1011.76,2022,2,16,47,7,1,冬季
2022-02-17,北京,-2.68,65.47,0.6,1.22,1011.38,2022,2,17,48,7,1,冬季
2022-02-18,北京,9.52,72.16,0.22,5.31,1021.73,2022,2,18,49,7,1,冬季
2022-02-19,北京,9.04,56.75,3.6,3.21,1027.73,2022,2,19,50,7,1,冬季
2022-02-20,北京,4.87,65.32,2.04,3.02,1000.93,2022,2,20,51,7,1,冬季
2022-02-21,北京,2.04,66.35,2.35,2.2,1019.58,2022,2,21,52,8,1,冬季
2022-02-22,北京,-4.36,85.42,0.23,6.2,1018.42,2022,2,22,53,8,1,冬季
2022-02-23,北京,4.17,66.98,0.24,2.39,1003.75,2022,2,23,54,8,1,冬季
2022-02-24,北京,8.23,70.85,3.6,1.97,1018.08,2022,2,24,55,8,1,冬季
2022-02-25,北京,11.7,51.42,0.83,4.23,1010.53,2022,2,25,56,8,1,冬季
2022-02-26,北京,12.9,74.43,3.62,8.08,1032.82,2022,2,26,57,8,1,冬季
2022-02-27,北京,6.87,73.47,0.08,6.98,1006.15,2022,2,27,58,8,1,冬季
2022-02-28,北京,4.16,64.39,1.11,5.77,1012.16,2022,2,28,59,9,1,冬季
2022-03-01,北京,16.31,40.5,0.14,3.16,1016.45,2022,3,1,60,9,1,春季
2022-03-02,北京,21.85,49.14,2.17,1.37,1026.81,2022,3,2,61,9,1,春季
2022-03-03,北京,16.75,51.56,0.08,6.64,1016.97,2022,3,3,62,9,1,春季
2022-03-04,北京,6.09,37.7,0.16,6.62,1020.94,2022,3,4,63,9,1,春季
2022-03-05,北京,20.87,57.27,4.19,4.2,989.32,2022,3,5,64,9,1,春季
2022-03-06,北京,17.76,66.8,0.1,2.81,1030.68,2022,3,6,65,9,1,春季
2022-03-07,北京,10.61,61.0,2.83,1.01,1018.03,2022,3,7,66,10,1,春季
2022-03-08,北京,20.75,62.97,0.04,3.59,1004.1,2022,3,8,67,10,1,春季
2022-03-09,北京,9.21,46.67,1.81,5.66,1033.98,2022,3,9,68,10,1,春季
2022-03-10,北京,19.22,71.63,0.46,1.55,1007.86,2022,3,10,69,10,1,春季
2022-03-11,北京,19.25,64.18,6.58,1.16,1019.99,2022,3,11,70,10,1,春季
2022-03-12,北京,16.62,72.84,1.93,5.51,1027.69,2022,3,12,71,10,1,春季
2022-03-13,北京,12.69,67.57,2.05,3.88,1011.79,2022,3,13,72,10,1,春季
2022-03-14,北京,9.03,62.86,2.49,2.14,1003.19,2022,3,14,73,11,1,春季
2022-03-15,北京,17.1,54.22,1.39,1.05,1023.13,2022,3,15,74,11,1,春季
2022-03-16,北京,19.28,76.77,2.81,2.19,985.11,2022,3,16,75,11,1,春季
2022-03-17,北京,10.21,46.47,1.66,4.21,1010.19,2022,3,17,76,11,1,春季
2022-03-18,北京,18.45,62.66,0.37,3.21,1020.34,2022,3,18,77,11,1,春季
2022-03-19,北京,9.07,70.58,0.42,2.06,1008.85,2022,3,19,78,11,1,春季
2022-03-20,北京,14.11,50.87,3.18,1.17,1021.12,2022,3,20,79,11,1,春季
2022-03-21,北京,12.56,70.74,2.13,3.21,1019.23,2022,3,21,80,12,1,春季
2022-03-22,北京,8.06,67.64,0.08,6.53,1011.34,2022,3,22,81,12,1,春季
2022-03-23,北京,17.5,51.22,2.24,1.24,1024.91,2022,3,23,82,12,1,春季
2022-03-24,北京,16.08,56.97,4.82,9.02,992.5,2022,3,24,83,12,1,春季
2022-03-25,北京,5.89,54.02,2.87,3.69,1011.28,2022,3,25,84,12,1,春季
2022-03-26,北京,14.5,59.43,0.62,3.97,1023.81,2022,3,26,85,12,1,春季
2022-03-27,北京,19.36,50.34,0.06,8.65,991.61,2022,3,27,86,12,1,春季
2022-03-28,北京,12.31,66.55,2.11,9.56,988.88,2022,3,28,87,13,1,春季
2022-03-29,北京,18.96,54.29,1.89,1.86,1000.35,2022,3,29,88,13,1,春季
2022-03-30,北京,22.26,60.14,0.29,2.19,1000.26,2022,3,30,89,13,1,春季
2022-03-31,北京,19.04,54.16,0.95,2.72,1003.06,2022,3,31,90,13,1,春季
2022-04-01,北京,16.62,73.21,0.36,2.53,1010.42,2022,4,1,91,13,2,春季
2022-04-02,北京,23.55,45.15,5.28,7.62,1012.83,2022,4,2,92,13,2,春季
2022-04-03,北京,27.61,64.19,0.38,8.24,992.32,2022,4,3,93,13,2,春季
2022-04-04,北京,25.23,33.28,1.89,8.15,1011.37,2022,4,4,94,14,2,春季
2022-04-05,北京,24.61,68.1,4.35,10.09,990.84,2022,4,5,95,14,2,春季
2022-04-06,北京,17.04,52.46,0.2,1.78,1002.95,2022,4,6,96,14,2,春季
2022-04-07,北京,22.84,34.8,0.35,2.69,1028.55,2022,4,7,97,14,2,春季
2022-04-08,北京,22.78,51.9,1.22,2.75,1013.13,2022,4,8,98,14,2,春季
2022-04-09,北京,20.23,72.26,2.64,5.39,1004.41,2022,4,9,99,14,2,春季
2022-04-10,北京,19.16,47.67,1.98,2.6,1031.01,2022,4,10,100,14,2,春季
2022-04-11,北京,24.43,63.38,1.19,0.82,1012.11,2022,4,11,101,15,2,春季
2022-04-12,北京,12.41,26.68,1.67,10.19,1007.14,2022,4,12,102,15,2,春季
2022-04-13,北京,15.54,54.65,1.25,4.12,1010.41,2022,4,13,103,15,2,春季
2022-04-14,北京,22.73,61.23,2.0,1.26,1014.87,2022,4,14,104,15,2,春季
2022-04-15,北京,23.73,46.98,1.18,1.85,1023.31,2022,4,15,105,15,2,春季
2022-04-16,北京,26.09,53.42,2.48,4.99,973.67,2022,4,16,106,15,2,春季
2022-04-17,北京,25.76,38.69,0.23,1.03,1023.97,2022,4,17,107,15,2,春季
2022-04-18,北京,25.96,66.06,1.91,1.68,1026.46,2022,4,18,108,16,2,春季
2022-04-19,北京,28.15,48.26,0.66,1.76,993.93,2022,4,19,109,16,2,春季
2022-04-20,北京,16.26,52.06,0.35,4.08,1005.74,2022,4,20,110,16,2,春季
2022-04-21,北京,23.12,40.04,0.92,6.47,1007.02,2022,4,21,111,16,2,春季
2022-04-22,北京,28.72,53.77,2.96,5.09,1020.35,2022,4,22,112,16,2,春季
2022-04-23,北京,25.24,60.66,3.8,2.1,1014.9,2022,4,23,113,16,2,春季
2022-04-24,北京,16.61,73.73,0.03,6.55,1013.56,2022,4,24,114,16,2,春季
2022-04-25,北京,21.13,56.99,3.46,4.86,982.5,2022,4,25,115,17,2,春季
2022-04-26,北京,33.06,47.1,2.31,3.33,1011.68,2022,4,26,116,17,2,春季
2022-04-27,北京,30.44,59.07,0.38,1.42,996.74,2022,4,27,117,17,2,春季
2022-04-28,北京,24.29,55.22,0.15,4.99,1024.53,2022,4,28,118,17,2,春季
2022-04-29,北京,19.38,60.53,2.8,3.68,1042.98,2022,4,29,119,17,2,春季
2022-04-30,北京,32.64,53.35,3.84,1.62,1021.77,2022,4,30,120,17,2,春季
2022-05-01,北京,26.14,55.26,0.21,1.9,1030.76,2022,5,1,121,17,2,春季
2022-05-02,北京,25.04,57.95,0.54,1.02,1016.92,2022,5,2,122,18,2,春季
2022-05-03,北京,33.11,49.34,0.35,1.32,1006.94,2022,5,3,123,18,2,春季
2022-05-04,北京,29.32,64.95,5.5,3.4,1013.76,2022,5,4,124,18,2,春季
2022-05-05,北京,31.17,62.13,1.36,2.56,1031.13,2022,5,5,125,18,2,春季
2022-05-06,北京,27.82,47.95,0.81,7.34,990.42,2022,5,6,126,18,2,春季
2022-05-07,北京,30.08,50.67,0.81,8.68,999.73,2022,5,7,127,18,2,春季
2022-05-08,北京,25.39,32.42,0.07,2.43,1045.24,2022,5,8,128,18,2,春季
2022-05-09,北京,37.16,43.83,6.73,0.35,1000.09,2022,5,9,129,19,2,春季
2022-05-10,北京,23.94,67.17,0.46,2.71,1012.15,2022,5,10,130,19,2,春季
2022-05-11,北京,26.31,44.59,1.66,7.29,1007.67,2022,5,11,131,19,2,春季
2022-05-12,北京,30.06,47.92,2.57,6.11,1012.57,2022,5,12,132,19,2,春季
2022-05-13,北京,21.35,58.14,1.57,2.85,1028.1,2022,5,13,133,19,2,春季
2022-05-14,北京,34.4,47.56,0.24,3.72,1013.76,2022,5,14,134,19,2,春季
2022-05-15,北京,35.44,43.23,0.67,2.27,1016.72,2022,5,15,135,19,2,春季
2022-05-16,北京,36.0,49.35,5.41,1.54,1010.65,2022,5,16,136,20,2,春季
2022-05-17,北京,35.01,43.22,4.17,2.65,1013.71,2022,5,17,137,20,2,春季
2022-05-18,北京,21.6,74.72,5.84,2.76,1003.45,2022,5,18,138,20,2,春季
2022-05-19,北京,28.28,44.57,3.62,4.53,997.3,2022,5,19,139,20,2,春季
2022-05-20,北京,23.85,37.69,1.34,1.81,1004.99,2022,5,20,140,20,2,春季
2022-05-21,北京,28.74,51.79,1.5,7.75,1006.2,2022,5,21,141,20,2,春季
2022-05-22,北京,25.52,60.03,0.47,0.6,1021.76,2022,5,22,142,20,2,春季
2022-05-23,北京,31.06,43.89,0.31,2.37,1031.09,2022,5,23,143,21,2,春季
2022-05-24,北京,31.04,53.05,0.34,4.45,1006.63,2022,5,24,144,21,2,春季
2022-05-25,北京,30.49,53.35,1.03,2.36,1002.6,2022,5,25,145,21,2,春季
