customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_segment,customer_segment
C000929,88,2,820.8100000000001,2,1,1,4,211,低价值客户
C000930,31,5,5846.82,4,3,2,9,432,重要保持客户
C000931,17,7,16973.920000000002,4,5,5,14,455,重要价值客户
C000932,12,4,8394.029999999999,5,3,3,11,533,重要保持客户
C000933,109,6,11940.53,2,4,4,10,244,重要挽留客户
C000934,43,5,10361.36,3,3,4,10,334,潜力客户
C000935,26,6,10133.630000000001,4,4,4,12,444,重要价值客户
C000936,117,6,9075.85,1,4,3,8,143,一般保持客户
C000937,50,5,14675.9,3,3,5,11,335,潜力客户
C000938,135,2,1841.3,1,1,1,3,111,低价值客户
C000939,48,6,18603.510000000002,3,4,5,12,345,重要挽留客户
C000940,21,7,10682.18,4,5,4,13,454,重要价值客户
C000941,48,8,19467.05,3,5,5,13,355,重要挽留客户
C000942,24,3,953.6,4,2,1,7,421,新客户
C000943,64,5,4798.43,3,3,2,8,332,一般价值客户
C000944,23,6,12351.08,4,4,4,12,444,重要价值客户
C000945,40,8,17430.68,4,5,5,14,455,重要价值客户
C000946,11,4,8374.0,5,3,3,11,533,重要保持客户
C000947,69,6,12016.119999999999,2,4,4,10,244,重要挽留客户
C000948,23,5,14819.18,4,3,5,12,435,重要保持客户
C000949,15,10,15223.25,5,5,5,15,555,重要价值客户
C000950,14,4,10770.970000000001,5,3,4,12,534,重要保持客户
C000951,116,1,1332.81,1,1,1,3,111,低价值客户
C000952,49,5,7231.24,3,3,3,9,333,一般价值客户
C000953,13,5,4713.66,5,3,2,10,532,重要保持客户
C000954,158,4,5582.62,1,3,2,6,132,低价值客户
C000955,68,7,10647.95,2,5,4,11,254,重要挽留客户
C000956,55,5,10031.64,3,3,4,10,334,潜力客户
C000957,42,11,10744.43,3,5,4,12,354,重要挽留客户
C000958,1,8,19698.66,5,5,5,15,555,重要价值客户
C000959,317,2,1513.3100000000002,1,1,1,3,111,低价值客户
C000960,327,3,3431.13,1,2,1,4,121,低价值客户
C000961,70,9,9891.9,2,5,4,11,254,重要挽留客户
C000962,109,4,4903.679999999999,2,3,2,7,232,低价值客户
C000963,14,8,9022.55,5,5,3,13,553,重要保持客户
C000964,115,4,6545.04,1,3,2,6,132,低价值客户
C000965,33,5,13550.68,4,3,5,12,435,重要保持客户
C000966,72,5,6997.3,2,3,3,8,233,低价值客户
C000967,24,5,8894.880000000001,4,4,3,11,443,重要保持客户
C000968,160,6,17305.46,1,4,5,10,145,重要挽留客户
C000969,68,6,17333.68,2,4,5,11,245,重要挽留客户
C000970,39,5,4703.0,4,4,2,10,442,重要保持客户
C000971,49,5,9189.29,3,4,3,10,343,一般保持客户
C000972,18,5,7411.84,4,4,3,11,443,重要保持客户
C000973,22,7,12758.84,4,5,5,14,455,重要价值客户
C000974,105,3,1775.3400000000001,2,2,1,5,221,低价值客户
C000975,44,8,23537.07,3,5,5,13,355,重要挽留客户
C000976,7,6,9484.91,5,4,4,13,544,重要价值客户
C000977,40,7,15989.55,4,5,5,14,455,重要价值客户
C000978,24,7,10378.81,4,5,4,13,454,重要价值客户
C000979,50,9,16247.21,3,5,5,13,355,重要挽留客户
C000980,54,5,6840.45,3,4,3,10,343,一般保持客户
C000981,30,5,6846.68,4,4,3,11,443,重要保持客户
C000982,151,2,1036.49,1,1,1,3,111,低价值客户
C000983,51,5,7063.98,3,4,3,10,343,一般保持客户
C000984,90,4,3419.09,2,3,1,6,231,低价值客户
C000985,149,8,12988.86,1,5,5,11,155,重要挽留客户
C000986,170,4,8006.81,1,3,3,7,133,低价值客户
C000987,3,5,4835.75,5,4,2,11,542,重要保持客户
C000988,44,5,5292.27,3,4,2,9,342,一般保持客户
C000989,66,6,4967.71,3,4,2,9,342,一般保持客户
C000990,23,7,8974.48,4,5,3,12,453,重要保持客户
C000991,26,5,6123.37,4,4,2,10,442,重要保持客户
C000992,40,5,12505.49,4,4,4,12,444,重要价值客户
C000993,38,4,1939.43,4,3,1,8,431,重要保持客户
C000994,106,5,10923.28,2,4,4,10,244,重要挽留客户
C000995,39,6,9605.71,4,4,4,12,444,重要价值客户
C000996,48,6,11831.97,3,4,4,11,344,重要挽留客户
C000997,15,6,13667.53,5,4,5,14,545,重要价值客户
C000998,21,4,5224.0199999999995,4,3,2,9,432,重要保持客户
C000999,79,5,14147.54,2,4,5,11,245,重要挽留客户
C001000,116,9,15081.140000000001,1,5,5,11,155,重要挽留客户
