user_id,course_id,course_category,watch_duration_minutes,quiz_score,is_completed,registration_date,last_activity_date
USER_002380,COURSE_00020,产品设计,102.8,100.0,0,2024-10-09,2026-03-27
USER_003660,COURSE_00058,职业技能,110.45,67.19,0,2024-10-26,2026-03-21
USER_000527,COURSE_00112,商业管理,115.63,99.38,1,2024-05-04,2026-04-13
USER_001897,COURSE_00057,市场营销,122.66,79.75,0,2024-10-20,2026-04-14
USER_004755,COURSE_00196,人工智能,119.23,85.53,1,2024-04-02,2026-03-30
USER_002074,COURSE_00119,市场营销,35.08,97.02,0,2024-09-25,2026-03-22
USER_004916,COURSE_00097,人工智能,143.5,75.91,0,2024-09-13,2026-04-10
USER_000406,COURSE_00092,人工智能,147.65,66.14,1,2024-07-30,2026-04-02
USER_001574,COURSE_00052,市场营销,16.97,70.26,0,2024-05-13,2026-04-11
USER_004601,COURSE_00037,编程开发,84.15,63.83,1,2024-11-01,2026-03-20
USER_003741,COURSE_00008,编程开发,151.16,52.72,1,2024-06-07,2026-04-02
USER_004275,COURSE_00044,编程开发,70.74,71.34,1,2024-01-26,2026-03-19
USER_004228,COURSE_00098,语言学习,112.52,84.5,1,2024-06-29,2026-03-27
USER_001847,COURSE_00133,编程开发,126.4,83.94,0,2024-02-16,2026-04-15
USER_001479,COURSE_00118,人工智能,108.36,78.41,1,2024-05-31,2026-03-24
USER_002396,COURSE_00069,商业管理,119.13,58.94,1,2024-02-10,2026-04-09
USER_000772,COURSE_00159,数据科学,70.73,83.69,1,2024-12-03,2026-03-22
USER_000579,COURSE_00045,市场营销,78.02,50.72,0,2024-07-17,2026-04-05
USER_002902,COURSE_00137,商业管理,45.35,78.06,1,2024-02-07,2026-04-06
USER_000194,COURSE_00032,数据科学,77.06,57.4,0,2024-11-10,2026-03-19
USER_002008,COURSE_00033,商业管理,109.27,69.56,0,2024-12-30,2026-03-27
USER_001186,COURSE_00126,语言学习,50.28,66.07,1,2024-03-16,2026-03-31
USER_002395,COURSE_00067,数据科学,125.57,65.5,0,2024-09-08,2026-04-13
USER_002999,COURSE_00030,职业技能,44.58,97.7,0,2024-12-08,2026-04-13
USER_001793,COURSE_00114,产品设计,82.99,97.83,1,2024-12-20,2026-03-30
USER_001111,COURSE_00029,编程开发,113.89,64.29,0,2024-07-27,2026-04-04
USER_004006,COURSE_00131,职业技能,72.31,82.4,1,2024-07-20,2026-04-05
USER_002262,COURSE_00185,语言学习,37.62,,0,2024-08-12,2026-03-26
USER_003737,COURSE_00030,商业管理,94.38,55.74,1,2024-12-17,2026-04-05
USER_003794,COURSE_00137,人工智能,189.24,76.77,1,2024-05-20,2026-04-05
USER_001937,COURSE_00154,编程开发,115.01,86.27,0,2024-09-25,2026-03-23
USER_004876,COURSE_00130,职业技能,14.25,88.45,0,2024-06-03,2026-04-04
USER_004358,COURSE_00062,编程开发,151.96,64.57,1,2024-12-28,2026-04-02
USER_000730,COURSE_00003,数据科学,108.98,69.91,1,2024-05-06,2026-04-06
USER_004379,COURSE_00174,产品设计,50.82,69.74,1,2024-06-16,2026-04-02
USER_003452,COURSE_00068,编程开发,90.66,61.65,1,2024-06-30,2026-04-08
USER_004458,COURSE_00025,商业管理,93.63,76.92,0,2024-03-25,2026-04-10
USER_004537,COURSE_00179,商业管理,114.52,87.34,1,2024-12-23,2026-04-04
USER_002141,COURSE_00141,市场营销,103.07,39.84,1,2024-03-05,2026-03-26
USER_001645,COURSE_00044,市场营销,38.76,97.02,1,2024-06-16,2026-03-22
USER_002801,COURSE_00163,编程开发,105.15,60.85,0,2024-12-29,2026-04-01
USER_004963,COURSE_00055,数据科学,205.43,64.99,1,2024-09-21,2026-04-09
USER_000142,COURSE_00137,数据科学,162.9,76.41,1,2024-06-16,2026-03-21
USER_001456,COURSE_00130,人工智能,136.71,62.1,1,2024-01-24,2026-04-08
USER_004797,COURSE_00189,语言学习,78.12,90.9,1,2024-09-04,2026-04-11
USER_002097,COURSE_00041,语言学习,74.4,100.0,1,2024-08-07,2026-04-12
USER_001326,COURSE_00172,职业技能,53.24,77.44,0,2024-02-07,2026-03-26
USER_004977,COURSE_00064,语言学习,75.64,88.27,1,2024-09-14,2026-04-08
USER_001214,COURSE_00031,产品设计,,82.03,0,2024-08-31,2026-04-13
USER_001160,COURSE_00047,数据科学,117.36,68.03,0,2024-04-10,2026-03-18
USER_004651,COURSE_00130,人工智能,199.9,67.94,1,2024-08-26,2026-03-25
USER_004500,COURSE_00096,市场营销,51.05,81.6,0,2024-11-11,2026-03-19
USER_004988,COURSE_00077,商业管理,89.41,75.29,0,2024-10-23,2026-03-19
USER_004698,COURSE_00110,语言学习,63.14,80.55,0,2024-01-24,2026-04-09
USER_000341,COURSE_00069,市场营销,112.79,92.84,1,2024-05-10,2026-04-12
USER_003829,COURSE_00058,市场营销,43.74,100.0,1,2024-12-19,2026-04-02
USER_001969,COURSE_00106,编程开发,187.78,73.44,1,2024-02-24,2026-04-12
USER_000704,COURSE_00044,产品设计,72.49,74.08,1,2024-07-29,2026-04-15
USER_004414,COURSE_00074,人工智能,67.44,78.07,0,2024-07-30,2026-03-19
USER_002430,COURSE_00056,产品设计,81.75,86.88,1,2024-03-24,2026-03-28
USER_001801,COURSE_00171,编程开发,128.43,90.69,1,2024-09-27,2026-03-24
USER_004913,COURSE_00127,人工智能,122.79,79.62,0,2024-11-04,2026-03-26
USER_004649,COURSE_00162,人工智能,20.55,91.8,0,2024-10-11,2026-03-28
USER_000856,COURSE_00030,数据科学,5.0,94.26,1,2024-12-27,2026-04-11
USER_001813,COURSE_00071,产品设计,136.57,68.08,1,2024-12-30,2026-03-26
USER_002867,COURSE_00198,产品设计,95.08,88.98,0,2024-02-15,2026-04-09
USER_003643,COURSE_00118,数据科学,171.79,84.04,1,2024-05-18,2026-03-19
USER_000183,COURSE_00055,职业技能,74.55,92.34,1,2024-09-07,2026-03-22
USER_003113,COURSE_00067,市场营销,86.84,71.81,1,2024-09-24,2026-04-05
USER_004493,COURSE_00141,编程开发,73.33,70.64,1,2024-03-14,2026-03-21
USER_001518,COURSE_00003,产品设计,121.45,85.33,1,2024-04-30,2026-04-06
USER_001357,COURSE_00026,数据科学,187.18,70.49,1,2024-07-18,2026-04-15
USER_002175,COURSE_00057,商业管理,74.21,59.04,1,2024-02-09,2026-03-30
USER_003630,COURSE_00126,职业技能,77.97,100.0,1,2024-07-20,2026-03-31
USER_003629,COURSE_00152,人工智能,149.77,74.41,1,2024-08-30,2026-03-29
USER_004097,COURSE_00053,语言学习,38.1,95.89,0,2024-07-07,2026-04-03
USER_003240,COURSE_00198,商业管理,64.24,86.5,1,2024-02-17,2026-03-23
USER_003692,COURSE_00043,数据科学,105.97,67.86,1,2024-09-01,2026-03-26
USER_000019,COURSE_00188,语言学习,14.21,71.48,1,2024-12-04,2026-03-27
USER_003404,COURSE_00186,市场营销,44.65,86.34,0,2024-01-26,2026-04-05
USER_004680,COURSE_00049,编程开发,84.51,83.15,1,2024-10-15,2026-03-21
USER_004552,COURSE_00042,语言学习,89.58,77.41,1,2024-08-13,2026-04-13
USER_003005,COURSE_00194,职业技能,47.33,100.0,0,2024-11-27,2026-04-07
USER_001133,COURSE_00011,市场营销,62.92,45.7,0,2024-08-31,2026-04-06
USER_003340,COURSE_00103,语言学习,82.39,84.45,1,2024-12-03,2026-04-11
USER_003312,COURSE_00098,人工智能,89.13,73.51,0,2024-11-26,2026-03-19
USER_003373,COURSE_00146,人工智能,116.12,60.15,1,2024-07-21,2026-04-06
USER_000988,COURSE_00085,职业技能,52.1,78.04,1,2024-10-29,2026-04-03
USER_003322,COURSE_00100,人工智能,124.7,82.83,0,2024-01-10,2026-03-20
USER_004616,COURSE_00104,人工智能,143.72,63.72,1,2024-11-22,2026-04-16
USER_004955,COURSE_00180,数据科学,88.34,57.27,0,2024-11-29,2026-04-14
USER_000174,COURSE_00046,人工智能,129.2,56.31,1,2024-04-25,2026-03-25
USER_003742,COURSE_00044,商业管理,108.62,100.0,1,2024-08-31,2026-03-31
USER_003053,COURSE_00022,人工智能,130.95,97.9,1,2024-06-06,2026-04-01
USER_000727,COURSE_00181,商业管理,49.43,88.0,0,2024-11-19,2026-04-06
USER_003761,COURSE_00187,数据科学,161.9,73.09,0,2024-09-15,2026-03-31
USER_001876,COURSE_00114,人工智能,112.6,46.11,0,2024-06-01,2026-04-09
USER_004034,COURSE_00125,职业技能,37.45,86.61,1,2024-04-07,2026-04-09
USER_000990,COURSE_00124,市场营销,81.59,62.79,1,2024-02-06,2026-04-07
USER_003745,COURSE_00030,职业技能,40.93,90.86,1,2024-07-05,2026-03-20
USER_002687,COURSE_00008,市场营销,93.51,88.76,1,2024-09-01,2026-04-15
USER_000420,COURSE_00098,产品设计,126.99,74.95,1,2024-10-03,2026-03-30
USER_000594,COURSE_00057,市场营销,62.63,75.51,0,2024-01-12,2026-03-23
USER_001775,COURSE_00111,编程开发,99.02,81.62,1,2024-12-13,2026-04-04
USER_002460,COURSE_00073,编程开发,150.33,200.0,1,2024-05-02,2026-03-19
USER_000936,COURSE_00115,编程开发,50.75,67.52,1,2024-04-11,2026-03-24
USER_003809,COURSE_00020,数据科学,75.03,66.16,1,2024-07-22,2026-03-23
USER_000332,COURSE_00025,职业技能,89.73,88.02,1,2024-11-04,2026-04-13
USER_003450,COURSE_00019,市场营销,20.1,92.98,1,2024-02-04,2026-04-06
USER_002703,COURSE_00005,职业技能,39.13,83.8,0,2024-07-17,2026-04-15
USER_004007,COURSE_00075,商业管理,18.65,74.96,1,2024-08-28,2026-04-07
USER_003869,COURSE_00128,编程开发,138.48,96.77,1,2024-10-06,2026-04-02
USER_004201,COURSE_00072,产品设计,65.86,84.56,0,2024-05-29,2026-03-18
USER_000202,COURSE_00155,数据科学,94.73,99.89,0,2024-02-09,2026-03-25
USER_002498,COURSE_00040,产品设计,112.62,87.62,0,2024-12-15,2026-04-13
USER_001843,COURSE_00026,市场营销,21.75,58.97,1,2024-04-13,2026-04-15
USER_001867,COURSE_00027,人工智能,147.01,30.36,1,2024-06-05,2026-04-16
USER_001997,COURSE_00190,产品设计,42.97,81.51,0,2024-12-28,2026-04-04
USER_000910,COURSE_00083,人工智能,81.58,80.93,1,2024-03-20,2026-03-24
USER_004306,COURSE_00128,数据科学,126.09,87.48,1,2024-09-16,2026-04-10
USER_004659,COURSE_00178,产品设计,89.61,88.81,1,2024-03-14,2026-04-02
USER_003190,COURSE_00170,产品设计,86.02,68.98,0,2024-04-12,2026-04-14
USER_000771,COURSE_00157,语言学习,48.11,94.19,1,2024-08-24,2026-03-18
USER_003156,COURSE_00167,数据科学,119.7,89.15,0,2024-01-10,2026-04-07
USER_002502,COURSE_00188,数据科学,,62.39,1,2024-08-28,2026-03-24
USER_002715,COURSE_00169,编程开发,127.48,66.92,0,2024-07-20,2026-03-19
USER_004725,COURSE_00033,市场营销,65.99,100.0,1,2024-07-26,2026-03-24
USER_003586,COURSE_00097,产品设计,126.47,64.19,0,2024-02-09,2026-04-12
USER_001629,COURSE_00111,职业技能,76.9,94.02,1,2024-10-06,2026-04-08
USER_000387,COURSE_00016,产品设计,71.05,74.01,1,2024-04-14,2026-03-31
USER_003422,COURSE_00023,商业管理,86.17,96.19,1,2024-12-05,2026-03-25
USER_004009,COURSE_00135,数据科学,147.01,70.41,0,2024-05-29,2026-04-16
USER_004094,COURSE_00026,职业技能,96.2,80.81,1,2024-08-23,2026-03-18
USER_004364,COURSE_00096,数据科学,148.22,77.33,1,2024-01-28,2026-03-21
USER_002467,COURSE_00012,市场营销,10.03,72.53,0,2024-10-26,2026-03-25
USER_002283,COURSE_00072,数据科学,147.42,83.32,0,2024-06-19,2026-04-11
USER_001857,COURSE_00133,人工智能,131.45,100.0,0,2024-01-12,2026-03-23
USER_001999,COURSE_00106,人工智能,154.96,,1,2024-09-10,2026-04-11
USER_001237,COURSE_00117,语言学习,9.71,98.94,1,2024-08-04,2026-03-23
USER_004670,COURSE_00197,人工智能,60.68,74.92,1,2024-03-09,2026-04-12
USER_004145,COURSE_00177,人工智能,61.07,82.3,1,2024-01-17,2026-03-19
USER_001151,COURSE_00026,市场营销,88.77,83.7,0,2024-05-16,2026-04-12
USER_004319,COURSE_00133,产品设计,152.35,87.58,0,2024-09-02,2026-03-18
USER_001432,COURSE_00022,人工智能,135.85,77.91,0,2024-02-21,2026-04-08
USER_001820,COURSE_00013,职业技能,88.77,64.02,1,2024-03-29,2026-03-26
USER_002325,COURSE_00156,语言学习,75.36,83.72,1,2024-09-07,2026-04-12
USER_001131,COURSE_00161,数据科学,197.22,66.82,1,2024-12-20,2026-04-08
USER_002659,COURSE_00107,人工智能,126.19,64.79,0,2024-03-28,2026-04-08
USER_003501,COURSE_00023,语言学习,75.28,68.01,1,2024-10-15,2026-04-07
USER_000375,COURSE_00097,市场营销,17.59,65.52,0,2024-05-04,2026-04-06
USER_002121,COURSE_00018,商业管理,106.29,88.32,0,2024-06-29,2026-03-25
USER_004021,COURSE_00117,商业管理,38.79,67.49,0,2024-04-05,2026-03-24
USER_002022,COURSE_00030,商业管理,79.79,53.26,0,2024-09-07,2026-04-14
USER_003706,COURSE_00026,数据科学,85.74,60.58,0,2024-11-23,2026-03-26
USER_003260,COURSE_00144,语言学习,71.17,61.09,0,2024-03-11,2026-04-16
USER_003436,COURSE_00039,人工智能,236.31,85.82,1,2024-09-06,2026-03-18
USER_001890,COURSE_00161,产品设计,58.41,67.72,0,2024-01-04,2026-04-02
USER_001824,COURSE_00154,数据科学,115.95,46.64,1,2024-02-05,2026-03-22
USER_001475,COURSE_00176,数据科学,123.56,150.0,1,2024-11-10,2026-03-18
USER_002243,COURSE_00193,商业管理,56.78,93.46,1,2024-02-01,2026-03-25
USER_003244,COURSE_00166,产品设计,81.45,50.02,0,2024-04-10,2026-04-16
USER_003135,COURSE_00130,商业管理,72.03,69.81,0,2024-04-12,2026-03-31
USER_002071,COURSE_00113,数据科学,114.29,90.35,0,2024-12-28,2026-04-16
USER_000360,COURSE_00134,人工智能,166.85,90.58,0,2024-08-16,2026-04-14
USER_002042,COURSE_00046,商业管理,109.31,100.0,1,2024-12-18,2026-04-14
USER_001142,COURSE_00050,商业管理,108.76,80.93,1,2024-03-23,2026-04-13
USER_001636,COURSE_00166,职业技能,20.22,88.92,1,2024-02-18,2026-04-02
USER_004001,COURSE_00106,商业管理,78.05,79.41,1,2024-10-14,2026-04-12
USER_001944,COURSE_00146,数据科学,166.19,86.34,1,2024-12-03,2026-03-25
USER_004775,COURSE_00155,人工智能,143.22,70.28,1,2024-01-08,2026-03-29
USER_003362,COURSE_00169,产品设计,102.41,100.0,0,2024-01-25,2026-03-27
USER_002981,COURSE_00072,编程开发,188.66,61.19,1,2024-12-08,2026-03-21
USER_000007,COURSE_00074,产品设计,113.98,78.16,0,2024-06-06,2026-04-04
USER_003268,COURSE_00017,人工智能,153.35,77.42,0,2024-05-10,2026-03-22
USER_001592,COURSE_00190,市场营销,94.13,74.76,1,2024-07-30,2026-04-11
USER_004929,COURSE_00157,商业管理,115.06,99.91,1,2024-10-26,2026-03-25
USER_003265,COURSE_00186,产品设计,138.46,100.0,0,2024-11-20,2026-04-05
USER_002607,COURSE_00070,市场营销,80.42,96.81,0,2024-11-11,2026-04-04
USER_003220,COURSE_00150,市场营销,97.25,74.93,1,2024-02-06,2026-04-16
USER_003274,COURSE_00006,人工智能,116.72,100.0,0,2024-01-22,2026-04-08
USER_000914,COURSE_00026,人工智能,113.36,78.3,0,2024-08-24,2026-04-11
USER_002012,COURSE_00167,职业技能,71.02,73.85,0,2024-07-03,2026-04-14
USER_001443,COURSE_00140,商业管理,86.26,79.01,0,2024-09-29,2026-04-02
USER_003055,COURSE_00099,编程开发,74.5,71.51,1,2024-01-05,2026-03-28
USER_003547,COURSE_00142,语言学习,32.84,92.37,1,2024-07-05,2026-04-12
USER_004222,COURSE_00022,数据科学,148.59,47.13,1,2024-08-20,2026-04-13
USER_004913,COURSE_00051,产品设计,54.83,53.77,0,2024-07-02,2026-03-28
USER_002929,COURSE_00151,人工智能,171.28,66.79,0,2024-05-10,2026-03-19
USER_001830,COURSE_00176,产品设计,94.15,85.47,1,2024-04-18,2026-04-10
USER_000576,COURSE_00199,语言学习,85.87,92.54,1,2024-07-07,2026-03-20
USER_000930,COURSE_00104,语言学习,68.78,55.01,0,2024-07-14,2026-04-07
USER_003760,COURSE_00178,商业管理,67.22,80.17,1,2024-07-17,2026-03-26
USER_003700,COURSE_00089,市场营销,,82.14,1,2024-01-12,2026-04-02
USER_001464,COURSE_00141,商业管理,67.03,68.35,0,2024-01-26,2026-04-03
USER_003276,COURSE_00138,数据科学,157.75,70.74,1,2024-01-30,2026-04-04
USER_004929,COURSE_00183,编程开发,124.72,70.9,1,2024-03-26,2026-03-21
USER_001055,COURSE_00009,产品设计,137.98,87.69,1,2024-09-28,2026-04-12
USER_001901,COURSE_00079,数据科学,145.35,67.61,0,2024-12-05,2026-03-19
USER_001458,COURSE_00052,职业技能,29.92,82.49,1,2024-06-11,2026-04-13
USER_001400,COURSE_00130,编程开发,43.32,52.79,0,2024-02-19,2026-03-27
USER_003416,COURSE_00153,产品设计,74.06,94.75,1,2024-11-25,2026-04-06
USER_000443,COURSE_00013,数据科学,114.49,63.26,1,2024-03-20,2026-04-08
USER_003651,COURSE_00051,人工智能,104.45,80.12,1,2024-05-21,2026-04-02
USER_004653,COURSE_00186,产品设计,163.76,89.35,1,2024-06-22,2026-04-05
USER_001179,COURSE_00034,数据科学,68.28,59.74,0,2024-04-28,2026-04-08
USER_004459,COURSE_00035,语言学习,35.43,80.39,1,2024-01-29,2026-03-29
USER_001258,COURSE_00131,编程开发,121.44,100.0,1,2024-03-08,2026-04-14
USER_003635,COURSE_00120,数据科学,117.97,80.3,1,2024-06-02,2026-04-06
USER_001842,COURSE_00187,人工智能,117.93,73.29,1,2024-02-21,2026-03-29
USER_002310,COURSE_00070,商业管理,118.33,88.16,1,2024-08-06,2026-04-03
USER_000911,COURSE_00176,产品设计,74.58,94.23,1,2024-04-08,2026-03-27
USER_004341,COURSE_00192,职业技能,71.2,91.31,1,2024-03-22,2026-03-18
USER_004638,COURSE_00147,产品设计,87.07,63.04,0,2024-06-26,2026-03-30
USER_004010,COURSE_00067,产品设计,115.66,100.0,1,2024-08-18,2026-04-16
USER_002170,COURSE_00103,人工智能,165.09,80.31,1,2024-04-03,2026-03-19
USER_002173,COURSE_00073,编程开发,103.75,77.8,1,2024-12-21,2026-03-21
USER_000124,COURSE_00116,产品设计,52.1,73.48,0,2024-11-28,2026-04-10
USER_003159,COURSE_00133,编程开发,67.44,63.39,0,2024-04-13,2026-04-05
USER_000786,COURSE_00067,数据科学,176.99,63.16,1,2024-12-08,2026-03-31
USER_002417,COURSE_00139,语言学习,49.42,92.39,0,2024-05-02,2026-03-31
USER_000797,COURSE_00121,职业技能,100.68,100.0,1,2024-02-16,2026-04-04
USER_004173,COURSE_00094,语言学习,70.99,87.92,1,2024-09-01,2026-04-09
USER_004155,COURSE_00196,编程开发,88.31,68.82,1,2024-06-06,2026-03-18
USER_001937,COURSE_00197,编程开发,182.51,82.17,0,2024-06-23,2026-04-05
USER_002157,COURSE_00129,语言学习,29.49,72.89,1,2024-08-26,2026-04-16
USER_003808,COURSE_00091,产品设计,44.87,84.41,0,2024-02-07,2026-03-31
USER_001302,COURSE_00092,市场营销,76.24,77.37,1,2024-05-09,2026-03-27
USER_004164,COURSE_00063,市场营销,86.86,99.91,0,2024-12-06,2026-03-21
USER_003141,COURSE_00029,人工智能,160.71,69.85,1,2024-11-17,2026-04-12
USER_003237,COURSE_00012,职业技能,55.62,100.0,1,2024-06-21,2026-03-26
USER_002353,COURSE_00077,商业管理,84.19,74.0,1,2024-12-23,2026-03-20
USER_001933,COURSE_00041,语言学习,66.65,96.89,1,2024-12-16,2026-03-25
USER_002722,COURSE_00130,语言学习,74.16,89.12,0,2024-08-21,2026-03-21
USER_000365,COURSE_00037,人工智能,42.13,60.05,1,2024-06-23,2026-04-07
USER_004917,COURSE_00173,职业技能,73.24,68.97,1,2024-04-27,2026-04-08
USER_002391,COURSE_00176,市场营销,50.37,62.06,1,2024-09-03,2026-03-23
USER_000947,COURSE_00024,数据科学,110.3,94.46,1,2024-07-02,2026-03-19
USER_001378,COURSE_00099,产品设计,90.56,84.09,1,2024-03-14,2026-04-04
USER_001440,COURSE_00150,产品设计,114.32,71.47,1,2024-12-09,2026-04-14
USER_003181,COURSE_00100,数据科学,122.42,74.36,0,2024-09-20,2026-03-23
USER_004858,COURSE_00139,数据科学,98.37,73.92,1,2024-09-23,2026-04-11
USER_000341,COURSE_00058,职业技能,84.44,79.75,1,2024-05-21,2026-03-29
USER_002990,COURSE_00174,市场营销,60.71,84.47,0,2024-03-11,2026-03-27
USER_000383,COURSE_00029,人工智能,176.91,90.62,1,2024-05-09,2026-03-20
USER_001557,COURSE_00163,数据科学,198.72,57.09,1,2024-04-06,2026-04-02
USER_000300,COURSE_00143,人工智能,116.66,62.97,0,2024-05-11,2026-04-15
USER_000139,COURSE_00060,职业技能,84.42,88.16,1,2024-11-08,2026-03-30
USER_000359,COURSE_00095,商业管理,67.61,92.45,1,2024-11-21,2026-03-31
USER_004932,COURSE_00042,编程开发,158.48,70.85,1,2024-10-06,2026-03-29
USER_001523,COURSE_00043,产品设计,108.32,80.69,1,2024-02-05,2026-03-20
USER_003457,COURSE_00074,市场营销,52.48,80.9,1,2024-06-02,2026-04-09
USER_001628,COURSE_00177,产品设计,71.72,83.35,1,2024-01-04,2026-04-11
USER_001304,COURSE_00192,市场营销,57.83,93.14,1,2024-12-07,2026-04-14
USER_001135,COURSE_00160,职业技能,5.0,93.67,1,2024-07-21,2026-04-07
USER_002187,COURSE_00064,编程开发,192.91,63.98,0,2024-08-14,2026-03-27
USER_003171,COURSE_00002,产品设计,63.88,69.77,1,2024-10-25,2026-04-16
USER_003836,COURSE_00152,编程开发,60.98,62.6,0,2024-04-22,2026-03-28
USER_002152,COURSE_00066,职业技能,84.76,88.74,1,2024-09-11,2026-04-07
USER_001238,COURSE_00166,市场营销,105.57,83.96,1,2024-09-23,2026-04-01
USER_003736,COURSE_00031,数据科学,128.21,69.14,1,2024-11-03,2026-04-08
USER_002835,COURSE_00115,商业管理,69.68,83.14,1,2024-01-25,2026-04-09
USER_004261,COURSE_00026,产品设计,69.6,87.55,0,2024-07-21,2026-03-29
USER_000999,COURSE_00029,编程开发,116.13,68.57,0,2024-03-17,2026-04-11
USER_002568,COURSE_00195,语言学习,39.55,100.0,0,2024-07-13,2026-04-03
USER_001308,COURSE_00078,产品设计,39.05,75.67,1,2024-01-27,2026-03-21
USER_000657,COURSE_00025,产品设计,92.89,100.0,0,2024-07-21,2026-04-08
USER_002661,COURSE_00048,产品设计,108.14,59.3,1,2024-03-07,2026-04-01
USER_002212,COURSE_00065,人工智能,56.17,95.55,0,2024-11-21,2026-03-21
USER_001910,COURSE_00181,编程开发,172.8,85.85,1,2024-04-03,2026-03-19
USER_003731,COURSE_00067,编程开发,92.75,65.22,1,2024-12-04,2026-04-03
USER_002047,COURSE_00090,产品设计,43.04,92.98,0,2024-02-27,2026-04-06
USER_003163,COURSE_00146,职业技能,31.75,89.82,0,2024-11-09,2026-04-04
USER_001141,COURSE_00137,职业技能,55.9,89.68,1,2024-05-10,2026-04-05
USER_000267,COURSE_00038,数据科学,100.82,78.85,0,2024-06-22,2026-04-01
USER_001846,COURSE_00087,产品设计,118.62,77.34,1,2024-03-12,2026-03-25
USER_001709,COURSE_00149,人工智能,132.58,90.8,1,2024-01-26,2026-03-24
USER_003631,COURSE_00065,市场营销,48.7,76.35,1,2024-07-12,2026-04-13
USER_003212,COURSE_00149,人工智能,154.67,45.71,0,2024-03-09,2026-04-08
USER_002294,COURSE_00027,职业技能,63.11,82.24,1,2024-04-05,2026-03-21
USER_003733,COURSE_00106,数据科学,168.69,71.81,0,2024-01-14,2026-03-18
USER_003830,COURSE_00123,职业技能,39.61,73.75,1,2024-08-29,2026-04-10
USER_001511,COURSE_00198,职业技能,6.1,88.99,0,2024-04-28,2026-03-24
USER_000476,COURSE_00044,职业技能,54.82,74.34,0,2024-01-17,2026-04-06
USER_000977,COURSE_00100,产品设计,115.4,87.32,1,2024-10-31,2026-04-11
USER_001208,COURSE_00028,职业技能,45.37,100.0,1,2024-08-02,2026-04-12
USER_001961,COURSE_00173,编程开发,195.1,63.47,1,2024-02-20,2026-03-27
USER_000558,COURSE_00017,商业管理,84.01,100.0,1,2024-03-16,2026-03-26
USER_000883,COURSE_00127,语言学习,40.86,86.63,1,2024-08-14,2026-03-20
USER_002195,COURSE_00123,产品设计,101.36,89.45,1,2024-12-10,2026-04-10
USER_004762,COURSE_00168,数据科学,196.66,94.79,1,2024-09-06,2026-03-30
USER_002668,COURSE_00131,编程开发,113.92,80.08,0,2024-08-31,2026-03-21
USER_004960,COURSE_00076,人工智能,159.05,77.24,1,2024-11-19,2026-04-02
USER_004678,COURSE_00194,职业技能,41.9,85.15,1,2024-03-08,2026-04-01
USER_004791,COURSE_00046,市场营销,71.16,83.42,0,2024-11-02,2026-04-05
USER_001611,COURSE_00158,市场营销,62.43,72.29,1,2024-07-24,2026-03-29
USER_003489,COURSE_00069,商业管理,94.76,78.69,1,2024-08-15,2026-04-05
USER_002455,COURSE_00137,产品设计,69.47,99.03,0,2024-06-11,2026-03-22
USER_004495,COURSE_00085,人工智能,110.61,89.18,1,2024-02-11,2026-04-12
USER_001947,COURSE_00011,商业管理,111.0,84.46,1,2024-01-01,2026-04-15
USER_004811,COURSE_00069,语言学习,53.99,96.97,1,2024-11-17,2026-03-18
USER_004800,COURSE_00099,语言学习,65.24,100.0,1,2024-06-10,2026-03-28
USER_002809,COURSE_00091,商业管理,54.56,79.01,1,2024-06-08,2026-03-24
USER_003826,COURSE_00194,数据科学,70.51,72.73,1,2024-10-14,2026-03-19
USER_003537,COURSE_00159,市场营销,63.48,74.35,1,2024-03-31,2026-04-03
USER_003803,COURSE_00161,人工智能,58.67,48.88,1,2024-01-01,2026-04-04
USER_004178,COURSE_00167,产品设计,60.7,53.0,0,2024-12-03,2026-03-28
USER_004700,COURSE_00094,职业技能,69.63,89.13,1,2024-02-23,2026-04-04
USER_001971,COURSE_00174,编程开发,202.53,70.82,0,2024-05-06,2026-03-18
USER_003823,COURSE_00165,产品设计,117.36,84.73,1,2024-07-08,2026-04-07
USER_002820,COURSE_00115,产品设计,85.65,78.47,1,2024-07-16,2026-03-20
USER_000903,COURSE_00188,人工智能,114.99,100.0,1,2024-03-30,2026-03-24
USER_000365,COURSE_00031,市场营销,21.32,66.86,0,2024-04-24,2026-03-18
USER_004259,COURSE_00011,人工智能,122.23,86.01,0,2024-01-09,2026-04-06
USER_003120,COURSE_00087,编程开发,85.26,78.11,1,2024-11-06,2026-03-22
USER_002559,COURSE_00121,商业管理,87.41,76.9,1,2024-10-11,2026-03-18
USER_001864,COURSE_00130,人工智能,77.36,89.29,0,2024-08-23,2026-03-27
USER_000116,COURSE_00105,数据科学,143.61,97.12,1,2024-07-05,2026-03-26
USER_002385,COURSE_00027,产品设计,83.82,95.54,1,2024-08-19,2026-04-07
USER_004977,COURSE_00002,市场营销,73.62,62.58,1,2024-04-18,2026-04-10
USER_003936,COURSE_00103,职业技能,79.07,92.91,1,2024-02-25,2026-04-14
USER_004936,COURSE_00101,语言学习,16.08,100.0,1,2024-12-04,2026-03-23
USER_002491,COURSE_00021,编程开发,136.35,71.56,1,2024-07-27,2026-04-08
USER_000943,COURSE_00058,语言学习,51.18,100.0,0,2024-07-27,2026-04-04
USER_001725,COURSE_00133,产品设计,82.99,88.47,1,2024-04-27,2026-04-08
