订单ID,用户ID,下单时间,商品类别,商品数量,订单金额,用户评分,是否会员,年份,月份,日期,星期,小时
ORD_000461,USER_0347,2024-01-09 13:38:00,运动户外,3,4728.01,2.0,否,2024,1,2024-01-09,1,13
ORD_000462,USER_0023,2024-04-26 12:12:00,电子产品,4,4728.01,5.0,否,2024,4,2024-04-26,4,12
ORD_000463,USER_0113,2024-04-27 16:36:00,美妆护肤,2,148.57,3.0,是,2024,4,2024-04-27,5,16
ORD_000464,USER_0158,2024-02-27 15:12:00,食品饮料,1,143.29,4.0,是,2024,2,2024-02-27,1,15
ORD_000465,USER_0337,2024-01-15 11:38:00,电子产品,4,3517.99,5.0,是,2024,1,2024-01-15,0,11
ORD_000466,USER_0210,2024-01-04 10:14:00,食品饮料,4,85.79,5.0,否,2024,1,2024-01-04,3,10
ORD_000467,USER_0165,2024-03-16 15:51:00,家居用品,2,603.16,3.0,否,2024,3,2024-03-16,5,15
ORD_000468,USER_0214,2024-03-16 12:34:00,运动户外,2,1684.82,3.0,否,2024,3,2024-03-16,5,12
ORD_000469,USER_0073,2024-02-11 19:38:00,运动户外,4,4728.01,3.0,否,2024,2,2024-02-11,6,19
ORD_000470,USER_0355,2024-03-11 21:34:00,图书文具,2,76.76,5.0,否,2024,3,2024-03-11,0,21
ORD_000471,USER_0355,2024-01-21 22:32:00,图书文具,2,141.81,4.0,否,2024,1,2024-01-21,6,22
ORD_000472,USER_0194,2024-04-02 14:41:00,食品饮料,3,395.83,5.0,是,2024,4,2024-04-02,1,14
ORD_000473,USER_0290,2024-02-25 15:38:00,家居用品,1,154.11,4.0,否,2024,2,2024-02-25,6,15
ORD_000474,USER_0230,2024-04-05 18:03:00,服装鞋帽,2,1001.42,5.0,是,2024,4,2024-04-05,4,18
ORD_000475,USER_0290,2024-01-19 20:48:00,图书文具,2,289.17,5.0,否,2024,1,2024-01-19,4,20
ORD_000476,USER_0086,2024-03-14 18:38:00,运动户外,2,1878.22,5.0,是,2024,3,2024-03-14,3,18
ORD_000477,USER_0124,2024-01-23 12:11:00,食品饮料,1,176.05,4.0,是,2024,1,2024-01-23,1,12
ORD_000478,USER_0329,2024-02-03 09:14:00,食品饮料,3,313.18,5.0,是,2024,2,2024-02-03,5,9
ORD_000479,USER_0203,2024-01-16 22:40:00,运动户外,2,1032.86,4.0,否,2024,1,2024-01-16,1,22
ORD_000480,USER_0299,2024-04-19 13:26:00,电子产品,1,2789.5,5.0,否,2024,4,2024-04-19,4,13
ORD_000481,USER_0007,2024-02-04 19:52:00,电子产品,3,1418.73,4.0,否,2024,2,2024-02-04,6,19
ORD_000482,USER_0317,2024-04-19 21:29:00,电子产品,4,4728.01,3.0,是,2024,4,2024-04-19,4,21
ORD_000483,USER_0275,2024-03-03 11:12:00,家居用品,4,231.09,5.0,否,2024,3,2024-03-03,6,11
ORD_000484,USER_0051,2024-02-21 10:10:00,电子产品,3,326.15,5.0,是,2024,2,2024-02-21,2,10
ORD_000485,USER_0025,2024-01-11 14:47:00,食品饮料,2,202.8,4.0,否,2024,1,2024-01-11,3,14
ORD_000486,USER_0150,2024-03-25 22:08:00,电子产品,1,627.68,3.0,否,2024,3,2024-03-25,0,22
ORD_000487,USER_0098,2024-03-01 16:47:00,家居用品,1,440.85,4.0,是,2024,3,2024-03-01,4,16
ORD_000488,USER_0103,2024-02-24 19:20:00,电子产品,1,1915.5,5.0,否,2024,2,2024-02-24,5,19
ORD_000489,USER_0010,2024-04-05 09:34:00,图书文具,2,154.22,3.0,否,2024,4,2024-04-05,4,9
ORD_000490,USER_0074,2024-03-04 09:30:00,美妆护肤,4,301.28,4.0,否,2024,3,2024-03-04,0,9
ORD_000491,USER_0305,2024-03-09 22:09:00,电子产品,2,4728.01,3.0,否,2024,3,2024-03-09,5,22
ORD_000492,USER_0295,2024-03-03 18:08:00,服装鞋帽,1,210.04,5.0,否,2024,3,2024-03-03,6,18
ORD_000493,USER_0237,2024-03-09 19:00:00,电子产品,1,4600.67,5.0,是,2024,3,2024-03-09,5,19
ORD_000494,USER_0356,2024-02-12 20:29:00,家居用品,3,517.3,4.0,否,2024,2,2024-02-12,0,20
ORD_000495,USER_0334,2024-04-12 18:51:00,食品饮料,3,235.22,5.0,是,2024,4,2024-04-12,4,18
ORD_000496,USER_0232,2024-03-18 09:01:00,服装鞋帽,2,1215.47,4.0,否,2024,3,2024-03-18,0,9
ORD_000497,USER_0315,2024-01-21 22:03:00,运动户外,2,2702.41,3.0,是,2024,1,2024-01-21,6,22
ORD_000498,USER_0071,2024-04-06 20:00:00,服装鞋帽,3,1904.97,5.0,否,2024,4,2024-04-06,5,20
ORD_000499,USER_0020,2024-01-23 22:22:00,服装鞋帽,2,1496.96,5.0,否,2024,1,2024-01-23,1,22
ORD_000500,USER_0357,2024-01-22 16:13:00,电子产品,1,4728.01,5.0,否,2024,1,2024-01-22,0,16
ORD_000501,USER_0195,2024-01-10 20:33:00,电子产品,4,4728.01,4.0,否,2024,1,2024-01-10,2,20
ORD_000502,USER_0320,2024-03-27 10:05:00,服装鞋帽,1,515.23,2.0,否,2024,3,2024-03-27,2,10
ORD_000503,USER_0032,2024-01-12 22:57:00,服装鞋帽,2,274.47,5.0,是,2024,1,2024-01-12,4,22
ORD_000504,USER_0197,2024-03-18 12:40:00,电子产品,4,4728.01,5.0,否,2024,3,2024-03-18,0,12
ORD_000505,USER_0350,2024-03-04 13:59:00,服装鞋帽,1,129.36,5.0,是,2024,3,2024-03-04,0,13
ORD_000506,USER_0035,2024-02-28 22:33:00,电子产品,2,4728.01,5.0,是,2024,2,2024-02-28,2,22
ORD_000507,USER_0160,2024-02-25 16:27:00,电子产品,1,2004.65,3.0,是,2024,2,2024-02-25,6,16
ORD_000508,USER_0351,2024-04-23 21:52:00,美妆护肤,1,68.0,5.0,否,2024,4,2024-04-23,1,21
ORD_000509,USER_0231,2024-04-04 13:11:00,运动户外,4,2232.21,1.0,否,2024,4,2024-04-04,3,13
ORD_000510,USER_0096,2024-04-17 17:02:00,图书文具,4,279.85,5.0,否,2024,4,2024-04-17,2,17
ORD_000511,USER_0248,2024-04-26 22:42:00,运动户外,1,1025.46,4.0,是,2024,4,2024-04-26,4,22
ORD_000512,USER_0142,2024-02-11 21:37:00,图书文具,2,143.96,2.0,否,2024,2,2024-02-11,6,21
ORD_000513,USER_0075,2024-04-12 22:05:00,运动户外,1,1282.92,4.0,否,2024,4,2024-04-12,4,22
ORD_000514,USER_0023,2024-01-26 14:09:00,食品饮料,4,724.0,3.0,是,2024,1,2024-01-26,4,14
ORD_000515,USER_0209,2024-01-07 09:16:00,服装鞋帽,1,196.47,2.0,否,2024,1,2024-01-07,6,9
ORD_000516,USER_0265,2024-04-12 12:26:00,食品饮料,1,11.23,4.0,是,2024,4,2024-04-12,4,12
ORD_000517,USER_0186,2024-03-23 17:20:00,家居用品,1,281.0,5.0,否,2024,3,2024-03-23,5,17
ORD_000518,USER_0330,2024-04-24 19:36:00,运动户外,3,4728.01,5.0,否,2024,4,2024-04-24,2,19
ORD_000519,USER_0300,2024-01-02 20:43:00,服装鞋帽,1,417.69,5.0,否,2024,1,2024-01-02,1,20
ORD_000520,USER_0238,2024-02-17 14:42:00,图书文具,3,416.16,4.0,是,2024,2,2024-02-17,5,14
ORD_000521,USER_0139,2024-03-03 18:25:00,图书文具,1,58.35,5.0,否,2024,3,2024-03-03,6,18
ORD_000522,USER_0275,2024-03-29 18:17:00,电子产品,2,1959.03,5.0,否,2024,3,2024-03-29,4,18
ORD_000523,USER_0073,2024-04-16 22:57:00,家居用品,2,98.81,2.0,是,2024,4,2024-04-16,1,22
ORD_000524,USER_0309,2024-03-16 12:31:00,电子产品,1,2143.51,4.0,否,2024,3,2024-03-16,5,12
ORD_000525,USER_0130,2024-03-13 10:08:00,电子产品,3,4728.01,5.0,否,2024,3,2024-03-13,2,10
ORD_000526,USER_0186,2024-01-25 15:16:00,服装鞋帽,3,1338.98,4.0,否,2024,1,2024-01-25,3,15
ORD_000527,USER_0256,2024-01-19 16:42:00,家居用品,2,528.65,5.0,是,2024,1,2024-01-19,4,16
ORD_000528,USER_0300,2024-03-19 11:29:00,食品饮料,2,338.56,4.0,是,2024,3,2024-03-19,1,11
ORD_000529,USER_0244,2024-01-18 10:26:00,家居用品,4,825.79,4.0,否,2024,1,2024-01-18,3,10
ORD_000530,USER_0275,2024-04-04 20:09:00,电子产品,4,4728.01,4.0,否,2024,4,2024-04-04,3,20
ORD_000531,USER_0223,2024-03-01 10:00:00,电子产品,4,4728.01,4.0,是,2024,3,2024-03-01,4,10
ORD_000532,USER_0026,2024-03-14 21:36:00,电子产品,1,421.36,5.0,否,2024,3,2024-03-14,3,21
ORD_000533,USER_0286,2024-02-07 12:11:00,电子产品,2,4728.01,2.0,否,2024,2,2024-02-07,2,12
ORD_000534,USER_0012,2024-03-09 18:08:00,运动户外,2,3815.5,5.0,否,2024,3,2024-03-09,5,18
ORD_000535,USER_0354,2024-03-31 16:50:00,家居用品,2,114.03,4.0,否,2024,3,2024-03-31,6,16
ORD_000536,USER_0022,2024-02-23 20:17:00,食品饮料,2,168.91,5.0,否,2024,2,2024-02-23,4,20
ORD_000537,USER_0086,2024-03-31 11:19:00,食品饮料,2,201.65,3.0,否,2024,3,2024-03-31,6,11
ORD_000538,USER_0154,2024-02-06 21:24:00,家居用品,1,492.46,2.0,否,2024,2,2024-02-06,1,21
ORD_000539,USER_0032,2024-04-28 15:12:00,运动户外,4,417.87,4.0,否,2024,4,2024-04-28,6,15
ORD_000540,USER_0274,2024-01-11 10:14:00,服装鞋帽,3,555.4,3.0,否,2024,1,2024-01-11,3,10
ORD_000541,USER_0163,2024-03-10 20:53:00,家居用品,2,179.74,5.0,是,2024,3,2024-03-10,6,20
ORD_000542,USER_0127,2024-01-19 21:22:00,服装鞋帽,2,712.94,3.0,否,2024,1,2024-01-19,4,21
ORD_000543,USER_0020,2024-03-24 19:15:00,电子产品,1,499.26,5.0,是,2024,3,2024-03-24,6,19
ORD_000544,USER_0189,2024-02-15 11:14:00,电子产品,3,1760.76,4.0,否,2024,2,2024-02-15,3,11
ORD_000545,USER_0198,2024-04-17 12:37:00,服装鞋帽,4,1148.8,5.0,是,2024,4,2024-04-17,2,12
ORD_000546,USER_0109,2024-04-23 09:24:00,图书文具,1,123.22,4.0,否,2024,4,2024-04-23,1,9
ORD_000547,USER_0035,2024-01-26 16:46:00,食品饮料,3,347.42,3.0,否,2024,1,2024-01-26,4,16
ORD_000548,USER_0038,2024-04-24 19:35:00,运动户外,4,2409.68,2.0,否,2024,4,2024-04-24,2,19
ORD_000549,USER_0056,2024-03-05 09:50:00,食品饮料,2,188.14,4.0,是,2024,3,2024-03-05,1,9
ORD_000550,USER_0176,2024-02-01 19:49:00,美妆护肤,3,1158.45,4.0,否,2024,2,2024-02-01,3,19
ORD_000551,USER_0095,2024-01-21 10:16:00,运动户外,1,1137.05,5.0,是,2024,1,2024-01-21,6,10
ORD_000552,USER_0056,2024-02-21 12:37:00,服装鞋帽,3,2132.29,4.0,是,2024,2,2024-02-21,2,12
ORD_000553,USER_0003,2024-01-10 14:15:00,家居用品,3,1103.38,1.0,是,2024,1,2024-01-10,2,14
ORD_000554,USER_0027,2024-01-26 16:15:00,运动户外,1,439.53,5.0,否,2024,1,2024-01-26,4,16
ORD_000555,USER_0168,2024-01-13 15:59:00,美妆护肤,4,1171.34,4.0,是,2024,1,2024-01-13,5,15
ORD_000556,USER_0207,2024-01-19 15:28:00,服装鞋帽,1,930.02,5.0,是,2024,1,2024-01-19,4,15
ORD_000557,USER_0202,2024-03-11 20:03:00,服装鞋帽,2,260.29,4.0,否,2024,3,2024-03-11,0,20
ORD_000558,USER_0326,2024-02-19 22:26:00,服装鞋帽,3,572.08,3.0,否,2024,2,2024-02-19,0,22
ORD_000559,USER_0193,2024-03-01 21:01:00,电子产品,3,4385.08,3.0,否,2024,3,2024-03-01,4,21
ORD_000560,USER_0279,2024-03-18 11:36:00,美妆护肤,2,307.33,4.0,是,2024,3,2024-03-18,0,11
ORD_000561,USER_0227,2024-04-16 10:54:00,图书文具,1,57.4,4.0,是,2024,4,2024-04-16,1,10
ORD_000562,USER_0299,2024-01-07 13:30:00,运动户外,2,2498.51,3.0,否,2024,1,2024-01-07,6,13
ORD_000563,USER_0356,2024-04-25 16:28:00,家居用品,3,202.24,5.0,否,2024,4,2024-04-25,3,16
ORD_000564,USER_0251,2024-03-24 12:56:00,服装鞋帽,1,284.43,5.0,否,2024,3,2024-03-24,6,12
ORD_000565,USER_0306,2024-03-01 11:10:00,家居用品,4,1915.39,1.0,否,2024,3,2024-03-01,4,11
ORD_000566,USER_0196,2024-03-23 20:25:00,家居用品,4,773.46,5.0,否,2024,3,2024-03-23,5,20
ORD_000567,USER_0171,2024-03-27 17:45:00,食品饮料,1,177.1,3.0,否,2024,3,2024-03-27,2,17
ORD_000568,USER_0274,2024-04-28 09:33:00,美妆护肤,3,535.41,2.0,否,2024,4,2024-04-28,6,9
ORD_000569,USER_0104,2024-02-15 15:27:00,服装鞋帽,2,583.74,5.0,是,2024,2,2024-02-15,3,15
ORD_000570,USER_0216,2024-03-26 16:47:00,图书文具,2,38.52,4.0,是,2024,3,2024-03-26,1,16
ORD_000571,USER_0260,2024-01-16 13:04:00,图书文具,4,445.55,4.0,是,2024,1,2024-01-16,1,13
ORD_000572,USER_0093,2024-01-08 22:50:00,运动户外,3,4728.01,4.0,否,2024,1,2024-01-08,0,22
ORD_000573,USER_0234,2024-01-11 13:03:00,图书文具,4,344.99,4.0,是,2024,1,2024-01-11,3,13
ORD_000574,USER_0063,2024-02-04 16:10:00,运动户外,3,3650.87,4.0,否,2024,2,2024-02-04,6,16
ORD_000575,USER_0042,2024-01-15 18:30:00,运动户外,3,2959.97,2.0,是,2024,1,2024-01-15,0,18
ORD_000576,USER_0074,2024-04-11 15:33:00,食品饮料,4,757.05,4.0,否,2024,4,2024-04-11,3,15
ORD_000577,USER_0223,2024-02-27 15:51:00,电子产品,2,2095.8,5.0,否,2024,2,2024-02-27,1,15
ORD_000578,USER_0165,2024-01-24 22:06:00,家居用品,1,199.14,5.0,否,2024,1,2024-01-24,2,22
ORD_000579,USER_0035,2024-02-23 18:09:00,图书文具,3,278.78,5.0,否,2024,2,2024-02-23,4,18
ORD_000580,USER_0263,2024-03-05 12:31:00,家居用品,1,241.23,3.0,否,2024,3,2024-03-05,1,12
ORD_000581,USER_0260,2024-04-03 14:12:00,食品饮料,3,399.16,4.0,否,2024,4,2024-04-03,2,14
ORD_000582,USER_0031,2024-04-29 12:58:00,服装鞋帽,3,1729.66,3.0,否,2024,4,2024-04-29,0,12
ORD_000583,USER_0254,2024-03-15 17:39:00,服装鞋帽,3,1728.35,5.0,是,2024,3,2024-03-15,4,17
ORD_000584,USER_0042,2024-01-01 12:41:00,服装鞋帽,1,102.4,4.0,是,2024,1,2024-01-01,0,12
ORD_000585,USER_0094,2024-03-14 09:10:00,美妆护肤,1,321.52,5.0,是,2024,3,2024-03-14,3,9
ORD_000586,USER_0051,2024-01-25 13:53:00,家居用品,2,403.14,4.0,是,2024,1,2024-01-25,3,13
ORD_000587,USER_0217,2024-01-24 11:09:00,食品饮料,4,665.91,5.0,是,2024,1,2024-01-24,2,11
ORD_000588,USER_0125,2024-01-12 14:39:00,电子产品,4,4728.01,5.0,否,2024,1,2024-01-12,4,14
ORD_000589,USER_0139,2024-01-07 09:01:00,电子产品,1,3258.68,5.0,否,2024,1,2024-01-07,6,9
ORD_000590,USER_0260,2024-03-27 19:40:00,家居用品,4,288.63,4.0,否,2024,3,2024-03-27,2,19
ORD_000591,USER_0280,2024-01-18 20:13:00,电子产品,1,2656.04,5.0,是,2024,1,2024-01-18,3,20
ORD_000592,USER_0042,2024-01-22 13:34:00,食品饮料,1,174.56,3.0,否,2024,1,2024-01-22,0,13
ORD_000593,USER_0355,2024-02-17 14:25:00,食品饮料,2,180.31,4.0,是,2024,2,2024-02-17,5,14
ORD_000594,USER_0125,2024-04-10 18:49:00,电子产品,2,4728.01,4.0,是,2024,4,2024-04-10,2,18
ORD_000595,USER_0298,2024-01-18 22:22:00,服装鞋帽,4,2920.02,1.0,是,2024,1,2024-01-18,3,22
ORD_000596,USER_0293,2024-02-15 17:58:00,服装鞋帽,3,1691.2,4.0,是,2024,2,2024-02-15,3,17
ORD_000597,USER_0134,2024-04-10 17:23:00,美妆护肤,1,409.7,5.0,是,2024,4,2024-04-10,2,17
ORD_000598,USER_0237,2024-02-28 22:37:00,家居用品,1,340.65,5.0,否,2024,2,2024-02-28,2,22
ORD_000599,USER_0037,2024-03-31 12:02:00,图书文具,2,33.05,5.0,否,2024,3,2024-03-31,6,12
ORD_000600,USER_0348,2024-02-09 12:13:00,电子产品,1,1150.13,3.0,是,2024,2,2024-02-09,4,12
ORD_000601,USER_0185,2024-01-15 20:57:00,图书文具,3,324.38,4.0,否,2024,1,2024-01-15,0,20
ORD_000602,USER_0319,2024-03-31 18:58:00,美妆护肤,1,527.06,4.0,是,2024,3,2024-03-31,6,18
ORD_000603,USER_0230,2024-02-22 18:02:00,服装鞋帽,3,163.79,4.0,是,2024,2,2024-02-22,3,18
ORD_000604,USER_0020,2024-02-02 18:01:00,电子产品,1,1383.25,5.0,否,2024,2,2024-02-02,4,18
ORD_000605,USER_0070,2024-01-06 21:11:00,图书文具,2,41.34,5.0,是,2024,1,2024-01-06,5,21
ORD_000606,USER_0217,2024-04-16 12:41:00,家居用品,1,111.65,5.0,是,2024,4,2024-04-16,1,12
ORD_000607,USER_0324,2024-04-13 19:12:00,电子产品,1,3202.53,3.0,否,2024,4,2024-04-13,5,19
ORD_000608,USER_0116,2024-04-02 11:44:00,运动户外,4,1517.87,5.0,否,2024,4,2024-04-02,1,11
ORD_000609,USER_0052,2024-02-01 15:44:00,家居用品,4,179.57,4.0,是,2024,2,2024-02-01,3,15
ORD_000610,USER_0202,2024-04-10 16:11:00,食品饮料,2,69.92,2.0,否,2024,4,2024-04-10,2,16
ORD_000611,USER_0320,2024-02-28 17:58:00,美妆护肤,3,1754.76,5.0,是,2024,2,2024-02-28,2,17
ORD_000612,USER_0122,2024-03-08 13:06:00,服装鞋帽,3,1339.64,2.0,否,2024,3,2024-03-08,4,13
ORD_000613,USER_0267,2024-01-06 11:59:00,食品饮料,1,126.7,3.0,否,2024,1,2024-01-06,5,11
ORD_000614,USER_0047,2024-04-13 17:35:00,服装鞋帽,3,633.83,1.0,是,2024,4,2024-04-13,5,17
ORD_000615,USER_0008,2024-03-30 14:33:00,服装鞋帽,2,1491.31,1.0,否,2024,3,2024-03-30,5,14
ORD_000616,USER_0074,2024-01-13 16:18:00,食品饮料,4,47.6,2.0,是,2024,1,2024-01-13,5,16
ORD_000617,USER_0335,2024-04-11 10:12:00,图书文具,3,153.8,5.0,是,2024,4,2024-04-11,3,10
ORD_000618,USER_0080,2024-04-18 18:54:00,服装鞋帽,3,1020.06,4.0,否,2024,4,2024-04-18,3,18
ORD_000619,USER_0310,2024-01-27 17:56:00,食品饮料,2,277.24,5.0,是,2024,1,2024-01-27,5,17
ORD_000620,USER_0273,2024-03-04 10:12:00,服装鞋帽,1,543.42,1.0,是,2024,3,2024-03-04,0,10
ORD_000621,USER_0246,2024-02-06 12:14:00,食品饮料,4,526.91,4.0,否,2024,2,2024-02-06,1,12
ORD_000622,USER_0087,2024-03-03 19:56:00,电子产品,2,3947.74,4.0,是,2024,3,2024-03-03,6,19
ORD_000623,USER_0358,2024-03-11 21:39:00,食品饮料,1,153.7,4.0,否,2024,3,2024-03-11,0,21
ORD_000624,USER_0003,2024-03-31 10:32:00,电子产品,1,4374.11,4.0,否,2024,3,2024-03-31,6,10
ORD_000625,USER_0252,2024-01-26 10:42:00,服装鞋帽,3,1013.5,4.0,否,2024,1,2024-01-26,4,10
ORD_000626,USER_0057,2024-04-05 21:59:00,电子产品,1,1340.84,5.0,是,2024,4,2024-04-05,4,21
ORD_000627,USER_0265,2024-04-03 12:49:00,运动户外,2,3579.07,4.0,是,2024,4,2024-04-03,2,12
ORD_000628,USER_0038,2024-04-19 14:09:00,服装鞋帽,2,373.45,4.0,否,2024,4,2024-04-19,4,14
ORD_000629,USER_0262,2024-03-01 21:01:00,美妆护肤,4,851.82,5.0,否,2024,3,2024-03-01,4,21
ORD_000630,USER_0117,2024-01-30 10:25:00,食品饮料,1,91.81,4.0,是,2024,1,2024-01-30,1,10
ORD_000631,USER_0179,2024-03-26 21:04:00,服装鞋帽,1,539.99,2.0,是,2024,3,2024-03-26,1,21
ORD_000632,USER_0123,2024-03-24 14:20:00,家居用品,2,785.04,5.0,否,2024,3,2024-03-24,6,14
ORD_000633,USER_0117,2024-02-11 20:47:00,电子产品,2,1286.03,4.0,否,2024,2,2024-02-11,6,20
ORD_000634,USER_0348,2024-03-24 14:51:00,图书文具,4,560.54,5.0,否,2024,3,2024-03-24,6,14
ORD_000635,USER_0093,2024-03-04 14:06:00,家居用品,3,262.94,5.0,是,2024,3,2024-03-04,0,14
ORD_000636,USER_0141,2024-01-17 22:56:00,食品饮料,4,675.85,4.0,是,2024,1,2024-01-17,2,22
ORD_000637,USER_0343,2024-02-10 22:40:00,图书文具,2,36.47,4.0,否,2024,2,2024-02-10,5,22
ORD_000638,USER_0234,2024-03-11 12:38:00,电子产品,1,4033.58,2.0,是,2024,3,2024-03-11,0,12
ORD_000639,USER_0099,2024-04-10 15:14:00,家居用品,2,497.33,5.0,否,2024,4,2024-04-10,2,15
ORD_000640,USER_0089,2024-03-02 13:07:00,电子产品,4,4728.01,4.0,否,2024,3,2024-03-02,5,13
ORD_000641,USER_0057,2024-04-28 20:39:00,食品饮料,4,756.9,5.0,否,2024,4,2024-04-28,6,20
ORD_000642,USER_0264,2024-01-13 17:54:00,运动户外,4,1241.23,5.0,否,2024,1,2024-01-13,5,17
ORD_000643,USER_0063,2024-01-19 10:37:00,电子产品,3,4728.01,5.0,是,2024,1,2024-01-19,4,10
ORD_000644,USER_0109,2024-02-01 20:49:00,服装鞋帽,4,3012.61,4.0,否,2024,2,2024-02-01,3,20
ORD_000645,USER_0326,2024-02-02 16:43:00,美妆护肤,1,537.48,5.0,否,2024,2,2024-02-02,4,16
ORD_000646,USER_0304,2024-01-12 10:42:00,食品饮料,1,149.56,1.0,否,2024,1,2024-01-12,4,10
ORD_000647,USER_0257,2024-01-20 19:55:00,食品饮料,3,136.45,5.0,否,2024,1,2024-01-20,5,19
ORD_000648,USER_0009,2024-02-12 20:28:00,美妆护肤,2,681.51,4.0,否,2024,2,2024-02-12,0,20
ORD_000649,USER_0032,2024-02-13 13:40:00,美妆护肤,2,657.38,4.0,是,2024,2,2024-02-13,1,13
ORD_000650,USER_0295,2024-03-29 15:36:00,家居用品,4,667.52,4.0,否,2024,3,2024-03-29,4,15
ORD_000651,USER_0173,2024-02-18 22:41:00,食品饮料,1,56.18,5.0,否,2024,2,2024-02-18,6,22
ORD_000652,USER_0073,2024-03-21 18:39:00,电子产品,1,1796.53,4.0,是,2024,3,2024-03-21,3,18
ORD_000653,USER_0130,2024-04-14 17:49:00,图书文具,4,72.39,5.0,是,2024,4,2024-04-14,6,17
ORD_000654,USER_0193,2024-04-16 12:16:00,运动户外,2,1112.94,4.0,否,2024,4,2024-04-16,1,12
ORD_000655,USER_0297,2024-03-06 14:56:00,运动户外,4,4728.01,4.0,否,2024,3,2024-03-06,2,14
ORD_000656,USER_0239,2024-01-28 09:16:00,电子产品,3,4728.01,5.0,否,2024,1,2024-01-28,6,9
ORD_000657,USER_0038,2024-02-08 22:34:00,电子产品,4,4728.01,3.0,否,2024,2,2024-02-08,3,22
ORD_000658,USER_0326,2024-03-23 18:20:00,美妆护肤,2,1146.32,4.0,是,2024,3,2024-03-23,5,18
ORD_000659,USER_0119,2024-04-06 17:56:00,电子产品,3,4728.01,4.0,是,2024,4,2024-04-06,5,17
ORD_000660,USER_0219,2024-01-25 11:48:00,美妆护肤,3,1370.66,5.0,是,2024,1,2024-01-25,3,11
ORD_000661,USER_0357,2024-01-10 17:35:00,食品饮料,4,710.48,4.0,否,2024,1,2024-01-10,2,17
ORD_000662,USER_0182,2024-01-23 17:37:00,运动户外,4,4728.01,4.0,否,2024,1,2024-01-23,1,17
ORD_000663,USER_0021,2024-01-27 17:01:00,服装鞋帽,1,638.44,4.0,否,2024,1,2024-01-27,5,17
ORD_000664,USER_0115,2024-02-22 19:36:00,运动户外,1,1146.03,5.0,否,2024,2,2024-02-22,3,19
ORD_000665,USER_0068,2024-01-25 17:04:00,服装鞋帽,3,930.02,3.0,否,2024,1,2024-01-25,3,17
ORD_000666,USER_0048,2024-02-29 10:17:00,服装鞋帽,4,1418.46,5.0,否,2024,2,2024-02-29,3,10
ORD_000667,USER_0147,2024-02-18 18:02:00,美妆护肤,3,1555.49,5.0,否,2024,2,2024-02-18,6,18
ORD_000668,USER_0296,2024-02-15 22:11:00,电子产品,2,1801.99,4.0,否,2024,2,2024-02-15,3,22
ORD_000669,USER_0227,2024-02-23 14:19:00,电子产品,2,3875.04,5.0,否,2024,2,2024-02-23,4,14
ORD_000670,USER_0284,2024-04-09 09:12:00,服装鞋帽,2,504.27,4.0,否,2024,4,2024-04-09,1,9
ORD_000671,USER_0352,2024-04-19 19:18:00,电子产品,1,2396.61,3.0,否,2024,4,2024-04-19,4,19
ORD_000672,USER_0028,2024-02-10 09:13:00,服装鞋帽,1,337.12,4.0,否,2024,2,2024-02-10,5,9
ORD_000673,USER_0060,2024-02-17 13:49:00,服装鞋帽,2,441.5,3.0,是,2024,2,2024-02-17,5,13
ORD_000674,USER_0160,2024-01-29 10:18:00,家居用品,2,673.0,2.0,是,2024,1,2024-01-29,0,10
ORD_000675,USER_0254,2024-04-03 13:41:00,美妆护肤,2,278.46,2.0,否,2024,4,2024-04-03,2,13
ORD_000676,USER_0021,2024-01-16 21:30:00,电子产品,3,4728.01,4.0,是,2024,1,2024-01-16,1,21
ORD_000677,USER_0284,2024-01-04 18:47:00,食品饮料,3,304.29,1.0,否,2024,1,2024-01-04,3,18
ORD_000678,USER_0020,2024-02-14 09:29:00,家居用品,4,1857.18,5.0,是,2024,2,2024-02-14,2,9
ORD_000679,USER_0100,2024-01-21 11:08:00,美妆护肤,4,1225.81,4.0,否,2024,1,2024-01-21,6,11
ORD_000680,USER_0316,2024-02-19 12:39:00,食品饮料,4,364.98,5.0,否,2024,2,2024-02-19,0,12
ORD_000681,USER_0322,2024-02-20 21:48:00,服装鞋帽,4,2872.38,4.0,否,2024,2,2024-02-20,1,21
ORD_000682,USER_0294,2024-02-27 15:04:00,图书文具,2,242.18,4.0,否,2024,2,2024-02-27,1,15
ORD_000683,USER_0165,2024-02-16 20:04:00,美妆护肤,4,2367.85,1.0,否,2024,2,2024-02-16,4,20
ORD_000684,USER_0177,2024-04-20 16:38:00,服装鞋帽,4,2108.36,5.0,否,2024,4,2024-04-20,5,16
ORD_000685,USER_0284,2024-03-03 22:27:00,电子产品,1,4048.76,2.0,否,2024,3,2024-03-03,6,22
ORD_000686,USER_0252,2024-03-09 14:41:00,食品饮料,2,157.0,5.0,否,2024,3,2024-03-09,5,14
ORD_000687,USER_0248,2024-02-12 09:14:00,食品饮料,4,380.64,5.0,是,2024,2,2024-02-12,0,9
ORD_000688,USER_0082,2024-02-26 10:20:00,运动户外,3,1040.89,4.0,否,2024,2,2024-02-26,0,10
ORD_000689,USER_0058,2024-01-02 21:54:00,食品饮料,1,136.21,4.0,是,2024,1,2024-01-02,1,21
ORD_000690,USER_0293,2024-03-22 10:44:00,食品饮料,1,172.72,2.0,否,2024,3,2024-03-22,4,10
ORD_000691,USER_0247,2024-01-15 18:28:00,服装鞋帽,4,3011.85,4.0,是,2024,1,2024-01-15,0,18
