订单ID,用户ID,订单时间,商品类别,单价,数量,总金额,用户评分,支付方式,地区
ORD20260416000338,USER_00119,2026-03-22 19:33:32.264853,食品饮料,192.76,1,192.76,3.6,微信支付,华中
ORD20260416000581,USER_00105,2026-03-22 22:39:57.264853,服装鞋帽,426.39,1,426.39,3.8,微信支付,西南
ORD20260416000239,USER_00069,2026-03-23 11:01:54.264853,食品饮料,287.78,1,287.78,2.3,银行卡,华东
ORD20260416000074,USER_00002,2026-03-23 15:38:16.264853,食品饮料,94.25,5,471.25,2.4,支付宝,华东
ORD20260416000238,USER_00024,2026-03-23 16:41:43.264853,食品饮料,137.93,1,137.93,2.6,微信支付,华中
ORD20260416000434,USER_00153,2026-03-23 21:41:20.264853,服装鞋帽,800.0,1,800.0,3.2,支付宝,华南
ORD20260416000492,USER_00034,2026-03-24 04:31:41.264853,家居用品,364.83,2,729.66,4.3,微信支付,华南
ORD20260416000466,USER_00052,2026-03-24 05:14:16.264853,家居用品,1000.0,3,3000.0,4.9,信用卡,西南
ORD20260416000450,USER_00101,2026-03-24 11:45:35.264853,家居用品,945.61,1,945.61,3.7,微信支付,华北
ORD20260416000354,USER_00197,2026-03-24 13:59:01.264853,电子产品,2546.53,1,2546.53,5.0,微信支付,华东
ORD20260416000303,USER_00200,2026-03-24 14:52:28.264853,服装鞋帽,103.76,1,103.76,3.9,微信支付,西南
ORD20260416000223,USER_00129,2026-03-25 03:50:34.264853,服装鞋帽,383.57,1,383.57,3.3,微信支付,华南
ORD20260416000139,USER_00005,2026-03-25 11:29:38.264853,电子产品,2604.17,2,5208.34,5.0,信用卡,华东
ORD20260416000386,USER_00054,2026-03-25 17:29:23.264853,家居用品,374.18,1,374.18,3.8,支付宝,华中
ORD20260416000165,USER_00066,2026-03-25 21:46:13.264853,电子产品,1794.33,1,1794.33,4.0,微信支付,西北
ORD20260416000475,USER_00120,2026-03-25 22:17:20.264853,服装鞋帽,349.79,1,349.79,3.9,微信支付,华南
ORD20260416000432,USER_00086,2026-03-26 09:17:39.264853,电子产品,3227.52,2,6455.04,4.8,支付宝,华北
ORD20260416000251,USER_00148,2026-03-26 11:29:40.264853,电子产品,3339.05,2,6678.1,5.0,支付宝,华东
ORD20260416000352,USER_00111,2026-03-26 12:32:58.264853,食品饮料,93.71,1,93.71,3.7,支付宝,华中
ORD20260416000065,USER_00172,2026-03-26 19:40:44.264853,电子产品,1292.73,3,3878.19,3.3,微信支付,华南
ORD20260416000325,USER_00021,2026-03-26 21:00:43.264853,电子产品,2169.53,3,6508.59,3.8,支付宝,华东
ORD20260416000324,USER_00142,2026-03-26 22:03:53.264853,服装鞋帽,413.51,2,827.02,3.7,微信支付,华北
ORD20260416000319,USER_00189,2026-03-26 22:25:24.264853,电子产品,1313.28,2,2626.56,4.1,货到付款,华东
ORD20260416000554,USER_00189,2026-03-27 00:55:10.264853,电子产品,1539.91,2,3079.82,4.2,微信支付,华东
ORD20260416000541,USER_00024,2026-03-27 09:43:59.264853,食品饮料,129.76,1,129.76,4.8,支付宝,西南
ORD20260416000562,USER_00168,2026-03-27 11:40:32.264853,家居用品,239.94,1,239.94,4.4,支付宝,西北
ORD20260416000418,USER_00036,2026-03-28 12:34:06.264853,服装鞋帽,249.93,1,249.93,5.0,微信支付,华南
ORD20260416000078,USER_00004,2026-03-28 13:22:43.264853,服装鞋帽,519.57,2,1039.14,5.0,支付宝,华南
ORD20260416000182,USER_00129,2026-03-28 14:13:06.264853,服装鞋帽,543.39,1,543.39,3.5,支付宝,西南
ORD20260416000417,USER_00057,2026-03-28 19:36:51.264853,电子产品,2019.11,1,2019.11,5.0,,东北
ORD20260416000401,USER_00017,2026-03-28 22:31:27.264853,美妆护肤,704.29,2,1408.58,5.0,银行卡,华东
ORD20260416000400,USER_00130,2026-03-28 22:59:11.264853,家居用品,1000.0,1,1000.0,3.9,微信支付,西北
ORD20260416000378,USER_00116,2026-03-29 11:20:01.264853,美妆护肤,892.05,3,2676.15,4.7,支付宝,华北
ORD20260416000520,USER_00144,2026-03-29 11:54:32.264853,服装鞋帽,611.35,1,611.35,3.7,信用卡,华东
ORD20260416000519,USER_00197,2026-03-29 13:35:29.264853,电子产品,5000.0,1,5000.0,4.0,支付宝,华中
ORD20260416000174,USER_00044,2026-03-29 19:17:14.264853,服装鞋帽,172.84,2,345.68,2.4,支付宝,华南
ORD20260416000379,USER_00191,2026-03-29 22:08:00.264853,服装鞋帽,329.36,1,329.36,4.3,支付宝,华东
ORD20260416000294,USER_00148,2026-03-30 00:14:00.264853,电子产品,3897.8,4,15591.2,5.0,支付宝,华东
ORD20260416000521,USER_00176,2026-03-30 03:51:48.264853,电子产品,2978.99,1,2978.99,3.5,支付宝,华南
ORD20260416000220,USER_00130,2026-03-30 07:05:17.264853,食品饮料,257.47,1,257.47,5.0,微信支付,西北
ORD20260416000478,USER_00092,2026-03-30 08:31:10.264853,美妆护肤,906.03,1,906.03,,微信支付,华南
ORD20260416000591,USER_00164,2026-03-30 10:08:46.264853,服装鞋帽,618.46,3,1855.38,3.7,信用卡,华东
ORD20260416000454,USER_00108,2026-03-30 17:31:07.264853,服装鞋帽,248.47,3,745.41,5.0,银行卡,西南
ORD20260416000114,USER_00163,2026-03-30 17:46:24.264853,食品饮料,100.58,1,100.58,4.6,微信支付,华北
ORD20260416000070,USER_00164,2026-03-30 20:50:47.264853,电子产品,2065.37,1,2065.37,5.0,微信支付,华南
ORD20260416000530,USER_00100,2026-03-31 07:42:48.264853,服装鞋帽,419.12,1,419.12,4.3,银行卡,华南
ORD20260416000391,USER_00024,2026-03-31 09:13:19.264853,食品饮料,162.82,1,162.82,5.0,微信支付,华北
ORD20260416000339,USER_00022,2026-03-31 09:16:21.264853,美妆护肤,1500.0,1,1500.0,3.1,微信支付,华东
ORD20260416000380,USER_00160,2026-03-31 10:51:22.264853,食品饮料,54.95,1,54.95,3.3,银行卡,华东
ORD20260416000042,USER_00108,2026-03-31 11:39:10.264853,电子产品,2095.23,1,2095.23,4.3,微信支付,华北
ORD20260416000230,USER_00198,2026-03-31 15:40:35.264853,食品饮料,124.72,2,249.44,2.9,银行卡,华北
ORD20260416000112,USER_00081,2026-03-31 20:16:23.264853,电子产品,3820.43,1,3820.43,4.3,微信支付,华中
ORD20260416000232,USER_00068,2026-03-31 21:33:35.264853,食品饮料,144.71,1,144.71,5.0,银行卡,华南
ORD20260416000327,USER_00148,2026-03-31 22:54:21.264853,家居用品,222.67,3,668.01,4.7,微信支付,华东
ORD20260416000096,USER_00154,2026-03-31 23:08:14.264853,美妆护肤,531.43,2,1062.86,4.4,支付宝,华北
ORD20260416000117,USER_00123,2026-04-01 09:27:28.264853,家居用品,658.57,2,1317.14,5.0,微信支付,华东
ORD20260416000019,USER_00053,2026-04-01 09:57:21.264853,电子产品,4185.41,1,4185.41,5.0,微信支付,华北
ORD20260416000044,USER_00064,2026-04-01 10:34:53.264853,服装鞋帽,286.93,3,0.01,4.4,支付宝,华东
ORD20260416000491,USER_00001,2026-04-01 20:00:03.264853,食品饮料,121.42,3,364.26,3.3,微信支付,西南
ORD20260416000467,USER_00144,2026-04-01 22:54:08.264853,服装鞋帽,273.02,1,273.02,3.6,支付宝,华南
ORD20260416000158,USER_00036,2026-04-02 02:32:05.264853,服装鞋帽,391.83,1,391.83,3.8,支付宝,东北
ORD20260416000367,USER_00006,2026-04-02 11:11:07.264853,美妆护肤,1059.25,2,2118.5,3.9,支付宝,华中
ORD20260416000132,USER_00104,2026-04-02 21:58:47.264853,服装鞋帽,285.93,1,285.93,3.6,微信支付,华东
ORD20260416000390,USER_00174,2026-04-03 01:26:01.264853,电子产品,2177.82,1,2177.82,4.4,支付宝,华东
ORD20260416000259,USER_00096,2026-04-03 09:19:49.264853,服装鞋帽,516.66,1,516.66,4.1,,华北
ORD20260416000022,USER_00158,2026-04-03 14:31:16.264853,服装鞋帽,582.27,1,582.27,4.7,货到付款,华北
ORD20260416000578,USER_00090,2026-04-03 20:14:55.264853,电子产品,635.8,2,1271.6,5.0,支付宝,华东
ORD20260416000408,USER_00170,2026-04-03 20:30:55.264853,服装鞋帽,286.32,1,286.32,2.9,微信支付,华北
ORD20260416000213,USER_00101,2026-04-04 01:59:41.264853,食品饮料,141.61,2,283.22,3.7,微信支付,华南
ORD20260416000342,USER_00109,2026-04-04 09:13:12.264853,电子产品,2163.85,5,10819.25,4.2,信用卡,华东
ORD20260416000341,USER_00038,2026-04-04 17:31:10.264853,家居用品,623.66,1,623.66,3.2,微信支付,华北
ORD20260416000212,USER_00113,2026-04-04 20:25:02.264853,电子产品,5000.0,1,5000.0,4.2,支付宝,华北
ORD20260416000095,USER_00024,2026-04-05 01:00:52.264853,家居用品,337.58,1,337.58,2.6,微信支付,华南
ORD20260416000094,USER_00053,2026-04-05 21:17:36.264853,食品饮料,160.21,1,160.21,2.8,银行卡,华北
ORD20260416000269,USER_00011,2026-04-06 15:22:43.264853,电子产品,2250.32,1,2250.32,3.8,支付宝,华北
ORD20260416000164,USER_00028,2026-04-06 21:10:51.264853,电子产品,5000.0,1,5000.0,5.0,支付宝,华东
ORD20260416000555,USER_00179,2026-04-06 22:14:47.264853,食品饮料,133.68,1,133.68,4.5,银行卡,华北
ORD20260416000487,USER_00140,2026-04-07 06:29:38.264853,电子产品,5000.0,4,20000.0,2.4,支付宝,华中
ORD20260416000204,USER_00113,2026-04-07 07:48:39.264853,食品饮料,180.07,1,180.07,3.3,微信支付,华北
ORD20260416000533,USER_00138,2026-04-07 20:18:41.264853,电子产品,1995.45,2,3990.9,3.8,支付宝,华南
ORD20260416000246,USER_00124,2026-04-07 21:04:00.264853,服装鞋帽,354.92,1,354.92,3.7,支付宝,西南
ORD20260416000138,USER_00001,2026-04-07 21:09:31.264853,美妆护肤,502.19,2,1004.38,5.0,微信支付,西北
ORD20260416000592,USER_00138,2026-04-08 08:45:39.264853,服装鞋帽,573.47,3,1720.41,3.5,微信支付,华南
ORD20260416000568,USER_00012,2026-04-08 17:45:05.264853,家居用品,631.75,3,1895.25,4.1,信用卡,华中
ORD20260416000172,USER_00028,2026-04-08 22:14:33.264853,食品饮料,166.41,1,166.41,5.0,支付宝,华东
ORD20260416000311,USER_00093,2026-04-08 22:24:35.264853,服装鞋帽,409.54,4,1638.16,3.7,货到付款,华南
ORD20260416000301,USER_00075,2026-04-09 14:02:20.264853,电子产品,3133.17,1,3133.17,4.8,微信支付,华东
ORD20260416000356,USER_00048,2026-04-09 17:07:37.264853,食品饮料,161.75,1,161.75,2.9,微信支付,华南
ORD20260416000011,USER_00075,2026-04-09 20:20:18.264853,美妆护肤,862.37,3,2587.11,4.5,信用卡,华南
ORD20260416000131,USER_00172,2026-04-09 20:39:27.264853,电子产品,1980.69,3,5942.07,5.0,支付宝,华东
ORD20260416000556,USER_00171,2026-04-09 22:41:25.264853,服装鞋帽,736.4,1,736.4,4.6,支付宝,华中
ORD20260416000552,USER_00033,2026-04-10 11:49:32.264853,食品饮料,86.08,3,258.24,3.0,微信支付,华东
ORD20260416000196,USER_00051,2026-04-10 17:19:32.264853,食品饮料,274.24,5,1371.2,,微信支付,华南
ORD20260416000151,USER_00052,2026-04-10 20:03:26.264853,食品饮料,300.0,1,300.0,3.3,微信支付,华南
ORD20260416000559,USER_00067,2026-04-11 05:22:25.264853,电子产品,2798.73,1,2798.73,5.0,支付宝,华东
ORD20260416000503,USER_00191,2026-04-11 05:46:03.264853,食品饮料,82.74,2,165.48,4.7,支付宝,华东
ORD20260416000265,USER_00039,2026-04-11 05:52:49.264853,食品饮料,178.8,1,178.8,3.7,,华南
ORD20260416000451,USER_00008,2026-04-11 11:14:18.264853,服装鞋帽,361.09,1,361.09,4.4,支付宝,西南
ORD20260416000502,USER_00192,2026-04-11 13:18:36.264853,家居用品,1000.0,2,2000.0,5.0,货到付款,华中
ORD20260416000013,USER_00117,2026-04-11 17:17:01.264853,食品饮料,108.85,1,108.85,3.2,微信支付,华南
ORD20260416000452,USER_00053,2026-04-11 18:27:50.264853,服装鞋帽,422.78,2,845.56,4.8,微信支付,华南
ORD20260416000276,USER_00007,2026-04-11 18:54:25.264853,食品饮料,56.85,1,56.85,4.6,支付宝,华中
ORD20260416000308,USER_00112,2026-04-11 19:58:42.264853,电子产品,3806.01,2,7612.02,3.4,支付宝,华东
ORD20260416000307,USER_00084,2026-04-11 20:05:45.264853,服装鞋帽,263.28,2,526.56,3.5,微信支付,华东
ORD20260416000155,USER_00143,2026-04-11 21:13:46.264853,家居用品,333.94,3,1001.82,5.0,支付宝,华东
ORD20260416000156,USER_00171,2026-04-11 22:35:58.264853,美妆护肤,1104.8,2,2209.6,4.9,微信支付,华北
ORD20260416000511,USER_00179,2026-04-12 02:15:57.264853,电子产品,1634.69,1,1634.69,3.3,支付宝,华东
ORD20260416000278,USER_00090,2026-04-12 09:25:07.264853,家居用品,389.52,3,1168.56,4.2,支付宝,华东
ORD20260416000566,USER_00029,2026-04-12 12:42:40.264853,电子产品,4100.65,1,4100.65,3.2,微信支付,华南
ORD20260416000510,USER_00144,2026-04-12 14:13:02.264853,电子产品,5000.0,1,5000.0,3.4,支付宝,华中
ORD20260416000565,USER_00044,2026-04-12 15:23:33.264853,食品饮料,300.0,1,300.0,3.2,支付宝,西南
ORD20260416000594,USER_00152,2026-04-12 16:01:06.264853,食品饮料,127.59,2,255.18,4.4,支付宝,华南
ORD20260416000041,USER_00051,2026-04-12 16:25:28.264853,食品饮料,147.39,1,147.39,3.8,微信支付,华南
ORD20260416000595,USER_00192,2026-04-12 17:44:02.264853,电子产品,2881.01,1,2881.01,4.5,微信支付,西南
ORD20260416000040,USER_00190,2026-04-12 19:50:52.264853,美妆护肤,793.76,1,793.76,4.4,信用卡,华南
ORD20260416000279,USER_00112,2026-04-12 21:48:11.264853,美妆护肤,1180.38,1,1180.38,4.6,微信支付,华东
ORD20260416000544,USER_00128,2026-04-13 10:41:29.264853,食品饮料,75.78,5,378.9,2.6,微信支付,华北
ORD20260416000222,USER_00087,2026-04-13 15:58:02.264853,食品饮料,300.0,1,300.0,2.8,支付宝,华东
ORD20260416000211,USER_00131,2026-04-13 22:03:05.264853,家居用品,160.41,2,320.82,3.8,微信支付,华南
ORD20260416000458,USER_00006,2026-04-13 22:14:49.264853,服装鞋帽,535.89,1,535.89,3.9,信用卡,华东
ORD20260416000154,USER_00151,2026-04-14 02:55:58.264853,电子产品,2086.4,2,4172.8,4.3,信用卡,华东
ORD20260416000012,USER_00088,2026-04-14 05:18:35.264853,美妆护肤,1099.35,2,2198.7,3.2,银行卡,华北
ORD20260416000412,USER_00153,2026-04-14 07:15:59.264853,美妆护肤,622.06,1,622.06,4.4,支付宝,华中
ORD20260416000414,USER_00013,2026-04-14 09:36:38.264853,美妆护肤,1188.14,1,1188.14,5.0,支付宝,华东
ORD20260416000292,USER_00048,2026-04-14 13:10:00.264853,食品饮料,99.1,1,99.1,4.5,微信支付,华南
ORD20260416000488,USER_00129,2026-04-14 16:24:36.264853,电子产品,1585.71,1,1585.71,5.0,银行卡,华北
ORD20260416000062,USER_00111,2026-04-14 20:36:53.264853,家居用品,1000.0,2,2000.0,5.0,信用卡,华东
ORD20260416000507,USER_00195,2026-04-15 00:37:45.264853,服装鞋帽,518.83,1,5188.3,4.3,支付宝,华北
ORD20260416000255,USER_00090,2026-04-15 01:36:46.264853,服装鞋帽,216.74,1,216.74,4.0,信用卡,西南
ORD20260416000071,USER_00050,2026-04-15 05:58:22.264853,家居用品,672.99,3,2018.97,4.0,微信支付,华中
ORD20260416000484,USER_00023,2026-04-15 06:43:12.264853,食品饮料,88.11,1,88.11,2.1,微信支付,华南
ORD20260416000529,USER_00069,2026-04-15 08:09:49.264853,服装鞋帽,506.25,1,506.25,4.2,支付宝,华东
ORD20260416000122,USER_00072,2026-04-15 11:07:58.264853,服装鞋帽,463.48,2,926.96,4.3,微信支付,华北
ORD20260416000298,USER_00161,2026-04-15 11:43:37.264853,服装鞋帽,422.1,2,844.2,3.1,支付宝,华东
ORD20260416000260,USER_00199,2026-04-15 23:08:36.264853,家居用品,1000.0,1,1000.0,3.6,微信支付,华东
ORD20260416000361,USER_00049,2026-04-15 23:22:29.264853,服装鞋帽,800.0,2,1600.0,4.9,微信支付,华东
ORD20260416000533,USER_00138,2026-04-07 20:18:41.264853,电子产品,1995.45,2,3990.9,3.8,支付宝,华南
ORD20260416000042,USER_00108,2026-03-31 11:39:10.264853,电子产品,2095.23,1,2095.23,4.3,微信支付,华北
ORD20260416000210,USER_00130,2026-03-08 20:06:10.264853,食品饮料,300.0,2,600.0,4.1,信用卡,华南
ORD20260416000390,USER_00174,2026-04-03 01:26:01.264853,电子产品,2177.82,1,2177.82,4.4,支付宝,华东
ORD20260416000510,USER_00144,2026-04-12 14:13:02.264853,电子产品,5000.0,1,5000.0,3.4,支付宝,华中
ORD20260416000350,USER_00097,2026-03-07 20:35:39.264853,电子产品,815.87,3,2447.61,3.3,货到付款,华南
ORD20260416000070,USER_00164,2026-03-30 20:50:47.264853,电子产品,2065.37,1,2065.37,5.0,微信支付,华南
ORD20260416000516,USER_00047,2026-01-30 06:23:44.264853,电子产品,3608.49,1,3608.49,4.8,支付宝,华北
ORD20260416000377,USER_00188,2026-03-19 10:49:44.264853,食品饮料,178.68,4,714.72,3.3,微信支付,华东
ORD20260416000015,USER_00104,2026-03-05 11:01:02.264853,食品饮料,236.98,1,2369.7999999999997,4.1,信用卡,华南
ORD20260416000167,USER_00045,2026-01-18 21:43:55.264853,美妆护肤,668.68,4,2674.72,4.3,银行卡,华南
ORD20260416000559,USER_00067,2026-04-11 05:22:25.264853,电子产品,2798.73,1,2798.73,5.0,支付宝,华东
ORD20260416000098,USER_00124,2026-02-03 09:57:36.264853,食品饮料,139.01,2,278.02,3.2,支付宝,华南
ORD20260416000035,USER_00188,2026-03-09 16:11:44.264853,电子产品,2987.48,2,5974.96,2.9,微信支付,华东
ORD20260416000480,USER_00183,2026-02-07 10:27:28.264853,服装鞋帽,800.0,3,2400.0,3.2,支付宝,华南
ORD20260416000077,USER_00106,2026-03-14 21:42:39.264853,电子产品,2626.06,3,7878.18,3.4,信用卡,西南
ORD20260416000282,USER_00002,2026-01-29 22:13:52.264853,服装鞋帽,260.68,1,260.68,3.3,信用卡,华南
ORD20260416000026,USER_00188,2026-01-31 17:45:03.264853,家居用品,321.97,5,1609.85,5.0,微信支付,华东
