订单ID,用户ID,商品ID,交易时间,商品类别,单价,数量,交易金额,用户评分,订单状态,支付方式,用户性别,年龄段,地区,交易日期,交易月份,交易星期,交易小时
ORD_000300,USER_0116,PROD_00184,2026-02-22 04:12:06.263733,电子产品,2149.49,1,2149.49,5.0,已完成,支付宝,男,26-35,华南,2026-02-22,2026-02,Sunday,4
ORD_000301,USER_0075,PROD_00015,2026-02-22 14:24:28.263733,服装,605.41,2,1210.82,5.0,已完成,支付宝,女,36-45,华东,2026-02-22,2026-02,Sunday,14
ORD_000302,USER_0113,PROD_00157,2026-02-22 19:28:46.263733,食品,155.7,2,311.4,4.0,已完成,银行卡,女,18-25,华北,2026-02-22,2026-02,Sunday,19
ORD_000303,USER_0200,PROD_00136,2026-02-22 19:51:31.263733,图书,187.34,4,749.36,5.0,已完成,支付宝,女,36-45,华中,2026-02-22,2026-02,Sunday,19
ORD_000304,USER_0164,PROD_00261,2026-02-22 20:49:04.263733,食品,53.16,3,159.48,2.0,已完成,支付宝,男,26-35,华东,2026-02-22,2026-02,Sunday,20
ORD_000305,USER_0166,PROD_00157,2026-02-22 22:54:30.263733,美妆,260.62,2,521.24,4.0,已完成,货到付款,男,18-25,华北,2026-02-22,2026-02,Sunday,22
ORD_000306,USER_0104,PROD_00047,2026-02-23 01:52:10.263733,母婴,770.5,2,1541.0,4.0,已完成,支付宝,男,18-25,华北,2026-02-23,2026-02,Monday,1
ORD_000307,USER_0084,PROD_00173,2026-02-23 03:11:28.263733,电子产品,2739.5112500000005,4,6233.206249999999,3.0,已完成,银行卡,女,46-55,华东,2026-02-23,2026-02,Monday,3
ORD_000308,USER_0112,PROD_00130,2026-02-23 06:51:19.263733,服装,649.1,1,649.1,5.0,已完成,支付宝,男,46-55,华东,2026-02-23,2026-02,Monday,6
ORD_000309,USER_0099,PROD_00095,2026-02-23 08:28:36.263733,食品,169.16,1,169.16,5.0,已完成,银行卡,女,18-25,东北,2026-02-23,2026-02,Monday,8
ORD_000310,USER_0153,PROD_00115,2026-02-23 08:36:09.263733,食品,168.3,1,168.3,4.0,已完成,微信支付,男,36-45,华南,2026-02-23,2026-02,Monday,8
ORD_000311,USER_0093,PROD_00243,2026-02-23 09:55:35.263733,食品,127.58,1,127.58,4.0,已完成,信用卡,女,36-45,华东,2026-02-23,2026-02,Monday,9
ORD_000312,USER_0146,PROD_00292,2026-02-23 12:14:04.263733,图书,200.0,2,400.0,5.0,已完成,信用卡,女,55+,华东,2026-02-23,2026-02,Monday,12
ORD_000313,USER_0128,PROD_00282,2026-02-23 12:34:46.263733,美妆,302.44,2,604.88,4.0,已完成,支付宝,女,26-35,华北,2026-02-23,2026-02,Monday,12
ORD_000314,USER_0110,PROD_00299,2026-02-23 13:38:41.263733,家居,1214.58,2,2429.16,4.0,已完成,支付宝,男,26-35,华北,2026-02-23,2026-02,Monday,13
ORD_000315,USER_0082,PROD_00283,2026-02-23 18:21:00.263733,服装,259.35,1,259.35,4.0,已完成,支付宝,男,18-25,华北,2026-02-23,2026-02,Monday,18
ORD_000316,USER_0194,PROD_00069,2026-02-23 21:33:34.263733,运动,1032.17,2,2064.34,5.0,已完成,微信支付,男,26-35,华东,2026-02-23,2026-02,Monday,21
ORD_000317,USER_0054,PROD_00148,2026-02-24 00:03:56.263733,母婴,455.49,1,455.49,4.0,已完成,银行卡,男,46-55,西南,2026-02-24,2026-02,Tuesday,0
ORD_000318,USER_0163,PROD_00011,2026-02-24 00:27:03.263733,运动,1145.89,2,2291.78,5.0,已完成,微信支付,女,26-35,华南,2026-02-24,2026-02,Tuesday,0
ORD_000319,USER_0189,PROD_00254,2026-02-24 06:02:37.263733,电子产品,2739.5112500000005,2,6233.206249999999,5.0,已完成,微信支付,女,26-35,华南,2026-02-24,2026-02,Tuesday,6
ORD_000320,USER_0169,PROD_00038,2026-02-24 11:17:02.263733,家居,2000.0,1,2000.0,4.0,已完成,支付宝,女,18-25,华南,2026-02-24,2026-02,Tuesday,11
ORD_000321,USER_0161,PROD_00134,2026-02-24 12:31:01.263733,电子产品,2739.5112500000005,1,3692.89,4.0,已完成,银行卡,男,36-45,华南,2026-02-24,2026-02,Tuesday,12
ORD_000322,USER_0068,PROD_00200,2026-02-24 14:56:38.263733,服装,525.62,1,525.62,5.0,已完成,信用卡,女,36-45,西南,2026-02-24,2026-02,Tuesday,14
ORD_000323,USER_0033,PROD_00023,2026-02-24 18:23:08.263733,电子产品,2739.5112500000005,3,6233.206249999999,4.0,已退款,支付宝,女,26-35,西南,2026-02-24,2026-02,Tuesday,18
ORD_000324,USER_0142,PROD_00218,2026-02-24 20:23:18.263733,家居,878.92,4,3515.68,5.0,已完成,微信支付,女,46-55,华南,2026-02-24,2026-02,Tuesday,20
ORD_000325,USER_0021,PROD_00141,2026-02-24 21:38:33.263733,美妆,553.51,2,1107.02,5.0,已完成,支付宝,男,18-25,西南,2026-02-24,2026-02,Tuesday,21
ORD_000326,USER_0048,PROD_00104,2026-02-25 02:00:54.263733,电子产品,1980.42,1,1980.42,5.0,已完成,微信支付,女,26-35,华中,2026-02-25,2026-02,Wednesday,2
ORD_000327,USER_0148,PROD_00210,2026-02-25 09:44:00.263733,食品,76.3,1,76.3,5.0,已完成,微信支付,女,46-55,西北,2026-02-25,2026-02,Wednesday,9
ORD_000328,USER_0128,PROD_00111,2026-02-25 13:01:05.263733,食品,209.21,2,418.42,5.0,已退款,支付宝,女,26-35,华东,2026-02-25,2026-02,Wednesday,13
ORD_000329,USER_0136,PROD_00104,2026-02-25 14:02:22.263733,服装,395.06,3,1185.18,5.0,已完成,微信支付,女,26-35,华北,2026-02-25,2026-02,Wednesday,14
ORD_000330,USER_0135,PROD_00171,2026-02-25 18:23:49.263733,电子产品,2739.5112500000005,1,3159.63,4.0,已完成,支付宝,男,26-35,华东,2026-02-25,2026-02,Wednesday,18
ORD_000331,USER_0195,PROD_00133,2026-02-25 22:11:17.263733,食品,107.23,1,107.23,2.0,已完成,微信支付,男,36-45,华中,2026-02-25,2026-02,Wednesday,22
ORD_000332,USER_0145,PROD_00293,2026-02-25 23:27:45.263733,美妆,370.24,2,740.48,4.0,已完成,微信支付,女,18-25,华东,2026-02-25,2026-02,Wednesday,23
ORD_000333,USER_0128,PROD_00127,2026-02-25 23:40:26.263733,电子产品,2739.5112500000005,1,4496.03,5.0,已完成,支付宝,女,46-55,华北,2026-02-25,2026-02,Wednesday,23
ORD_000334,USER_0033,PROD_00106,2026-02-26 04:02:01.263733,电子产品,2739.5112500000005,1,5309.18,4.0,已完成,银行卡,男,36-45,华南,2026-02-26,2026-02,Thursday,4
ORD_000335,USER_0176,PROD_00092,2026-02-26 07:10:52.263733,服装,149.31,1,149.31,5.0,已完成,微信支付,女,18-25,华南,2026-02-26,2026-02,Thursday,7
ORD_000336,USER_0187,PROD_00287,2026-02-26 08:34:59.263733,图书,200.0,2,400.0,4.0,已完成,支付宝,女,36-45,华北,2026-02-26,2026-02,Thursday,8
ORD_000337,USER_0115,PROD_00051,2026-02-26 09:50:22.263733,美妆,1000.0,3,3000.0,5.0,已完成,支付宝,女,26-35,西南,2026-02-26,2026-02,Thursday,9
ORD_000338,USER_0119,PROD_00029,2026-02-26 12:24:30.263733,美妆,163.71,4,654.84,3.0,已完成,银行卡,男,26-35,华北,2026-02-26,2026-02,Thursday,12
ORD_000339,USER_0022,PROD_00296,2026-02-26 12:57:56.263733,服装,731.47,2,1462.94,5.0,已完成,信用卡,女,36-45,西南,2026-02-26,2026-02,Thursday,12
ORD_000340,USER_0158,PROD_00297,2026-02-26 13:19:04.263733,家居,1720.3,2,3440.6,4.0,已完成,支付宝,女,46-55,华东,2026-02-26,2026-02,Thursday,13
ORD_000341,USER_0038,PROD_00214,2026-02-26 16:36:15.263733,电子产品,2739.5112500000005,1,4250.95,3.0,已完成,支付宝,女,18-25,华南,2026-02-26,2026-02,Thursday,16
ORD_000342,USER_0109,PROD_00267,2026-02-26 19:58:56.263733,家居,530.63,2,1061.26,4.0,已完成,支付宝,女,26-35,华南,2026-02-26,2026-02,Thursday,19
ORD_000343,USER_0051,PROD_00257,2026-02-26 22:43:12.263733,图书,182.75,1,182.75,5.0,已完成,微信支付,女,26-35,华东,2026-02-26,2026-02,Thursday,22
ORD_000344,USER_0182,PROD_00101,2026-02-27 00:20:42.263733,家居,899.67,2,1799.34,4.0,已完成,支付宝,女,26-35,华北,2026-02-27,2026-02,Friday,0
ORD_000345,USER_0008,PROD_00110,2026-02-27 02:31:54.263733,图书,144.74,1,144.74,3.0,已完成,支付宝,男,26-35,华北,2026-02-27,2026-02,Friday,2
ORD_000346,USER_0027,PROD_00182,2026-02-27 04:14:14.263733,美妆,1000.0,1,1000.0,5.0,已完成,微信支付,女,18-25,华北,2026-02-27,2026-02,Friday,4
ORD_000347,USER_0027,PROD_00001,2026-02-27 04:28:03.263733,电子产品,2739.5112500000005,1,4820.31,5.0,已完成,微信支付,女,36-45,华中,2026-02-27,2026-02,Friday,4
ORD_000348,USER_0021,PROD_00055,2026-02-27 05:57:08.263733,图书,69.55,1,6233.206249999999,5.0,已完成,支付宝,男,26-35,华北,2026-02-27,2026-02,Friday,5
ORD_000349,USER_0030,PROD_00149,2026-02-27 13:37:22.263733,电子产品,2739.5112500000005,1,3593.24,4.0,已完成,微信支付,女,18-25,华东,2026-02-27,2026-02,Friday,13
ORD_000350,USER_0097,PROD_00137,2026-02-27 16:58:54.263733,家居,683.97,1,683.97,4.0,已完成,微信支付,女,36-45,华东,2026-02-27,2026-02,Friday,16
ORD_000351,USER_0028,PROD_00202,2026-02-27 21:04:47.263733,电子产品,2739.5112500000005,5,6233.206249999999,5.0,已完成,支付宝,女,36-45,华北,2026-02-27,2026-02,Friday,21
ORD_000352,USER_0111,PROD_00117,2026-02-28 00:07:17.263733,电子产品,2739.5112500000005,1,2840.23,4.0,已完成,支付宝,男,26-35,华东,2026-02-28,2026-02,Saturday,0
ORD_000353,USER_0192,PROD_00154,2026-02-28 00:18:02.263733,食品,122.36,2,244.72,5.0,已完成,银行卡,女,26-35,华东,2026-02-28,2026-02,Saturday,0
ORD_000354,USER_0197,PROD_00291,2026-02-28 02:33:38.263733,服装,223.6,3,670.8,4.0,已完成,支付宝,男,36-45,华南,2026-02-28,2026-02,Saturday,2
ORD_000355,USER_0061,PROD_00063,2026-02-28 02:39:26.263733,食品,145.09,5,725.45,4.0,已完成,微信支付,男,26-35,华北,2026-02-28,2026-02,Saturday,2
ORD_000356,USER_0048,PROD_00244,2026-02-28 03:55:25.263733,家居,1108.79,2,2217.58,3.0,已完成,信用卡,女,18-25,华南,2026-02-28,2026-02,Saturday,3
ORD_000357,USER_0147,PROD_00025,2026-02-28 06:07:06.263733,电子产品,1110.18,3,3330.54,3.0,已完成,支付宝,男,36-45,华北,2026-02-28,2026-02,Saturday,6
ORD_000358,USER_0004,PROD_00090,2026-02-28 06:56:26.263733,电子产品,2739.5112500000005,1,4838.99,1.0,已完成,支付宝,女,18-25,华北,2026-02-28,2026-02,Saturday,6
ORD_000359,USER_0035,PROD_00075,2026-02-28 07:52:20.263733,家居,992.07,1,992.07,2.0,已完成,微信支付,男,18-25,华南,2026-02-28,2026-02,Saturday,7
ORD_000360,USER_0192,PROD_00294,2026-02-28 08:07:47.263733,服装,289.92,1,289.92,5.0,已完成,银行卡,男,18-25,华中,2026-02-28,2026-02,Saturday,8
ORD_000361,USER_0049,PROD_00210,2026-02-28 11:18:28.263733,美妆,1000.0,2,2000.0,3.0,已完成,信用卡,男,18-25,华北,2026-02-28,2026-02,Saturday,11
ORD_000362,USER_0017,PROD_00017,2026-02-28 12:34:39.263733,美妆,847.79,2,1695.58,5.0,已完成,微信支付,女,18-25,华北,2026-02-28,2026-02,Saturday,12
ORD_000363,USER_0172,PROD_00128,2026-02-28 13:21:38.263733,运动,456.61,1,456.61,5.0,已完成,支付宝,女,55+,华北,2026-02-28,2026-02,Saturday,13
ORD_000364,USER_0158,PROD_00251,2026-02-28 14:23:52.263733,美妆,798.33,1,798.33,4.0,已完成,微信支付,女,26-35,华东,2026-02-28,2026-02,Saturday,14
ORD_000365,USER_0046,PROD_00179,2026-02-28 20:48:22.263733,食品,288.78,2,577.56,3.0,已完成,微信支付,男,18-25,华北,2026-02-28,2026-02,Saturday,20
ORD_000366,USER_0117,PROD_00182,2026-02-28 23:31:39.263733,美妆,560.82,1,560.82,5.0,已完成,微信支付,男,18-25,华南,2026-02-28,2026-02,Saturday,23
ORD_000367,USER_0006,PROD_00152,2026-03-01 00:17:29.263733,服装,509.18,2,1018.36,5.0,已完成,支付宝,女,46-55,西北,2026-03-01,2026-03,Sunday,0
ORD_000368,USER_0099,PROD_00025,2026-03-01 01:53:16.263733,服装,503.34,2,1006.68,5.0,已退款,支付宝,男,26-35,华中,2026-03-01,2026-03,Sunday,1
ORD_000369,USER_0124,PROD_00180,2026-03-01 03:54:49.263733,运动,278.42,2,556.84,5.0,已完成,银行卡,男,26-35,华北,2026-03-01,2026-03,Sunday,3
ORD_000370,USER_0037,PROD_00198,2026-03-01 04:05:11.263733,食品,141.17,3,423.51,5.0,已完成,微信支付,女,46-55,华东,2026-03-01,2026-03,Sunday,4
ORD_000371,USER_0024,PROD_00161,2026-03-01 06:23:17.263733,运动,701.05,3,2103.15,4.0,已完成,支付宝,男,26-35,华东,2026-03-01,2026-03,Sunday,6
ORD_000372,USER_0093,PROD_00177,2026-03-01 08:16:10.263733,运动,1500.0,1,1500.0,4.0,已完成,支付宝,女,26-35,华南,2026-03-01,2026-03,Sunday,8
ORD_000373,USER_0046,PROD_00285,2026-03-01 11:57:59.263733,运动,933.46,2,1866.92,5.0,已完成,银行卡,女,18-25,华南,2026-03-01,2026-03,Sunday,11
ORD_000374,USER_0181,PROD_00063,2026-03-02 05:15:21.263733,图书,94.79,2,189.58,2.0,已完成,微信支付,男,26-35,华东,2026-03-02,2026-03,Monday,5
ORD_000375,USER_0095,PROD_00150,2026-03-02 08:19:30.263733,食品,148.17,1,148.17,1.0,已完成,支付宝,男,26-35,华南,2026-03-02,2026-03,Monday,8
ORD_000376,USER_0099,PROD_00154,2026-03-02 11:19:17.263733,服装,708.95,1,708.95,3.0,已完成,支付宝,男,36-45,华东,2026-03-02,2026-03,Monday,11
ORD_000377,USER_0188,PROD_00156,2026-03-02 18:09:19.263733,家居,925.52,1,925.52,4.0,已完成,支付宝,女,26-35,东北,2026-03-02,2026-03,Monday,18
ORD_000378,USER_0116,PROD_00049,2026-03-02 19:47:25.263733,服装,299.76,1,299.76,5.0,已完成,信用卡,女,26-35,华东,2026-03-02,2026-03,Monday,19
ORD_000379,USER_0191,PROD_00084,2026-03-02 21:01:03.263733,家居,884.3,2,1768.6,4.0,已完成,微信支付,男,18-25,西北,2026-03-02,2026-03,Monday,21
ORD_000380,USER_0160,PROD_00177,2026-03-02 22:01:26.263733,美妆,840.29,3,2520.87,4.0,已完成,微信支付,男,18-25,西南,2026-03-02,2026-03,Monday,22
ORD_000381,USER_0161,PROD_00148,2026-03-02 22:49:33.263733,美妆,672.82,1,672.82,4.0,已完成,微信支付,女,26-35,华南,2026-03-02,2026-03,Monday,22
ORD_000382,USER_0067,PROD_00118,2026-03-02 23:12:38.263733,服装,434.51,1,434.51,5.0,已完成,支付宝,女,46-55,华北,2026-03-02,2026-03,Monday,23
ORD_000383,USER_0128,PROD_00063,2026-03-03 02:20:06.263733,电子产品,2739.5112500000005,4,6233.206249999999,4.0,已完成,银行卡,男,26-35,华南,2026-03-03,2026-03,Tuesday,2
ORD_000384,USER_0018,PROD_00189,2026-03-03 03:34:51.263733,食品,117.16,1,117.16,5.0,已完成,微信支付,男,36-45,华北,2026-03-03,2026-03,Tuesday,3
ORD_000385,USER_0025,PROD_00049,2026-03-03 08:36:19.263733,电子产品,2739.5112500000005,1,3857.21,2.0,已完成,支付宝,男,26-35,华南,2026-03-03,2026-03,Tuesday,8
ORD_000386,USER_0054,PROD_00257,2026-03-03 10:19:38.263733,图书,78.95,2,157.9,5.0,已完成,支付宝,女,18-25,华南,2026-03-03,2026-03,Tuesday,10
ORD_000387,USER_0058,PROD_00224,2026-03-03 11:10:34.263733,服装,366.76,2,733.52,5.0,已退款,微信支付,女,18-25,华北,2026-03-03,2026-03,Tuesday,11
ORD_000388,USER_0067,PROD_00141,2026-03-03 12:53:14.263733,电子产品,2739.5112500000005,1,6233.206249999999,3.0,已完成,信用卡,男,26-35,华南,2026-03-03,2026-03,Tuesday,12
ORD_000389,USER_0104,PROD_00215,2026-03-03 13:43:24.263733,电子产品,2479.32,1,2479.32,4.0,已完成,支付宝,女,18-25,华北,2026-03-03,2026-03,Tuesday,13
ORD_000390,USER_0174,PROD_00211,2026-03-03 15:01:52.263733,家居,719.3,1,719.3,3.0,已完成,银行卡,男,18-25,华东,2026-03-03,2026-03,Tuesday,15
ORD_000391,USER_0024,PROD_00032,2026-03-03 20:58:00.263733,家居,542.12,2,1084.24,5.0,已退款,银行卡,男,36-45,华南,2026-03-03,2026-03,Tuesday,20
ORD_000392,USER_0114,PROD_00158,2026-03-03 22:26:33.263733,服装,203.7,2,407.4,4.0,已完成,支付宝,男,18-25,华东,2026-03-03,2026-03,Tuesday,22
ORD_000393,USER_0032,PROD_00285,2026-03-04 07:28:42.263733,电子产品,2739.5112500000005,1,3871.08,5.0,已完成,支付宝,女,26-35,华东,2026-03-04,2026-03,Wednesday,7
ORD_000394,USER_0175,PROD_00286,2026-03-04 08:08:20.263733,食品,113.82,2,227.64,3.0,已完成,支付宝,女,26-35,华东,2026-03-04,2026-03,Wednesday,8
ORD_000395,USER_0086,PROD_00144,2026-03-04 08:33:49.263733,服装,800.0,3,2400.0,3.0,已完成,微信支付,女,26-35,华东,2026-03-04,2026-03,Wednesday,8
ORD_000396,USER_0151,PROD_00019,2026-03-04 09:01:11.263733,美妆,455.76,1,455.76,2.0,已完成,支付宝,男,26-35,华东,2026-03-04,2026-03,Wednesday,9
ORD_000397,USER_0194,PROD_00018,2026-03-04 11:13:30.263733,家居,1933.99,1,1933.99,4.0,已完成,支付宝,男,26-35,华中,2026-03-04,2026-03,Wednesday,11
ORD_000398,USER_0127,PROD_00257,2026-03-04 11:21:17.263733,服装,689.59,2,1379.18,4.0,已完成,微信支付,男,26-35,华东,2026-03-04,2026-03,Wednesday,11
ORD_000399,USER_0155,PROD_00078,2026-03-04 12:43:15.263733,服装,382.84,1,382.84,5.0,已完成,微信支付,女,36-45,华北,2026-03-04,2026-03,Wednesday,12
ORD_000400,USER_0130,PROD_00175,2026-03-04 20:39:54.263733,母婴,1500.0,1,1500.0,5.0,已完成,支付宝,男,46-55,华东,2026-03-04,2026-03,Wednesday,20
ORD_000401,USER_0017,PROD_00194,2026-03-05 03:45:51.263733,食品,177.27,2,354.54,4.0,已完成,微信支付,女,18-25,西南,2026-03-05,2026-03,Thursday,3
ORD_000402,USER_0104,PROD_00113,2026-03-05 04:23:20.263733,美妆,1000.0,3,6233.206249999999,5.0,已完成,微信支付,男,18-25,华南,2026-03-05,2026-03,Thursday,4
ORD_000403,USER_0161,PROD_00114,2026-03-05 06:44:58.263733,电子产品,2739.5112500000005,3,6233.206249999999,5.0,已完成,微信支付,男,46-55,华南,2026-03-05,2026-03,Thursday,6
ORD_000404,USER_0137,PROD_00222,2026-03-05 09:10:52.263733,食品,190.71,2,381.42,5.0,已完成,银行卡,女,26-35,华南,2026-03-05,2026-03,Thursday,9
ORD_000405,USER_0043,PROD_00166,2026-03-05 11:28:27.263733,电子产品,2739.5112500000005,2,6233.206249999999,4.0,已完成,支付宝,男,26-35,华南,2026-03-05,2026-03,Thursday,11
ORD_000406,USER_0176,PROD_00132,2026-03-05 17:31:18.263733,食品,211.76,1,211.76,4.0,已完成,银行卡,男,26-35,华北,2026-03-05,2026-03,Thursday,17
ORD_000407,USER_0039,PROD_00264,2026-03-05 23:07:40.263733,母婴,431.71,2,863.42,2.0,已完成,微信支付,男,18-25,华东,2026-03-05,2026-03,Thursday,23
ORD_000408,USER_0170,PROD_00055,2026-03-06 00:48:35.263733,食品,159.5,1,159.5,5.0,已完成,微信支付,女,26-35,东北,2026-03-06,2026-03,Friday,0
ORD_000409,USER_0026,PROD_00131,2026-03-06 00:59:24.263733,电子产品,2739.5112500000005,1,6233.206249999999,3.0,已完成,微信支付,女,26-35,华南,2026-03-06,2026-03,Friday,0
ORD_000410,USER_0099,PROD_00288,2026-03-06 04:25:25.263733,电子产品,2739.5112500000005,2,6233.206249999999,4.0,已退款,微信支付,男,18-25,华南,2026-03-06,2026-03,Friday,4
ORD_000411,USER_0050,PROD_00266,2026-03-06 05:22:46.263733,食品,108.11,2,216.22,4.0,已完成,支付宝,女,26-35,华北,2026-03-06,2026-03,Friday,5
ORD_000412,USER_0153,PROD_00162,2026-03-06 06:10:21.263733,电子产品,2739.5112500000005,1,5536.35,4.0,已完成,微信支付,男,36-45,华南,2026-03-06,2026-03,Friday,6
ORD_000413,USER_0152,PROD_00087,2026-03-06 06:53:01.263733,电子产品,2739.5112500000005,4,6233.206249999999,5.0,已完成,微信支付,男,26-35,华中,2026-03-06,2026-03,Friday,6
ORD_000414,USER_0013,PROD_00055,2026-03-06 08:17:29.263733,美妆,494.95,1,494.95,3.0,已完成,微信支付,男,18-25,华南,2026-03-06,2026-03,Friday,8
ORD_000415,USER_0060,PROD_00288,2026-03-06 08:20:20.263733,食品,185.2,1,185.2,4.0,已完成,支付宝,女,26-35,华北,2026-03-06,2026-03,Friday,8
ORD_000416,USER_0135,PROD_00178,2026-03-06 09:50:03.263733,服装,473.94,1,473.94,5.0,已完成,信用卡,男,36-45,华东,2026-03-06,2026-03,Friday,9
ORD_000417,USER_0057,PROD_00008,2026-03-06 12:23:30.263733,图书,144.2,3,432.6,5.0,已完成,微信支付,男,36-45,华中,2026-03-06,2026-03,Friday,12
ORD_000418,USER_0036,PROD_00247,2026-03-06 21:28:31.263733,电子产品,2739.5112500000005,2,6233.206249999999,5.0,已完成,支付宝,男,36-45,华中,2026-03-06,2026-03,Friday,21
ORD_000419,USER_0173,PROD_00255,2026-03-07 00:09:08.263733,母婴,1132.22,1,1132.22,5.0,已完成,微信支付,男,18-25,华东,2026-03-07,2026-03,Saturday,0
ORD_000420,USER_0020,PROD_00054,2026-03-07 01:31:55.263733,服装,496.4,2,992.8,5.0,已完成,银行卡,女,36-45,华东,2026-03-07,2026-03,Saturday,1
ORD_000421,USER_0065,PROD_00249,2026-03-07 08:34:30.263733,图书,200.0,1,200.0,4.0,已完成,银行卡,男,36-45,华南,2026-03-07,2026-03,Saturday,8
ORD_000422,USER_0008,PROD_00239,2026-03-07 10:26:55.263733,家居,1768.01,3,5304.03,3.0,已完成,微信支付,男,18-25,东北,2026-03-07,2026-03,Saturday,10
ORD_000423,USER_0144,PROD_00229,2026-03-07 14:18:40.263733,运动,754.33,1,754.33,5.0,已完成,银行卡,女,26-35,华东,2026-03-07,2026-03,Saturday,14
ORD_000424,USER_0142,PROD_00067,2026-03-07 15:42:14.263733,母婴,416.26,1,416.26,5.0,已完成,支付宝,男,26-35,华南,2026-03-07,2026-03,Saturday,15
ORD_000425,USER_0115,PROD_00051,2026-03-07 19:23:32.263733,服装,259.35,4,1037.4,5.0,已完成,微信支付,女,36-45,华东,2026-03-07,2026-03,Saturday,19
ORD_000426,USER_0143,PROD_00097,2026-03-07 20:30:37.263733,母婴,1219.86,1,1219.86,4.0,已完成,银行卡,女,18-25,华南,2026-03-07,2026-03,Saturday,20
ORD_000427,USER_0092,PROD_00092,2026-03-08 03:42:39.263733,食品,113.1,1,113.1,4.0,已完成,银行卡,男,26-35,华北,2026-03-08,2026-03,Sunday,3
ORD_000428,USER_0098,PROD_00264,2026-03-08 05:25:47.263733,食品,93.63,2,187.26,4.0,已完成,微信支付,女,46-55,西北,2026-03-08,2026-03,Sunday,5
ORD_000429,USER_0066,PROD_00291,2026-03-08 05:32:53.263733,服装,290.92,4,1163.68,4.0,已完成,银行卡,男,36-45,华南,2026-03-08,2026-03,Sunday,5
ORD_000430,USER_0032,PROD_00096,2026-03-08 08:19:21.263733,家居,719.78,1,719.78,3.0,已完成,支付宝,女,46-55,华中,2026-03-08,2026-03,Sunday,8
ORD_000431,USER_0191,PROD_00088,2026-03-08 10:21:17.263733,电子产品,2739.5112500000005,1,6233.206249999999,5.0,已完成,银行卡,男,55+,华南,2026-03-08,2026-03,Sunday,10
ORD_000432,USER_0086,PROD_00078,2026-03-08 15:13:08.263733,家居,938.49,1,938.49,3.0,已完成,支付宝,男,18-25,华东,2026-03-08,2026-03,Sunday,15
ORD_000433,USER_0051,PROD_00288,2026-03-08 16:22:50.263733,家居,511.04,2,1022.08,2.0,已完成,支付宝,女,36-45,华南,2026-03-08,2026-03,Sunday,16
ORD_000434,USER_0153,PROD_00120,2026-03-08 19:59:20.263733,美妆,533.21,1,533.21,5.0,已完成,支付宝,女,26-35,华北,2026-03-08,2026-03,Sunday,19
ORD_000435,USER_0186,PROD_00165,2026-03-08 21:55:19.263733,运动,882.86,2,1765.72,5.0,已完成,微信支付,女,46-55,西北,2026-03-08,2026-03,Sunday,21
ORD_000436,USER_0063,PROD_00182,2026-03-08 22:42:53.263733,食品,121.97,5,609.85,4.0,已完成,支付宝,女,26-35,西南,2026-03-08,2026-03,Sunday,22
ORD_000437,USER_0190,PROD_00223,2026-03-09 02:06:22.263733,服装,757.51,1,757.51,4.0,已完成,支付宝,男,55+,华东,2026-03-09,2026-03,Monday,2
ORD_000438,USER_0125,PROD_00007,2026-03-09 03:36:42.263733,服装,344.34,1,344.34,4.0,已完成,支付宝,男,36-45,华东,2026-03-09,2026-03,Monday,3
ORD_000439,USER_0150,PROD_00263,2026-03-09 11:20:07.263733,电子产品,2739.5112500000005,1,6233.206249999999,4.0,已完成,支付宝,男,36-45,华东,2026-03-09,2026-03,Monday,11
ORD_000440,USER_0058,PROD_00161,2026-03-09 12:15:06.263733,电子产品,2739.5112500000005,1,5727.68,5.0,已完成,微信支付,女,18-25,西南,2026-03-09,2026-03,Monday,12
ORD_000441,USER_0058,PROD_00151,2026-03-09 14:06:21.263733,服装,675.46,3,2026.38,5.0,已完成,微信支付,男,18-25,西南,2026-03-09,2026-03,Monday,14
ORD_000442,USER_0086,PROD_00085,2026-03-09 14:42:27.263733,服装,245.38,1,245.38,4.0,已完成,支付宝,女,36-45,华中,2026-03-09,2026-03,Monday,14
ORD_000443,USER_0049,PROD_00147,2026-03-09 19:56:04.263733,母婴,803.54,1,803.54,4.0,已完成,微信支付,男,18-25,华南,2026-03-09,2026-03,Monday,19
ORD_000444,USER_0180,PROD_00112,2026-03-09 23:57:49.263733,家居,988.54,2,1977.08,5.0,已完成,银行卡,男,36-45,华南,2026-03-09,2026-03,Monday,23
ORD_000445,USER_0170,PROD_00036,2026-03-10 02:08:53.263733,服装,208.74,1,208.74,2.0,已完成,银行卡,男,18-25,华南,2026-03-10,2026-03,Tuesday,2
ORD_000446,USER_0070,PROD_00285,2026-03-10 03:55:45.263733,家居,1763.71,2,3527.42,4.0,已完成,支付宝,女,36-45,华东,2026-03-10,2026-03,Tuesday,3
ORD_000447,USER_0015,PROD_00188,2026-03-10 05:41:01.263733,电子产品,2739.5112500000005,1,2824.18,4.0,已完成,微信支付,女,26-35,华南,2026-03-10,2026-03,Tuesday,5
ORD_000448,USER_0054,PROD_00082,2026-03-10 11:34:12.263733,食品,114.28,3,342.84,5.0,已完成,支付宝,女,36-45,华东,2026-03-10,2026-03,Tuesday,11
ORD_000449,USER_0188,PROD_00002,2026-03-10 15:52:39.263733,家居,611.54,4,2446.16,1.0,已完成,支付宝,男,36-45,华东,2026-03-10,2026-03,Tuesday,15
