order_id,user_id,order_time,category,amount,quantity,total_amount,rating,payment_method,region
O000334,U0025,2026-04-12 11:45:22.969896,家居,265.46,1,265.46,4,信用卡,华东
O000146,U0117,2026-04-12 15:06:49.969896,图书,68.53,1,68.53,4,支付宝,华东
O000031,U0150,2026-04-13 13:25:49.969896,图书,64.34,3,193.02,5,支付宝,华中
O000074,U0055,2026-04-13 18:19:10.969896,图书,111.81,5,559.05,2,支付宝,华南
O000053,U0096,2026-04-14 11:01:44.969896,母婴,61.41,2,122.82,5,微信支付,华东
O000315,U0036,2026-04-14 15:01:47.969896,服装,202.07,1,202.07,4,微信支付,西北
O000331,U0017,2026-04-15 03:11:13.969896,母婴,133.75,1,133.75,5,支付宝,华东
O000321,U0043,2026-04-15 09:43:41.969896,美妆,565.63,1,565.63,3,银行卡,华东
O000431,U0011,2026-04-15 12:59:53.969896,母婴,105.31,1,105.31,5,微信支付,华北
O000301,U0062,2026-04-15 13:25:00.969896,母婴,480.43,1,480.43,5,支付宝,华中
O000044,U0139,2026-04-15 16:12:19.969896,数码配件,293.63,5,1468.15,3,支付宝,华北
O000072,U0004,2026-04-17 00:47:27.969896,服装,469.45,1,469.45,5,支付宝,华中
O000187,U0149,2026-04-17 03:32:33.969896,电子产品,1186.15,1,1186.15,5,银行卡,西北
O000013,U0138,2026-04-17 05:58:00.969896,服装,55.25,2,110.5,5,银行卡,华东
O000505,U0128,2026-04-17 11:05:27.969896,运动户外,188.64,2,377.28,5,微信支付,华中
O000051,U0109,2026-04-17 11:49:11.969896,家居,249.88,2,499.76,5,微信支付,西北
O000023,U0098,2026-04-17 15:29:11.969896,美妆,122.3,1,122.3,5,微信支付,华中
O000469,U0116,2026-04-17 17:09:20.969896,运动户外,995.65,2,1991.3,5,微信支付,华东
O000270,U0040,2026-04-18 02:48:39.969896,母婴,199.85,2,399.7,5,微信支付,华中
O000498,U0011,2026-04-18 03:28:27.969896,运动户外,1433.35,4,5733.4,5,支付宝,华北
O000280,U0097,2026-04-18 03:54:01.969896,母婴,405.51,1,405.51,3,支付宝,华中
O000098,U0077,2026-04-18 21:04:26.969896,服装,517.99,1,517.99,4,支付宝,华东
O000107,U0029,2026-04-18 21:36:41.969896,服装,555.99,1,555.99,4,支付宝,华南
O000544,U0058,2026-04-19 11:04:37.969896,运动户外,832.37,1,832.37,5,微信支付,华东
O000084,U0104,2026-04-19 12:55:33.969896,服装,975.68,1,975.68,5,支付宝,西南
