用户ID,订单时间,商品类别,单价,数量,订单金额,评分,支付方式,日期,月份,星期,小时
USER_0488,2023-01-03 11:06:35,家居用品,497.95,2,995.9,2.0,微信支付,2023-01-03,2023-01,Tuesday,11
USER_0497,2023-03-01 14:39:00,食品饮料,150.29,3,450.87,3.0,微信支付,2023-03-01,2023-03,Wednesday,14
USER_0143,2023-04-07 17:42:50,运动户外,1800.25,5,6641.0175,3.0,银行卡,2023-04-07,2023-04,Friday,17
USER_0485,2023-03-19 19:22:13,家居用品,801.91,4,3207.64,3.0,支付宝,2023-03-19,2023-03,Sunday,19
USER_0223,2023-01-09 13:12:13,服装鞋帽,259.6,5,1298.0,4.0,支付宝,2023-01-09,2023-01,Monday,13
USER_0070,2023-03-31 10:44:12,电子产品,2096.17,5,6641.0175,3.0,银行卡,2023-03-31,2023-03,Friday,10
USER_0550,2023-02-17 15:10:16,运动户外,1107.65,4,4430.6,4.0,银行卡,2023-02-17,2023-02,Friday,15
USER_0137,2023-03-31 10:15:30,家居用品,917.18,4,3668.72,3.0,微信支付,2023-03-31,2023-03,Friday,10
USER_0024,2023-04-22 20:36:55,美妆护肤,164.59,1,164.59,4.0,支付宝,2023-04-22,2023-04,Saturday,20
USER_0492,2023-03-02 10:41:00,电子产品,2284.32,4,6641.0175,5.0,微信支付,2023-03-02,2023-03,Thursday,10
USER_0170,2023-03-02 14:24:17,运动户外,433.06,5,2165.3,4.0,支付宝,2023-03-02,2023-03,Thursday,14
USER_0188,2023-02-26 15:16:49,服装鞋帽,333.52,5,1667.6,2.0,微信支付,2023-02-26,2023-02,Sunday,15
USER_0560,2023-01-05 18:34:54,美妆护肤,322.67,5,1613.35,5.0,微信支付,2023-01-05,2023-01,Thursday,18
USER_0578,2023-03-11 16:35:24,家居用品,308.21,3,924.63,3.0,微信支付,2023-03-11,2023-03,Saturday,16
USER_0397,2023-01-21 09:58:18,服装鞋帽,765.98,3,2297.94,4.0,微信支付,2023-01-21,2023-01,Saturday,9
USER_0070,2023-03-11 15:56:43,电子产品,1419.86,5,6641.0175,5.0,银行卡,2023-03-11,2023-03,Saturday,15
USER_0175,2023-03-17 13:36:30,家居用品,858.93,3,2576.79,3.0,支付宝,2023-03-17,2023-03,Friday,13
USER_0402,2023-04-07 17:55:30,食品饮料,58.16,5,290.8,5.0,支付宝,2023-04-07,2023-04,Friday,17
USER_0191,2023-04-06 10:16:33,服装鞋帽,595.68,4,2382.72,4.0,银行卡,2023-04-06,2023-04,Thursday,10
USER_0317,2023-02-13 17:03:24,服装鞋帽,144.14,5,720.7,5.0,支付宝,2023-02-13,2023-02,Monday,17
USER_0001,2023-01-03 13:21:16,食品饮料,88.12,5,440.6,3.0,支付宝,2023-01-03,2023-01,Tuesday,13
USER_0256,2023-02-20 14:15:17,电子产品,166.84,1,166.84,3.0,支付宝,2023-02-20,2023-02,Monday,14
USER_0060,2023-02-09 11:42:36,服装鞋帽,357.89,1,357.89,3.0,微信支付,2023-02-09,2023-02,Thursday,11
USER_0503,2023-04-05 18:55:43,服装鞋帽,330.99,2,661.98,3.0,支付宝,2023-04-05,2023-04,Wednesday,18
USER_0457,2023-01-07 10:07:42,美妆护肤,177.81,5,889.05,4.0,微信支付,2023-01-07,2023-01,Saturday,10
USER_0436,2023-01-22 12:56:51,服装鞋帽,610.0,4,2440.0,2.0,微信支付,2023-01-22,2023-01,Sunday,12
USER_0205,2023-04-28 11:15:14,服装鞋帽,287.45,1,287.45,4.0,微信支付,2023-04-28,2023-04,Friday,11
USER_0163,2023-04-26 21:53:34,运动户外,1426.81,5,6641.0175,4.0,微信支付,2023-04-26,2023-04,Wednesday,21
USER_0307,2023-03-24 15:22:12,食品饮料,18.49,1,18.49,3.0,微信支付,2023-03-24,2023-03,Friday,15
USER_0303,2023-03-21 19:55:37,美妆护肤,227.46,1,227.46,4.0,支付宝,2023-03-21,2023-03,Tuesday,19
USER_0413,2023-01-26 15:44:42,家居用品,134.84,4,539.36,4.0,支付宝,2023-01-26,2023-01,Thursday,15
USER_0081,2023-02-05 11:00:49,运动户外,1556.42,4,6225.68,3.0,微信支付,2023-02-05,2023-02,Sunday,11
USER_0591,2023-01-06 09:54:18,食品饮料,121.2,2,242.4,4.0,微信支付,2023-01-06,2023-01,Friday,9
USER_0433,2023-01-17 09:55:43,图书音像,198.54,3,595.62,5.0,支付宝,2023-01-17,2023-01,Tuesday,9
USER_0463,2023-04-21 16:37:02,美妆护肤,458.61,3,1375.83,5.0,支付宝,2023-04-21,2023-04,Friday,16
USER_0484,2023-04-03 16:51:38,食品饮料,123.68,5,618.4,1.0,微信支付,2023-04-03,2023-04,Monday,16
USER_0541,2023-01-26 11:25:36,图书音像,134.67,3,404.01,3.0,支付宝,2023-01-26,2023-01,Thursday,11
USER_0381,2023-02-18 17:08:52,电子产品,1425.56,5,6641.0175,5.0,支付宝,2023-02-18,2023-02,Saturday,17
USER_0091,2023-01-27 16:31:19,食品饮料,71.38,5,356.9,5.0,微信支付,2023-01-27,2023-01,Friday,16
USER_0095,2023-02-10 14:20:11,家居用品,573.06,3,1719.18,5.0,支付宝,2023-02-10,2023-02,Friday,14
USER_0196,2023-03-28 17:49:19,美妆护肤,165.68,1,165.68,3.0,银行卡,2023-03-28,2023-03,Tuesday,17
USER_0249,2023-01-23 16:51:47,美妆护肤,64.33,2,128.66,4.0,微信支付,2023-01-23,2023-01,Monday,16
USER_0241,2023-01-13 12:34:43,家居用品,779.07,2,1558.14,4.0,微信支付,2023-01-13,2023-01,Friday,12
USER_0234,2023-03-15 15:02:31,美妆护肤,217.04,2,434.08,3.0,微信支付,2023-03-15,2023-03,Wednesday,15
USER_0061,2023-03-13 15:05:10,服装鞋帽,531.66,5,2658.3,3.0,微信支付,2023-03-13,2023-03,Monday,15
USER_0533,2023-04-20 11:17:23,运动户外,725.62,1,725.62,5.0,支付宝,2023-04-20,2023-04,Thursday,11
USER_0114,2023-01-26 11:59:32,电子产品,2294.88875,4,6641.0175,1.0,支付宝,2023-01-26,2023-01,Thursday,11
USER_0595,2023-01-25 17:31:11,家居用品,780.59,4,3122.36,4.0,微信支付,2023-01-25,2023-01,Wednesday,17
USER_0086,2023-04-02 15:22:03,服装鞋帽,761.49,5,3807.45,3.0,支付宝,2023-04-02,2023-04,Sunday,15
USER_0578,2023-02-28 15:48:15,服装鞋帽,478.0,2,956.0,4.0,微信支付,2023-02-28,2023-02,Tuesday,15
USER_0578,2023-03-04 15:40:21,食品饮料,148.78,2,297.56,4.0,支付宝,2023-03-04,2023-03,Saturday,15
USER_0507,2023-01-17 20:08:49,电子产品,2294.88875,1,3447.04,4.0,支付宝,2023-01-17,2023-01,Tuesday,20
USER_0326,2023-03-15 12:53:21,服装鞋帽,222.76,2,445.52,4.0,微信支付,2023-03-15,2023-03,Wednesday,12
USER_0074,2023-03-01 09:51:42,美妆护肤,386.24,3,1158.72,4.0,微信支付,2023-03-01,2023-03,Wednesday,9
USER_0455,2023-01-10 11:56:57,电子产品,2294.88875,2,6341.26,4.0,支付宝,2023-01-10,2023-01,Tuesday,11
USER_0427,2023-02-11 09:45:21,服装鞋帽,605.23,3,1815.69,3.0,支付宝,2023-02-11,2023-02,Saturday,9
USER_0409,2023-04-22 10:22:52,家居用品,985.4,5,4927.0,1.0,支付宝,2023-04-22,2023-04,Saturday,10
USER_0061,2023-04-10 11:33:08,食品饮料,116.62,4,466.48,4.0,微信支付,2023-04-10,2023-04,Monday,11
USER_0133,2023-02-28 12:08:28,食品饮料,64.7,2,129.4,4.0,支付宝,2023-02-28,2023-02,Tuesday,12
USER_0266,2023-01-06 09:04:57,电子产品,1596.62,1,1596.62,5.0,支付宝,2023-01-06,2023-01,Friday,9
USER_0132,2023-04-14 19:47:31,美妆护肤,107.0,4,428.0,5.0,支付宝,2023-04-14,2023-04,Friday,19
USER_0366,2023-01-16 19:52:18,电子产品,2161.09,3,6483.27,4.0,支付宝,2023-01-16,2023-01,Monday,19
USER_0349,2023-02-28 09:03:27,美妆护肤,253.47,4,1013.88,3.0,银行卡,2023-02-28,2023-02,Tuesday,9
USER_0008,2023-04-07 11:42:20,电子产品,2294.88875,3,6641.0175,3.0,支付宝,2023-04-07,2023-04,Friday,11
USER_0394,2023-02-25 20:32:55,电子产品,2294.88875,2,6641.0175,4.0,支付宝,2023-02-25,2023-02,Saturday,20
USER_0273,2023-02-19 13:17:25,服装鞋帽,287.51,5,1437.55,4.0,微信支付,2023-02-19,2023-02,Sunday,13
USER_0080,2023-01-11 14:58:34,运动户外,266.29,2,532.58,4.0,支付宝,2023-01-11,2023-01,Wednesday,14
USER_0448,2023-01-01 17:33:38,电子产品,952.65,5,4763.25,5.0,微信支付,2023-01-01,2023-01,Sunday,17
USER_0012,2023-01-17 12:25:47,家居用品,979.29,5,4896.45,5.0,微信支付,2023-01-17,2023-01,Tuesday,12
USER_0546,2023-01-07 21:34:14,服装鞋帽,463.49,3,1390.47,4.0,微信支付,2023-01-07,2023-01,Saturday,21
USER_0390,2023-02-21 16:20:06,美妆护肤,303.4,5,1517.0,2.0,微信支付,2023-02-21,2023-02,Tuesday,16
USER_0069,2023-03-03 12:21:17,电子产品,1707.54,2,3415.08,4.0,支付宝,2023-03-03,2023-03,Friday,12
USER_0566,2023-01-15 13:02:36,家居用品,69.38,4,277.52,4.0,微信支付,2023-01-15,2023-01,Sunday,13
USER_0244,2023-02-05 09:25:47,服装鞋帽,785.77,5,3928.85,4.0,支付宝,2023-02-05,2023-02,Sunday,9
USER_0159,2023-02-28 18:11:47,电子产品,1667.41,4,6641.0175,4.0,支付宝,2023-02-28,2023-02,Tuesday,18
USER_0304,2023-04-15 15:51:53,美妆护肤,257.48,5,1287.4,3.0,微信支付,2023-04-15,2023-04,Saturday,15
USER_0330,2023-03-24 16:30:16,服装鞋帽,69.84,1,69.84,3.0,支付宝,2023-03-24,2023-03,Friday,16
USER_0019,2023-04-13 14:49:50,运动户外,910.48,5,4552.4,1.0,微信支付,2023-04-13,2023-04,Thursday,14
USER_0085,2023-03-15 12:49:35,电子产品,1027.87,4,4111.48,5.0,微信支付,2023-03-15,2023-03,Wednesday,12
USER_0566,2023-01-02 10:40:44,美妆护肤,144.34,5,721.7,5.0,支付宝,2023-01-02,2023-01,Monday,10
USER_0243,2023-01-19 11:02:22,食品饮料,61.43,2,122.86,1.0,银行卡,2023-01-19,2023-01,Thursday,11
USER_0252,2023-03-28 11:54:24,美妆护肤,431.73,1,431.73,4.0,微信支付,2023-03-28,2023-03,Tuesday,11
USER_0072,2023-01-09 13:29:52,美妆护肤,80.45,4,321.8,5.0,银行卡,2023-01-09,2023-01,Monday,13
USER_0574,2023-03-11 13:13:52,服装鞋帽,639.36,3,1918.08,4.0,支付宝,2023-03-11,2023-03,Saturday,13
USER_0341,2023-02-26 18:42:47,食品饮料,44.16,5,220.8,4.0,微信支付,2023-02-26,2023-02,Sunday,18
USER_0368,2023-02-16 14:43:07,食品饮料,132.86,3,398.58,5.0,微信支付,2023-02-16,2023-02,Thursday,14
USER_0586,2023-03-22 20:05:18,服装鞋帽,448.14,1,448.14,2.0,银行卡,2023-03-22,2023-03,Wednesday,20
USER_0024,2023-03-30 12:15:05,家居用品,712.8,1,712.8,4.0,微信支付,2023-03-30,2023-03,Thursday,12
USER_0398,2023-03-12 14:50:00,食品饮料,140.96,2,281.92,4.0,微信支付,2023-03-12,2023-03,Sunday,14
USER_0158,2023-04-08 18:10:26,食品饮料,40.51,5,202.55,3.0,支付宝,2023-04-08,2023-04,Saturday,18
USER_0371,2023-03-28 20:48:29,食品饮料,137.46,5,687.3,5.0,微信支付,2023-03-28,2023-03,Tuesday,20
USER_0179,2023-04-20 15:44:05,图书音像,154.33,3,462.99,3.0,微信支付,2023-04-20,2023-04,Thursday,15
USER_0221,2023-01-24 13:52:53,运动户外,1187.5,5,5937.5,4.0,支付宝,2023-01-24,2023-01,Tuesday,13
USER_0391,2023-02-06 13:17:22,电子产品,2294.88875,4,6641.0175,3.0,支付宝,2023-02-06,2023-02,Monday,13
USER_0308,2023-01-08 19:15:40,电子产品,2294.88875,2,5803.92,3.0,支付宝,2023-01-08,2023-01,Sunday,19
USER_0186,2023-04-10 16:50:58,图书音像,75.55,3,226.65,3.0,支付宝,2023-04-10,2023-04,Monday,16
USER_0409,2023-02-09 16:27:13,电子产品,1735.69,4,6641.0175,5.0,支付宝,2023-02-09,2023-02,Thursday,16
USER_0318,2023-01-27 13:44:40,食品饮料,59.41,1,59.41,4.0,微信支付,2023-01-27,2023-01,Friday,13
USER_0176,2023-01-14 09:15:17,家居用品,141.56,5,707.8,4.0,银行卡,2023-01-14,2023-01,Saturday,9
USER_0056,2023-01-15 17:57:34,运动户外,447.36,5,2236.8,5.0,银行卡,2023-01-15,2023-01,Sunday,17
USER_0497,2023-02-23 15:13:58,图书音像,38.2,3,114.6,3.0,支付宝,2023-02-23,2023-02,Thursday,15
USER_0300,2023-01-18 20:19:44,运动户外,1456.45,1,1456.45,4.0,微信支付,2023-01-18,2023-01,Wednesday,20
USER_0303,2023-01-29 14:44:12,电子产品,2155.62,3,6466.86,3.0,微信支付,2023-01-29,2023-01,Sunday,14
USER_0327,2023-03-13 13:40:13,运动户外,218.53,1,218.53,5.0,支付宝,2023-03-13,2023-03,Monday,13
USER_0477,2023-01-27 09:51:33,图书音像,120.01,1,120.01,3.0,微信支付,2023-01-27,2023-01,Friday,9
USER_0307,2023-03-20 14:15:09,家居用品,700.13,1,700.13,5.0,微信支付,2023-03-20,2023-03,Monday,14
USER_0406,2023-01-24 21:16:20,运动户外,931.57,5,4657.85,5.0,支付宝,2023-01-24,2023-01,Tuesday,21
USER_0381,2023-02-26 13:17:34,食品饮料,170.78,5,853.9,4.0,微信支付,2023-02-26,2023-02,Sunday,13
USER_0455,2023-01-26 18:47:07,服装鞋帽,636.02,1,636.02,4.0,银行卡,2023-01-26,2023-01,Thursday,18
USER_0555,2023-02-10 13:56:41,服装鞋帽,152.19,4,608.76,5.0,微信支付,2023-02-10,2023-02,Friday,13
USER_0486,2023-01-30 16:42:39,服装鞋帽,435.23,4,1740.92,5.0,支付宝,2023-01-30,2023-01,Monday,16
USER_0143,2023-04-03 21:42:48,服装鞋帽,354.21,2,708.42,4.0,微信支付,2023-04-03,2023-04,Monday,21
USER_0027,2023-03-28 21:40:52,服装鞋帽,774.06,4,3096.24,4.0,支付宝,2023-03-28,2023-03,Tuesday,21
USER_0260,2023-03-10 13:10:40,图书音像,99.92,2,199.84,3.0,支付宝,2023-03-10,2023-03,Friday,13
USER_0242,2023-01-21 14:42:52,电子产品,1788.08,2,3576.16,2.0,支付宝,2023-01-21,2023-01,Saturday,14
USER_0131,2023-03-14 12:30:48,美妆护肤,86.19,1,86.19,5.0,微信支付,2023-03-14,2023-03,Tuesday,12
USER_0259,2023-03-24 20:02:37,服装鞋帽,730.43,3,2191.29,5.0,银行卡,2023-03-24,2023-03,Friday,20
USER_0193,2023-01-09 09:53:00,家居用品,435.81,2,871.62,5.0,微信支付,2023-01-09,2023-01,Monday,9
USER_0217,2023-03-05 14:14:58,电子产品,2294.88875,5,6641.0175,5.0,支付宝,2023-03-05,2023-03,Sunday,14
USER_0314,2023-01-19 16:37:11,美妆护肤,265.51,5,1327.55,4.0,银行卡,2023-01-19,2023-01,Thursday,16
USER_0107,2023-04-02 17:02:50,家居用品,839.09,1,839.09,5.0,微信支付,2023-04-02,2023-04,Sunday,17
USER_0231,2023-03-13 11:53:46,电子产品,2294.88875,5,6641.0175,4.0,支付宝,2023-03-13,2023-03,Monday,11
USER_0128,2023-03-08 11:09:26,家居用品,616.13,5,3080.65,5.0,支付宝,2023-03-08,2023-03,Wednesday,11
USER_0132,2023-01-13 17:56:48,服装鞋帽,380.09,4,1520.36,2.0,支付宝,2023-01-13,2023-01,Friday,17
USER_0149,2023-01-11 20:50:57,电子产品,2294.88875,5,6641.0175,4.0,支付宝,2023-01-11,2023-01,Wednesday,20
USER_0474,2023-01-16 18:44:01,服装鞋帽,359.07,4,1436.28,1.0,银行卡,2023-01-16,2023-01,Monday,18
USER_0522,2023-03-08 14:28:14,家居用品,54.71,2,109.42,2.0,支付宝,2023-03-08,2023-03,Wednesday,14
USER_0516,2023-02-24 10:02:06,电子产品,2294.88875,1,2548.56,4.0,微信支付,2023-02-24,2023-02,Friday,10
USER_0485,2023-03-28 12:12:12,图书音像,178.7,2,357.4,4.0,微信支付,2023-03-28,2023-03,Tuesday,12
USER_0260,2023-01-22 14:54:36,家居用品,538.05,1,538.05,1.0,支付宝,2023-01-22,2023-01,Sunday,14
USER_0156,2023-03-15 14:16:25,图书音像,126.1,3,378.3,4.0,支付宝,2023-03-15,2023-03,Wednesday,14
USER_0233,2023-01-10 14:37:56,家居用品,755.76,3,2267.28,5.0,微信支付,2023-01-10,2023-01,Tuesday,14
USER_0364,2023-03-01 10:57:47,服装鞋帽,716.84,1,716.84,5.0,支付宝,2023-03-01,2023-03,Wednesday,10
USER_0165,2023-04-22 17:35:16,家居用品,709.74,4,2838.96,5.0,微信支付,2023-04-22,2023-04,Saturday,17
USER_0121,2023-02-18 12:23:23,家居用品,441.94,2,883.88,3.0,支付宝,2023-02-18,2023-02,Saturday,12
USER_0448,2023-01-20 16:08:06,食品饮料,95.12,5,475.6,2.0,微信支付,2023-01-20,2023-01,Friday,16
USER_0535,2023-02-15 10:50:11,食品饮料,38.41,3,115.23,2.0,银行卡,2023-02-15,2023-02,Wednesday,10
USER_0514,2023-02-13 13:53:16,电子产品,2294.88875,4,6641.0175,5.0,支付宝,2023-02-13,2023-02,Monday,13
USER_0409,2023-03-27 15:46:29,家居用品,537.46,2,1074.92,5.0,微信支付,2023-03-27,2023-03,Monday,15
USER_0405,2023-01-01 13:12:20,服装鞋帽,177.61,3,532.83,3.0,微信支付,2023-01-01,2023-01,Sunday,13
USER_0524,2023-03-05 15:05:52,服装鞋帽,133.3,4,533.2,3.0,支付宝,2023-03-05,2023-03,Sunday,15
USER_0222,2023-02-21 12:25:52,家居用品,579.45,5,2897.25,4.0,支付宝,2023-02-21,2023-02,Tuesday,12
USER_0309,2023-04-09 18:04:15,电子产品,789.2,4,3156.8,5.0,支付宝,2023-04-09,2023-04,Sunday,18
USER_0468,2023-04-21 10:00:57,食品饮料,155.09,4,620.36,3.0,支付宝,2023-04-21,2023-04,Friday,10
USER_0374,2023-04-20 16:23:19,服装鞋帽,625.9,4,2503.6,1.0,微信支付,2023-04-20,2023-04,Thursday,16
USER_0199,2023-03-21 15:26:13,服装鞋帽,540.97,5,2704.85,5.0,微信支付,2023-03-21,2023-03,Tuesday,15
USER_0007,2023-02-01 11:38:28,家居用品,322.44,2,644.88,5.0,支付宝,2023-02-01,2023-02,Wednesday,11
USER_0288,2023-02-14 21:05:23,服装鞋帽,307.28,3,921.84,4.0,支付宝,2023-02-14,2023-02,Tuesday,21
USER_0274,2023-04-19 15:54:12,食品饮料,184.84,4,739.36,1.0,支付宝,2023-04-19,2023-04,Wednesday,15
USER_0356,2023-04-04 21:24:01,电子产品,2294.88875,2,6641.0175,5.0,银行卡,2023-04-04,2023-04,Tuesday,21
USER_0032,2023-01-21 18:36:48,食品饮料,15.51,4,62.04,4.0,支付宝,2023-01-21,2023-01,Saturday,18
USER_0392,2023-04-29 13:18:27,电子产品,2294.88875,2,4651.44,3.0,微信支付,2023-04-29,2023-04,Saturday,13
USER_0508,2023-02-15 19:13:20,服装鞋帽,474.17,2,948.34,4.0,银行卡,2023-02-15,2023-02,Wednesday,19
USER_0333,2023-03-17 10:04:38,运动户外,269.38,2,538.76,2.0,银行卡,2023-03-17,2023-03,Friday,10
USER_0334,2023-04-23 21:41:24,电子产品,1666.3,2,3332.6,5.0,支付宝,2023-04-23,2023-04,Sunday,21
USER_0390,2023-04-18 17:14:03,电子产品,1435.09,4,5740.36,5.0,支付宝,2023-04-18,2023-04,Tuesday,17
USER_0521,2023-03-04 17:07:13,图书音像,114.9,2,229.8,3.0,银行卡,2023-03-04,2023-03,Saturday,17
USER_0596,2023-02-19 11:47:58,运动户外,1390.38,2,2780.76,2.0,支付宝,2023-02-19,2023-02,Sunday,11
USER_0360,2023-02-25 14:41:39,美妆护肤,89.17,4,356.68,5.0,支付宝,2023-02-25,2023-02,Saturday,14
USER_0147,2023-02-13 17:30:58,家居用品,833.2,1,833.2,3.0,支付宝,2023-02-13,2023-02,Monday,17
USER_0491,2023-01-12 21:35:38,电子产品,2294.88875,4,6641.0175,4.0,支付宝,2023-01-12,2023-01,Thursday,21
USER_0520,2023-04-14 09:33:43,食品饮料,84.11,5,420.55,5.0,微信支付,2023-04-14,2023-04,Friday,9
USER_0598,2023-01-05 21:27:57,食品饮料,62.16,2,124.32,5.0,微信支付,2023-01-05,2023-01,Thursday,21
USER_0293,2023-03-09 10:41:21,运动户外,1237.93,4,4951.72,5.0,支付宝,2023-03-09,2023-03,Thursday,10
USER_0379,2023-03-14 19:57:52,食品饮料,135.69,3,407.07,4.0,微信支付,2023-03-14,2023-03,Tuesday,19
USER_0580,2023-04-03 09:53:29,服装鞋帽,176.17,4,704.68,4.0,微信支付,2023-04-03,2023-04,Monday,9
USER_0392,2023-01-28 21:42:08,家居用品,648.32,4,2593.28,4.0,微信支付,2023-01-28,2023-01,Saturday,21
USER_0590,2023-02-20 20:31:49,食品饮料,97.15,5,485.75,4.0,微信支付,2023-02-20,2023-02,Monday,20
USER_0319,2023-03-17 13:20:44,图书音像,39.43,5,197.15,5.0,支付宝,2023-03-17,2023-03,Friday,13
USER_0460,2023-03-02 09:56:14,家居用品,360.36,4,1441.44,3.0,支付宝,2023-03-02,2023-03,Thursday,9
USER_0069,2023-03-28 09:37:55,服装鞋帽,112.92,5,564.6,2.0,支付宝,2023-03-28,2023-03,Tuesday,9
USER_0454,2023-02-28 14:32:29,电子产品,2294.88875,3,6641.0175,3.0,支付宝,2023-02-28,2023-02,Tuesday,14
USER_0068,2023-03-25 11:41:26,服装鞋帽,473.23,5,2366.15,2.0,支付宝,2023-03-25,2023-03,Saturday,11
USER_0026,2023-01-26 14:18:08,电子产品,2294.88875,1,2650.8,4.0,微信支付,2023-01-26,2023-01,Thursday,14
USER_0396,2023-01-10 09:31:29,服装鞋帽,782.05,4,3128.2,3.0,微信支付,2023-01-10,2023-01,Tuesday,9
USER_0026,2023-03-26 20:35:25,食品饮料,165.63,2,331.26,4.0,微信支付,2023-03-26,2023-03,Sunday,20
USER_0168,2023-04-29 09:52:17,图书音像,148.0,3,444.0,3.0,银行卡,2023-04-29,2023-04,Saturday,9
USER_0053,2023-03-29 20:15:15,电子产品,2294.88875,4,6641.0175,3.0,支付宝,2023-03-29,2023-03,Wednesday,20
USER_0447,2023-02-03 09:26:28,服装鞋帽,437.86,2,875.72,4.0,微信支付,2023-02-03,2023-02,Friday,9
USER_0151,2023-03-20 09:56:12,服装鞋帽,402.38,1,402.38,3.0,支付宝,2023-03-20,2023-03,Monday,9
USER_0389,2023-03-18 14:04:59,电子产品,2294.88875,2,6199.16,4.0,支付宝,2023-03-18,2023-03,Saturday,14
USER_0394,2023-01-24 16:46:20,运动户外,613.43,4,2453.72,2.0,微信支付,2023-01-24,2023-01,Tuesday,16
USER_0582,2023-01-28 11:38:41,电子产品,1819.52,5,6641.0175,5.0,微信支付,2023-01-28,2023-01,Saturday,11
USER_0581,2023-04-19 20:54:49,食品饮料,112.61,1,112.61,4.0,微信支付,2023-04-19,2023-04,Wednesday,20
USER_0062,2023-02-13 11:58:07,食品饮料,57.61,1,57.61,4.0,微信支付,2023-02-13,2023-02,Monday,11
USER_0160,2023-03-06 14:12:10,服装鞋帽,500.81,4,2003.24,5.0,支付宝,2023-03-06,2023-03,Monday,14
USER_0068,2023-01-05 20:22:45,服装鞋帽,632.46,2,1264.92,4.0,支付宝,2023-01-05,2023-01,Thursday,20
USER_0304,2023-01-29 19:17:39,服装鞋帽,198.78,2,397.56,5.0,支付宝,2023-01-29,2023-01,Sunday,19
USER_0102,2023-01-03 16:30:40,电子产品,2294.88875,2,6641.0175,5.0,支付宝,2023-01-03,2023-01,Tuesday,16
USER_0554,2023-01-20 09:03:44,服装鞋帽,542.08,1,542.08,3.0,微信支付,2023-01-20,2023-01,Friday,9
USER_0162,2023-03-14 14:17:13,美妆护肤,196.91,5,984.55,5.0,支付宝,2023-03-14,2023-03,Tuesday,14
USER_0379,2023-04-17 16:00:44,服装鞋帽,253.18,4,1012.72,5.0,微信支付,2023-04-17,2023-04,Monday,16
USER_0273,2023-04-11 12:02:36,电子产品,2294.88875,3,6641.0175,4.0,支付宝,2023-04-11,2023-04,Tuesday,12
USER_0415,2023-04-15 14:25:16,家居用品,475.7,5,2378.5,5.0,支付宝,2023-04-15,2023-04,Saturday,14
USER_0089,2023-02-16 12:35:51,运动户外,987.91,4,3951.64,3.0,微信支付,2023-02-16,2023-02,Thursday,12
USER_0176,2023-03-08 09:09:30,运动户外,295.81,3,887.43,4.0,支付宝,2023-03-08,2023-03,Wednesday,9
USER_0370,2023-03-08 14:18:34,食品饮料,182.69,5,913.45,5.0,支付宝,2023-03-08,2023-03,Wednesday,14
USER_0288,2023-03-16 14:23:34,运动户外,1700.78,2,3401.56,2.0,微信支付,2023-03-16,2023-03,Thursday,14
USER_0545,2023-03-18 16:35:53,食品饮料,105.28,4,421.12,4.0,支付宝,2023-03-18,2023-03,Saturday,16
USER_0409,2023-04-16 11:02:19,运动户外,935.49,3,2806.47,5.0,支付宝,2023-04-16,2023-04,Sunday,11
USER_0380,2023-01-27 13:43:47,电子产品,2294.88875,4,6641.0175,4.0,支付宝,2023-01-27,2023-01,Friday,13
USER_0159,2023-03-01 21:45:36,电子产品,1607.51,4,6430.04,1.0,微信支付,2023-03-01,2023-03,Wednesday,21
USER_0111,2023-01-29 11:25:19,服装鞋帽,792.14,4,3168.56,3.0,支付宝,2023-01-29,2023-01,Sunday,11
USER_0015,2023-02-28 11:09:14,电子产品,2294.88875,5,6641.0175,5.0,银行卡,2023-02-28,2023-02,Tuesday,11
USER_0506,2023-01-14 10:25:07,食品饮料,136.1,5,680.5,4.0,微信支付,2023-01-14,2023-01,Saturday,10
USER_0132,2023-04-10 16:16:46,图书音像,180.79,5,903.95,4.0,微信支付,2023-04-10,2023-04,Monday,16
USER_0048,2023-01-10 17:35:28,家居用品,825.68,4,3302.72,4.0,微信支付,2023-01-10,2023-01,Tuesday,17
USER_0397,2023-02-15 10:32:20,服装鞋帽,551.37,3,1654.11,4.0,银行卡,2023-02-15,2023-02,Wednesday,10
USER_0484,2023-02-02 12:32:30,服装鞋帽,305.49,2,610.98,2.0,支付宝,2023-02-02,2023-02,Thursday,12
USER_0278,2023-01-17 15:42:03,服装鞋帽,312.4,1,312.4,5.0,银行卡,2023-01-17,2023-01,Tuesday,15
USER_0235,2023-02-25 09:07:58,服装鞋帽,237.41,2,474.82,4.0,银行卡,2023-02-25,2023-02,Saturday,9
USER_0219,2023-04-28 09:15:05,运动户外,397.59,1,397.59,5.0,支付宝,2023-04-28,2023-04,Friday,9
USER_0285,2023-02-26 13:04:28,家居用品,976.73,3,2930.19,3.0,微信支付,2023-02-26,2023-02,Sunday,13
USER_0443,2023-03-30 17:55:02,电子产品,2294.88875,1,4992.26,5.0,支付宝,2023-03-30,2023-03,Thursday,17
USER_0246,2023-01-16 11:47:10,服装鞋帽,707.32,4,2829.28,3.0,微信支付,2023-01-16,2023-01,Monday,11
USER_0025,2023-02-07 13:23:23,服装鞋帽,428.87,5,2144.35,4.0,微信支付,2023-02-07,2023-02,Tuesday,13
USER_0096,2023-04-02 15:39:41,电子产品,2294.88875,2,6641.0175,2.0,微信支付,2023-04-02,2023-04,Sunday,15
